control_value,treatment_value,incremental_value,targeting_policy,retry_all_policy,no_intervention_policy,targeting_selected_value
6743459.567150459,6743673.843253806,214.2761033475399,0,1,0,6743459.567150459
252013.05452287509,252056.9416833232,43.88716044812463,1,1,0,252056.9416833232
3544288.316713967,3544448.018074296,159.7013603290543,1,1,0,3544448.018074296
6818589.736849939,6818847.840422237,258.1035722978413,0,1,0,6818589.736849939
11991389.271983214,11991610.451560874,221.17957765981555,0,1,0,11991389.271983214
463297.2274929145,463383.8599850011,86.63249208661728,1,1,0,463383.8599850011
727558.0228634931,727574.0546049589,16.03174146579113,0,1,0,727558.0228634931
17550089.65454335,17550040.22868927,-49.425854083150625,0,1,0,17550089.65454335
378441.4424409296,378461.32477273664,19.882331807049923,0,1,0,378441.4424409296
3333185.540455103,3333328.996649667,143.45619456423447,0,1,0,3333185.540455103
745207.949757806,745275.5963574932,67.64659968717024,1,1,0,745275.5963574932
1439949.1875428027,1440049.2983664311,100.11082362849265,1,1,0,1440049.2983664311
814630.8183530117,814682.6684395046,51.850086492835544,0,1,0,814630.8183530117
7613533.53877687,7613753.439039398,219.90026252809912,0,1,0,7613533.53877687
8703792.266600942,8704078.36730633,286.1007053870708,0,1,0,8703792.266600942
4556696.424357577,4556714.119660038,17.695302460342646,0,1,0,4556696.424357577
2720773.1330530187,2720759.266394624,-13.866658394690603,1,1,0,2720759.266394624
541306.8324120705,541325.5316104926,18.69919842213858,1,1,0,541325.5316104926
1799167.8563814259,1799291.7937474914,123.93736606556922,1,1,0,1799291.7937474914
808379.2503040457,808457.001242263,77.75093821727205,0,1,0,808379.2503040457
1295858.0874203388,1295905.2923581006,47.20493776188232,1,1,0,1295905.2923581006
352060.38665947603,352084.72688498924,24.34022551320959,0,1,0,352060.38665947603
126040497.34316106,126041399.70127456,902.3581134974957,1,1,0,126041399.70127456
104332.32990582053,104349.9971691262,17.66726330567326,1,1,0,104349.9971691262
8752169.209834285,8752321.92952223,152.71968794427812,0,1,0,8752169.209834285
4875585.86184857,4875728.960555032,143.0987064614892,1,1,0,4875728.960555032
459151.05859247845,459207.3123623968,56.253769918344915,0,1,0,459151.05859247845
622920.6365021671,622956.3164931776,35.67999101046007,0,1,0,622920.6365021671
956834.1005823506,956897.8244982053,63.72391585470177,1,1,0,956897.8244982053
6743459.567150459,6743690.015819575,230.44866911601275,0,1,0,6743459.567150459
11133860.357771315,11134182.080166657,321.72239534184337,0,1,0,11133860.357771315
813446.3916675202,813478.8463218214,32.45465430128388,0,1,0,813446.3916675202
708463.4910896679,708496.0122570678,32.521167399943806,1,1,0,708496.0122570678
72854087.0857984,72854950.16934659,863.0835481882095,1,1,0,72854950.16934659
2832999.772683674,2833143.4673997336,143.6947160596028,0,1,0,2832999.772683674
43564058.15127581,43564105.60532477,47.454048953950405,1,1,0,43564105.60532477
358617.4844571371,358655.2132375834,37.728780446283054,1,1,0,358655.2132375834
358617.4844571371,358643.27130244445,25.786845307331532,1,1,0,358643.27130244445
8467870.481783658,8468087.768725205,217.28694154694676,1,1,0,8468087.768725205
953850.1498512649,953843.3973420882,-6.75250917673111,0,1,0,953850.1498512649
20366850.85305102,20367245.501698185,394.6486471630633,1,1,0,20367245.501698185
5994690.381306537,5994905.87669414,215.49538760259748,1,1,0,5994905.87669414
358611.4795250947,358655.3276840625,43.848158967797644,0,1,0,358611.4795250947
665220.4480806327,665250.4332885093,29.98520787653979,1,1,0,665250.4332885093
317168.26630533405,317164.9642393869,-3.302065947151277,0,1,0,317168.26630533405
3544288.316713967,3544488.797720211,200.4810062441975,1,1,0,3544488.797720211
987904.3090745586,987974.8537211907,70.54464663215913,1,1,0,987974.8537211907
1536309.656775106,1536375.6855558497,66.02878074371256,1,1,0,1536375.6855558497
2538430.5795847196,2538522.036687685,91.45710296556354,1,1,0,2538522.036687685
328891.0801646634,328940.2444354929,49.164270829525776,1,1,0,328940.2444354929
2046947.6806875272,2047047.595515672,99.91482814471237,0,1,0,2046947.6806875272
6660725.076820481,6660877.902417918,152.82559743709862,1,1,0,6660877.902417918
1784916.1237034977,1785023.6378706382,107.51416714047082,1,1,0,1785023.6378706382
3894903.960935407,3895101.6499086297,197.6889732228592,1,1,0,3895101.6499086297
250623.49383776874,250674.98979624023,51.495958471496124,1,1,0,250674.98979624023
3912376.8140218644,3912505.478229097,128.66420723265037,1,1,0,3912505.478229097
101897.88252210115,101918.44465483174,20.56213273058529,1,1,0,101918.44465483174
708463.4910896679,708497.5863970538,34.095307385898195,1,1,0,708497.5863970538
1802819.8107165669,1802938.176618194,118.36590162711218,1,1,0,1802938.176618194
5762139.825437719,5762269.872181246,130.0467435270548,1,1,0,5762269.872181246
89289.63735968676,89299.1866776039,9.549317917131702,0,1,0,89289.63735968676
1194718.1911450252,1194771.0422599707,52.85111494548619,0,1,0,1194718.1911450252
178626.14700197647,178656.71505868208,30.568056705611525,0,1,0,178626.14700197647
485658.0759866033,485696.60907184926,38.53308524598833,1,1,0,485696.60907184926
1790078.386154597,1790165.8825359943,87.49638139735907,0,1,0,1790078.386154597
8302873.858732726,8303070.275795824,196.4170630974695,0,1,0,8302873.858732726
1266628.4062894674,1266730.9890265765,102.58273710915819,0,1,0,1266628.4062894674
3894903.960935407,3895112.393832469,208.43289706204087,1,1,0,3895112.393832469
2491099.527741081,2491186.5741936923,87.04645261121914,1,1,0,2491186.5741936923
49049533.51043717,49049557.900406964,24.389969795942307,1,1,0,49049557.900406964
1760120.702320428,1760235.5539703052,114.85164987714961,0,1,0,1760120.702320428
1197094.166977709,1197181.892958591,87.72598088206723,1,1,0,1197181.892958591
17258126.75767763,17258446.50330831,319.74563068151474,0,1,0,17258126.75767763
1181567.163125584,1181592.7402457455,25.577120161615312,0,1,0,1181567.163125584
2276694.8265848635,2276842.3703481555,147.54376329202205,1,1,0,2276842.3703481555
2422591.3953044866,2422554.273469672,-37.12183481454849,0,1,0,2422591.3953044866
190441.1155331657,190437.05899150434,-4.056541661353549,1,1,0,190437.05899150434
989072.1185014157,989106.9489868551,34.83048543939367,0,1,0,989072.1185014157
317168.26630533405,317166.386961025,-1.8793443090398796,0,1,0,317168.26630533405
247976.16626194798,248011.9419054909,35.77564354293281,0,1,0,247976.16626194798
7635916.430636806,7636197.0718934685,280.64125666208565,0,1,0,7635916.430636806
303416.7383330743,303446.78302004887,30.04468697455013,0,1,0,303416.7383330743
6315424.572603809,6315588.290287442,163.7176836328581,1,1,0,6315588.290287442
16945967.904154036,16946395.582122322,427.67796828597784,0,1,0,16945967.904154036
16288935.882380422,16288882.445991445,-53.43638897687197,0,1,0,16288935.882380422
940814.7458863003,940876.5367211745,61.79083487414755,0,1,0,940814.7458863003
17258126.75767763,17258454.562450737,327.80477310717106,0,1,0,17258126.75767763
892404.197864787,892490.4365644649,86.23869967798237,1,1,0,892490.4365644649
830884.2326671011,830899.1964748845,14.963807783438824,1,1,0,830899.1964748845
1399779.3856301678,1399876.8267711725,97.44114100467414,1,1,0,1399876.8267711725
55464697.173974074,55465095.21706323,398.043089158833,0,1,0,55464697.173974074
5370582.517845528,5370788.015219715,205.4973741872236,1,1,0,5370788.015219715
1203907.0240311718,1203945.2108822153,38.18685104348697,1,1,0,1203945.2108822153
7613533.53877687,7613740.486343684,206.9475668137893,0,1,0,7613533.53877687
1563796.9995148082,1563909.5419267705,112.54241196229123,0,1,0,1563796.9995148082
591274.0227204594,591264.4960732241,-9.526647235266864,0,1,0,591274.0227204594
328891.0801646634,328949.5387862076,58.45862154423958,0,1,0,328891.0801646634
209409779.47501644,209409873.95668066,94.48166421055794,1,1,0,209409873.95668066
1495724.9919334848,1495826.4734612203,101.48152773547918,0,1,0,1495724.9919334848
2053930.2186851925,2053898.6604308325,-31.558254359988496,0,1,0,2053930.2186851925
5230498.624478682,5230707.979597422,209.35511874035,1,1,0,5230707.979597422
24038.34722782521,24038.43997334575,0.09274552054193919,1,1,0,24038.43997334575
2268718.843122812,2268826.5900766216,107.74695380963385,1,1,0,2268826.5900766216
585368.5946708199,585443.0986468232,74.50397600326687,0,1,0,585368.5946708199
941397.4118645004,941463.8627820457,66.45091754535679,0,1,0,941397.4118645004
9261409.531546298,9261544.90137925,135.36983295157552,0,1,0,9261409.531546298
21267401.38312578,21267736.96062587,335.577500090003,0,1,0,21267401.38312578
200327.36719258642,200357.91843749018,30.55124490376329,1,1,0,200357.91843749018
3791610.099972179,3791705.7723496044,95.67237742524594,1,1,0,3791705.7723496044
674378.2538219108,674428.2268855086,49.97306359780487,0,1,0,674378.2538219108
1688815.3479957532,1688903.918432298,88.57043654494919,0,1,0,1688815.3479957532
563470.8148823524,563484.77106111,13.956178757594898,0,1,0,563470.8148823524
2226126.4779920583,2226266.731645402,140.25365334376693,0,1,0,2226126.4779920583
7803938.902313549,7804155.764595386,216.8622818365693,1,1,0,7804155.764595386
7953926.320246267,7954008.573662866,82.25341659877449,0,1,0,7953926.320246267
89289.63735968676,89301.17044973915,11.533090052384068,0,1,0,89289.63735968676
813446.3916675202,813492.2514274091,45.85975988896098,0,1,0,813446.3916675202
750712.3814536578,750779.4828133031,67.1013596453704,0,1,0,750712.3814536578
923573.9689023267,923656.1048799022,82.13597757555544,0,1,0,923573.9689023267
6137738.923402802,6137952.235748096,213.31234529428184,1,1,0,6137952.235748096
4282582.57650045,4282758.392610404,175.81610995344818,0,1,0,4282582.57650045
3098711.005350954,3098737.7294018026,26.72405084874481,0,1,0,3098711.005350954
136808.25456196745,136842.72943224,34.47487027256284,0,1,0,136808.25456196745
6315424.572603809,6315613.631804222,189.0592004135251,1,1,0,6315613.631804222
2720773.1330530187,2720738.8557886137,-34.27726440504193,1,1,0,2720738.8557886137
73557585.94548212,73558441.59015906,855.644676938653,0,1,0,73557585.94548212
8467870.481783658,8468075.636061877,205.15427821874619,1,1,0,8468075.636061877
20366850.85305102,20367283.01168878,432.1586377583444,1,1,0,20367283.01168878
358611.4795250947,358658.4214792698,46.94195417512674,0,1,0,358611.4795250947
11133860.357771315,11134152.257122044,291.89935072883964,0,1,0,11133860.357771315
7953926.320246267,7953931.086302011,4.76605574414134,0,1,0,7953926.320246267
165437.03380450173,165445.551524919,8.517720417265082,0,1,0,165437.03380450173
953850.1498512649,953844.8802928757,-5.269558389205486,0,1,0,953850.1498512649
1185063.0723443073,1185123.4619045744,60.389560267096385,1,1,0,1185123.4619045744
173787.50616403052,173823.62091983834,36.1147558078228,0,1,0,173787.50616403052
2638739.009628037,2638887.7564588236,148.74683078657836,1,1,0,2638887.7564588236
1113629.9438749468,1113694.434828627,64.49095368012786,1,1,0,1113694.434828627
1732515.28563052,1732616.3204956597,101.03486513975076,1,1,0,1732616.3204956597
165437.03380450173,165450.6622062059,13.62840170416166,0,1,0,165437.03380450173
89289.63735968676,89300.26321754509,10.625857858321979,0,1,0,89289.63735968676
4473199.5163095435,4473388.45696221,188.94065266661346,0,1,0,4473199.5163095435
1915519.9963258626,1915579.5897348726,59.59340900997631,0,1,0,1915519.9963258626
897267.1000342931,897287.8215852879,20.721550994785503,0,1,0,897267.1000342931
1656708.0884794807,1656765.0692701028,56.980790622066706,0,1,0,1656708.0884794807
7792159.222460343,7792349.273268229,190.05080788675696,1,1,0,7792349.273268229
6315424.572603809,6315557.253616352,132.68101254291832,1,1,0,6315557.253616352
18261271.01981089,18261604.078930568,333.05911967903376,1,1,0,18261604.078930568
8605830.666446242,8606012.020039927,181.3535936847329,1,1,0,8606012.020039927
359162.42064649763,359196.7861521524,34.36550565477228,0,1,0,359162.42064649763
65432610.961475864,65433175.1207769,564.1593010351062,1,1,0,65433175.1207769
780931.9096290685,781014.514490183,82.60486111452337,0,1,0,780931.9096290685
1760120.702320428,1760228.9866432662,108.28432283806615,0,1,0,1760120.702320428
136808.25456196745,136835.16464165927,26.91007969182101,1,1,0,136835.16464165927
772727.7111405021,772794.5826447209,66.87150421878323,1,1,0,772794.5826447209
114258.11541712612,114281.07362748386,22.958210357741336,1,1,0,114281.07362748386
1162802.1547270878,1162895.2222146874,93.06748759956099,0,1,0,1162802.1547270878
178626.14700197647,178655.75180311466,29.60480113819358,1,1,0,178655.75180311466
361338.9393590597,361379.21585369983,40.27649464015849,1,1,0,361379.21585369983
1102547.2567188914,1102638.759203147,91.50248425547034,0,1,0,1102547.2567188914
8605830.666446242,8606060.661657197,229.99521095491946,1,1,0,8606060.661657197
1536309.656775106,1536378.548280046,68.89150494011119,1,1,0,1536378.548280046
847871.7805865989,847946.6097054319,74.82911883294582,0,1,0,847871.7805865989
5032931.654638072,5033037.798807319,106.14416924770921,0,1,0,5032931.654638072
73383.22460362459,73396.31429172173,13.089688097141334,1,1,0,73396.31429172173
6267566.109666087,6267795.152477113,229.04281102586538,0,1,0,6267566.109666087
1563796.9995148082,1563904.6422244888,107.64270968060009,0,1,0,1563796.9995148082
1790078.386154597,1790157.335548313,78.94939371617511,1,1,0,1790157.335548313
278731.0403933141,278761.6559228146,30.6155295005301,1,1,0,278761.6559228146
1323834.5555094294,1323927.0843486073,92.52883917791769,1,1,0,1323927.0843486073
1546375.4343229784,1546410.3400456435,34.90572266513482,1,1,0,1546410.3400456435
1887502.0735500637,1887609.70561698,107.63206691644154,0,1,0,1887502.0735500637
8715341.999473402,8715633.284473669,291.28500026650727,0,1,0,8715341.999473402
43531.92772688013,43543.00116722758,11.073440347448923,0,1,0,43531.92772688013
32231.878649484108,32238.89292591139,7.0142764272823115,0,1,0,32231.878649484108
655395.6450555575,655395.1671316796,-0.4779238778864965,0,1,0,655395.6450555575
3901496.3747172593,3901629.8254884286,133.45077116927132,0,1,0,3901496.3747172593
1187614.1943890834,1187654.8585773383,40.664188254857436,0,1,0,1187614.1943890834
8586157.492501678,8586341.095937809,183.60343613103032,1,1,0,8586341.095937809
1887502.0735500637,1887609.9298901402,107.85634007654153,0,1,0,1887502.0735500637
932111.6242528124,932163.7925616911,52.16830887878314,0,1,0,932111.6242528124
13750062.722413579,13750361.99474314,299.27232956141233,0,1,0,13750062.722413579
10753432.679771453,10753579.157885965,146.4781145118177,0,1,0,10753432.679771453
194623.6277590105,194653.03216155717,29.404402546671918,0,1,0,194623.6277590105
2613654.8035987765,2613720.353639669,65.55004089232534,1,1,0,2613720.353639669
553199.9642455443,553248.7374243571,48.773178812814876,0,1,0,553199.9642455443
1207835.131975527,1207846.6915512313,11.559575704392046,1,1,0,1207846.6915512313
2538430.5795847196,2538525.022961222,94.44337650248781,0,1,0,2538430.5795847196
115474675.43179981,115475352.17240451,676.740604698658,0,1,0,115474675.43179981
7635916.430636806,7636189.183061486,272.75242467969656,0,1,0,7635916.430636806
250623.49383776874,250665.7536032991,42.25976553035434,0,1,0,250623.49383776874
299775.81630832225,299814.27421228983,38.45790396758821,0,1,0,299775.81630832225
5267397.917790059,5267612.655550704,214.7377606453374,0,1,0,5267397.917790059
1093127.0569307755,1093196.6380916496,69.58116087410599,0,1,0,1093127.0569307755
923573.9689023267,923651.5850085749,77.61610624822788,0,1,0,923573.9689023267
671888.431819917,671962.8508581814,74.41903826431371,0,1,0,671888.431819917
579185.212373264,579228.6136802488,43.401306984829716,1,1,0,579228.6136802488
956834.1005823506,956890.6059300386,56.505347687983885,0,1,0,956834.1005823506
1887502.0735500637,1887626.9685862674,124.89503620378673,0,1,0,1887502.0735500637
612765.4293915267,612803.7730985478,38.343707021092996,0,1,0,612765.4293915267
148937.9423668604,148968.3978112448,30.455444384395378,0,1,0,148937.9423668604
12606182.454915939,12606426.387808444,243.9328925050795,0,1,0,12606182.454915939
272025.46842776664,272067.5401756198,42.071747853187844,0,1,0,272025.46842776664
2852376.305515184,2852501.5552483145,125.24973313044757,0,1,0,2852376.305515184
941397.4118645004,941455.1144885198,57.7026240194682,0,1,0,941397.4118645004
1495724.9919334848,1495825.0111731372,100.01923965243623,0,1,0,1495724.9919334848
940814.7458863003,940882.0389014852,67.29301518481225,0,1,0,940814.7458863003
727558.0228634931,727574.9521960162,16.929332523141056,0,1,0,727558.0228634931
399072.6379498997,399128.6091108606,55.97116096090758,1,1,0,399128.6091108606
2720773.1330530187,2720762.922740112,-10.210312906652689,1,1,0,2720762.922740112
11265012.111761114,11265314.318310527,302.2065494135022,1,1,0,11265314.318310527
15166325.820369095,15166645.602857692,319.78248859755695,0,1,0,15166325.820369095
228383.38374819365,228409.644855698,26.261107504338725,0,1,0,228383.38374819365
184720.2824123917,184724.51179605725,4.229383665544447,0,1,0,184720.2824123917
5406473.40790688,5406670.44053944,197.0326325604692,1,1,0,5406670.44053944
91302.64300771947,91312.74490179746,10.101894077990437,1,1,0,91312.74490179746
15166325.820369095,15166688.073240874,362.25287177972496,0,1,0,15166325.820369095
229375.62433883108,229412.6889628677,37.06462403660407,1,1,0,229412.6889628677
3396659.1216773177,3396795.084606478,135.96292916033417,0,1,0,3396659.1216773177
10625645.635420606,10625686.170705069,40.5352844633162,0,1,0,10625645.635420606
2538430.5795847196,2538547.3965774085,116.81699268892407,1,1,0,2538547.3965774085
307201.8211322222,307231.3938979894,29.572765767225064,0,1,0,307201.8211322222
7807.629659521402,7811.66429604116,4.034636519758351,1,1,0,7811.66429604116
7844340.877169891,7844581.400483458,240.52331356704235,1,1,0,7844581.400483458
3806815.3492183303,3806889.9140699054,74.5648515750654,1,1,0,3806889.9140699054
8302873.858732726,8303062.355200675,188.49646794889122,0,1,0,8302873.858732726
3308808.053273834,3308987.3338663722,179.28059253841639,0,1,0,3308808.053273834
5204027.1388665065,5204039.7705918355,12.631725328974426,0,1,0,5204027.1388665065
321519.5527286986,321562.37260387396,42.81987517536618,0,1,0,321519.5527286986
165437.03380450173,165451.8784734886,14.844668986886973,1,1,0,165451.8784734886
675412.6365760632,675417.239017136,4.602441072813235,1,1,0,675417.239017136
101294.33299043133,101314.34197438623,20.00898395490367,0,1,0,101294.33299043133
3303913.5029092655,3303925.10209569,11.599186424631625,0,1,0,3303913.5029092655
244271.18646336923,244304.94280938857,33.75634601933416,1,1,0,244304.94280938857
178626.14700197647,178654.45107621222,28.30407423575525,1,1,0,178654.45107621222
1598176.0004475587,1598284.2669554704,108.2665079117287,1,1,0,1598284.2669554704
50491357.451323405,50491946.53577512,589.0844517126679,1,1,0,50491946.53577512
321519.5527286986,321561.6298953617,42.07716666313354,0,1,0,321519.5527286986
346034.3525447402,346067.27264145174,32.92009671154665,1,1,0,346067.27264145174
231523.73750709067,231565.7543949059,42.01688781523262,0,1,0,231523.73750709067
10615232.162147047,10615441.989318894,209.82717184722424,0,1,0,10615232.162147047
55655.11606647748,55662.5097356447,7.393669167220651,0,1,0,55655.11606647748
7792159.222460343,7792371.341988018,212.11952767521143,0,1,0,7792159.222460343
892404.197864787,892484.0436886629,79.84582387597766,1,1,0,892484.0436886629
72605.69454856621,72628.41512522326,22.72057665704051,1,1,0,72628.41512522326
96967.17098822602,96983.72357433841,16.55258611238969,1,1,0,96983.72357433841
28653.1627601185,28666.670422661107,13.50766254260816,1,1,0,28666.670422661107
73966.16767497586,73984.75468026684,18.587005290974048,0,1,0,73966.16767497586
1023654.9991617198,1023746.9915938425,91.99243212270085,0,1,0,1023654.9991617198
579185.212373264,579229.9516860612,44.73931279720273,1,1,0,579229.9516860612
1598176.0004475587,1598290.4057673705,114.40531981177628,1,1,0,1598290.4057673705
2852376.305515184,2852486.8587123347,110.55319715058431,0,1,0,2852376.305515184
164717.0409722319,164746.42719626107,29.386224029178265,0,1,0,164717.0409722319
1887502.0735500637,1887624.7497064443,122.67615638067946,0,1,0,1887502.0735500637
1784916.1237034977,1785024.7689823175,108.64527881983668,1,1,0,1785024.7689823175
6137738.923402802,6137936.845062964,197.92166016157717,0,1,0,6137738.923402802
909129.627527158,909188.7861859704,59.15865881240461,0,1,0,909129.627527158
106347.35517988839,106375.50548842191,28.150308533528005,0,1,0,106347.35517988839
8715341.999473402,8715574.29724648,232.297773078084,0,1,0,8715341.999473402
857953.4482020778,857985.36167622,31.913474142202176,1,1,0,857985.36167622
1307863.152382908,1307951.6628408232,88.51045791525394,0,1,0,1307863.152382908
745720.2629841297,745801.0722060932,80.80922196351457,1,1,0,745801.0722060932
7211805.783904289,7212026.174472874,220.39056858513504,0,1,0,7211805.783904289
12923644.440947073,12923948.010482328,303.56953525543213,0,1,0,12923644.440947073
5452030.376131189,5452235.839792005,205.4636608157307,1,1,0,5452235.839792005
1351550.231685623,1351609.9808453682,59.74915974517353,0,1,0,1351550.231685623
4282582.57650045,4282715.340808529,132.76430807914585,0,1,0,4282582.57650045
847871.7805865989,847953.6747553305,81.8941687316401,0,1,0,847871.7805865989
523660.91779600066,523658.29632713954,-2.6214688611216843,0,1,0,523660.91779600066
50491357.451323405,50492119.63777817,762.1864547654986,1,1,0,50492119.63777817
727558.0228634931,727569.0511822315,11.028318738448434,0,1,0,727558.0228634931
2765322.901718614,2765294.9576718984,-27.944046715740114,0,1,0,2765322.901718614
358617.4844571371,358637.81176956237,20.3273124252446,1,1,0,358637.81176956237
73966.16767497586,73983.05972482309,16.89204984722892,0,1,0,73966.16767497586
257622.0217765094,257655.2417046834,33.21992817398859,0,1,0,257622.0217765094
17550089.65454335,17550113.059314016,23.40477066487074,0,1,0,17550089.65454335
8715341.999473402,8715593.670339437,251.67086603492498,0,1,0,8715341.999473402
246477.5002228199,246504.35166074763,26.85143792774761,1,1,0,246504.35166074763
25615.498348363304,25627.65545494202,12.157106578717503,0,1,0,25615.498348363304
6267293.101332681,6267475.841013561,182.73968087974936,0,1,0,6267293.101332681
316679.49738564814,316717.3480487438,37.850663095654454,0,1,0,316679.49738564814
814630.8183530117,814677.9419366589,47.12358364718966,0,1,0,814630.8183530117
2735603.9828590783,2735620.9113322813,16.92847320297733,1,1,0,2735620.9113322813
24048926.121432032,24049332.84727831,406.7258462794125,0,1,0,24048926.121432032
839734.2204658395,839791.2651784113,57.04471257177647,1,1,0,839791.2651784113
1187614.1943890834,1187640.365624498,26.171235414687544,0,1,0,1187614.1943890834
14064897.145826096,14065100.806628048,203.6608019527048,0,1,0,14064897.145826096
3588419.880042036,3588564.7833172507,144.9032752146013,0,1,0,3588419.880042036
4968387.499149974,4968595.366092058,207.86694208346307,0,1,0,4968387.499149974
8715341.999473402,8715597.608005015,255.60853161290288,0,1,0,8715341.999473402
5230498.624478682,5230719.8289817395,221.20450305752456,1,1,0,5230719.8289817395
18136105.88351695,18136244.252015185,138.36849823594093,0,1,0,18136105.88351695
1016158.3063639353,1016242.7665517598,84.46018782444298,1,1,0,1016242.7665517598
271261.56384734716,271297.9386310932,36.37478374602506,0,1,0,271261.56384734716
12818208.115752038,12818384.974004515,176.85825247690082,1,1,0,12818384.974004515
358611.4795250947,358647.1185337943,35.639008699625265,0,1,0,358611.4795250947
25615.498348363304,25627.76448976507,12.266141401767527,1,1,0,25627.76448976507
9261969.157809157,9262210.802248899,241.6444397419691,0,1,0,9261969.157809157
128826.74302523359,128837.1875522561,10.444527022511465,1,1,0,128837.1875522561
40801.915232038744,40818.85565591831,16.940423879568698,0,1,0,40801.915232038744
2097571.41903134,2097630.617951556,59.19892021594569,0,1,0,2097571.41903134
26963577.599322863,26964085.05957976,507.46025689691305,0,1,0,26963577.599322863
346247.4032302296,346293.38400962634,45.9807793967193,1,1,0,346293.38400962634
16027037.039484648,16027415.61836816,378.5788835119456,1,1,0,16027415.61836816
1181567.163125584,1181588.5416749725,21.378549388609827,0,1,0,1181567.163125584
5406473.40790688,5406710.382575321,236.97466844134033,1,1,0,5406710.382575321
4630434.0091187805,4630602.831358429,168.82223964855075,0,1,0,4630434.0091187805
2720773.1330530187,2720731.247648544,-41.88540447456762,1,1,0,2720731.247648544
1068098.8974435492,1068168.9805132584,70.08306970912963,0,1,0,1068098.8974435492
11991389.271983214,11991687.543654287,298.27167107351124,0,1,0,11991389.271983214
7211805.783904289,7212014.285779937,208.50187564827502,0,1,0,7211805.783904289
194734.60515268476,194719.39295209007,-15.212200594687602,1,1,0,194719.39295209007
1023654.9991617198,1023747.1323771123,92.13321539247409,1,1,0,1023747.1323771123
909122.3095161726,909124.9294250244,2.6199088518042117,1,1,0,909124.9294250244
208489.41734393156,208529.20250587093,39.7851619393623,1,1,0,208529.20250587093
6267566.109666087,6267751.081995144,184.97232905682176,0,1,0,6267566.109666087
18378690.41092002,18378903.1813633,212.77044327929616,0,1,0,18378690.41092002
2431938.739161191,2432086.9273267323,148.1881655412726,1,1,0,2432086.9273267323
10681598.53702642,10681867.536130758,268.99910433776677,0,1,0,10681598.53702642
4968387.499149974,4968581.7423553355,194.24320536106825,0,1,0,4968387.499149974
6545801.794917186,6546025.3230483895,223.52813120372593,0,1,0,6545801.794917186
8151091.979372842,8151281.128378023,189.1490051811561,0,1,0,8151091.979372842
7635916.430636806,7636189.12784417,272.6972073633224,0,1,0,7635916.430636806
128287.41712272058,128317.41601805376,29.998895333177643,1,1,0,128317.41601805376
11265012.111761114,11265329.4368739,317.325112786144,1,1,0,11265329.4368739
6749905.662706231,6750176.807545536,271.14483930543065,1,1,0,6750176.807545536
591274.0227204594,591271.4247523195,-2.597968139918521,0,1,0,591274.0227204594
5925319.265898995,5925461.661242544,142.39534354861826,0,1,0,5925319.265898995
5267397.917790059,5267612.51003282,214.59224276058376,0,1,0,5267397.917790059
5230498.624478682,5230750.724676982,252.10019829962403,1,1,0,5230750.724676982
665220.4480806327,665248.9702003172,28.5221196844941,1,1,0,665248.9702003172
250623.49383776874,250672.76653821708,49.27270044834586,0,1,0,250623.49383776874
4473199.5163095435,4473428.990555376,229.47424583230168,1,1,0,4473428.990555376
330522.72953870264,330526.7096321273,3.9800934246741235,0,1,0,330522.72953870264
2638739.009628037,2638908.6915360894,169.68190805241466,1,1,0,2638908.6915360894
346034.3525447402,346062.36106900603,28.008524265838787,1,1,0,346062.36106900603
344630.39621665515,344681.67267687496,51.27646021981491,0,1,0,344630.39621665515
1773178.1788168591,1773294.1179368524,115.93911999324337,1,1,0,1773294.1179368524
101294.33299043133,101314.7605882424,20.427597811067244,1,1,0,101314.7605882424
87082154.59149055,87082983.27469507,828.6832045167685,1,1,0,87082983.27469507
3303913.5029092655,3303906.1677088137,-7.335200451780111,0,1,0,3303913.5029092655
6688005.365227348,6688096.066215864,90.70098851621151,1,1,0,6688096.066215864
3901496.3747172593,3901627.083994715,130.70927745569497,0,1,0,3901496.3747172593
3308808.053273834,3308953.1683515245,145.11507769068703,0,1,0,3308808.053273834
603340.1087191155,603378.5877409056,38.479021790088154,1,1,0,603378.5877409056
463297.2274929145,463376.7567908664,79.52929795189993,1,1,0,463376.7567908664
4282582.57650045,4282725.368081406,142.79158095549792,0,1,0,4282582.57650045
2911166.6700741975,2911265.421790541,98.75171634368598,1,1,0,2911265.421790541
4444553.441807679,4444732.510617084,179.06880940496922,0,1,0,4444553.441807679
317168.26630533405,317171.30949832365,3.0431929896003567,0,1,0,317168.26630533405
7926732.763656111,7926923.287504705,190.52384859323502,1,1,0,7926923.287504705
173787.50616403052,173822.29190871984,34.78574468931765,0,1,0,173787.50616403052
3434239.499741499,3434379.2630667663,139.76332526747137,1,1,0,3434379.2630667663
563470.8148823524,563479.6825438484,8.867661496042274,0,1,0,563470.8148823524
1113629.9438749468,1113698.303854841,68.35997989424504,1,1,0,1113698.303854841
67402496.36884588,67403353.53587301,857.167027130723,1,1,0,67403353.53587301
918396.4697902963,918486.8628992997,90.39310900343116,1,1,0,918486.8628992997
1563225.6622291547,1563246.6470424603,20.984813305549324,1,1,0,1563246.6470424603
111424.94833804708,111452.93107543296,27.98273738588614,0,1,0,111424.94833804708
4880653.444225869,4880768.51950712,115.0752812512219,0,1,0,4880653.444225869
3806815.3492183303,3806874.5605941555,59.2113758251071,1,1,0,3806874.5605941555
5622931.97593603,5622972.687332067,40.71139603666961,1,1,0,5622972.687332067
