transaction_id,amount,recovery_probability,recovery_flag,recovered_amount,expected_recovery,intervention_cost,friction_cost,expected_action_cost,expected_net_recovery,incremental_economic_value,should_intervene,action,economic_priority,economic_rank
T0020946,1153.86,0.5311080637570084,1,1153.86,612.8243504466616,1.5,0.25,1.75,611.0743504466616,611.0743504466616,True,RETRY,MEDIUM,357
T0038580,1312.56,0.4562540294543635,1,1312.56,598.8607889006194,1.5,0.25,1.75,597.1107889006194,597.1107889006194,True,RETRY,MEDIUM,358
T0008294,974.15,0.6094428808252563,1,974.15,593.6887823559234,1.5,0.25,1.75,591.9387823559234,591.9387823559234,True,RETRY,MEDIUM,359
T0006532,1387.59,0.427114650552562,1,1387.59,592.6600179602294,1.5,0.25,1.75,590.9100179602294,590.9100179602294,True,RETRY,MEDIUM,360
T0009472,1318.74,0.446956432073917,1,1318.74,589.4193252331573,1.5,0.25,1.75,587.6693252331573,587.6693252331573,True,RETRY,MEDIUM,361
T0010518,1385.67,0.4242259504637402,1,1385.67,587.8371727790909,1.5,0.25,1.75,586.0871727790909,586.0871727790909,True,RETRY,MEDIUM,362
T0021304,1486.23,0.3924184185502073,0,0.0,583.2240262018746,1.5,0.25,1.75,581.4740262018746,581.4740262018746,True,RETRY,MEDIUM,363
T0013361,982.62,0.5913349259862811,1,982.62,581.0575249726396,1.5,0.25,1.75,579.3075249726396,579.3075249726396,True,RETRY,MEDIUM,364
T0031997,1487.07,0.3906600277625786,1,1487.07,580.9388074848977,1.5,0.25,1.75,579.1888074848977,579.1888074848977,True,RETRY,MEDIUM,365
T0030009,1281.48,0.4529534491269549,1,1281.48,580.4507859872102,1.5,0.25,1.75,578.7007859872102,578.7007859872102,True,RETRY,MEDIUM,366
T0028280,1390.62,0.4173589057614039,1,1390.62,580.3876415299234,1.5,0.25,1.75,578.6376415299234,578.6376415299234,True,RETRY,MEDIUM,367
T0013528,1175.18,0.4938523864822071,1,1175.18,580.3654475461601,1.5,0.25,1.75,578.6154475461601,578.6154475461601,True,RETRY,MEDIUM,368
T0036030,1101.5,0.5249275858387936,0,0.0,578.2077358014312,1.5,0.25,1.75,576.4577358014312,576.4577358014312,True,RETRY,MEDIUM,369
T0016981,1267.85,0.4511695882497816,1,1267.85,572.0153624624855,1.5,0.25,1.75,570.2653624624855,570.2653624624855,True,RETRY,MEDIUM,370
T0033036,1216.4,0.4659105042464753,1,1216.4,566.7335373654125,1.5,0.25,1.75,564.9835373654125,564.9835373654125,True,RETRY,MEDIUM,371
T0025688,1133.12,0.4988197924777667,1,1133.12,565.2226832524069,1.5,0.25,1.75,563.4726832524069,563.4726832524069,True,RETRY,MEDIUM,372
T0012181,1167.93,0.4827779974143267,0,0.0,563.8509065201146,1.5,0.25,1.75,562.1009065201146,562.1009065201146,True,RETRY,MEDIUM,373
T0016455,854.81,0.6592705106225041,1,854.81,563.5510251852227,1.5,0.25,1.75,561.8010251852227,561.8010251852227,True,RETRY,MEDIUM,374
T0023557,909.83,0.6182519921586848,1,909.83,562.5042100257361,1.5,0.25,1.75,560.7542100257361,560.7542100257361,True,RETRY,MEDIUM,375
T0031278,965.67,0.5803845231832166,1,965.67,560.4599225023368,1.5,0.25,1.75,558.7099225023368,558.7099225023368,True,RETRY,MEDIUM,376
T0016500,2967.37,0.1868936748991667,0,0.0,554.5826840855402,1.5,0.25,1.75,552.8326840855402,552.8326840855402,True,RETRY,MEDIUM,377
T0005571,1026.69,0.5335916696136076,0,0.0,547.8332312755948,1.5,0.25,1.75,546.0832312755948,546.0832312755948,True,RETRY,MEDIUM,378
T0020450,1138.94,0.4769710614723157,0,0.0,543.2414207532793,1.5,0.25,1.75,541.4914207532793,541.4914207532793,True,RETRY,MEDIUM,379
T0021693,1025.58,0.5285665819802446,0,0.0,542.0873151472993,1.5,0.25,1.75,540.3373151472993,540.3373151472993,True,RETRY,MEDIUM,380
T0006984,1318.64,0.4096981286204722,0,0.0,540.2443403240995,1.5,0.25,1.75,538.4943403240995,538.4943403240995,True,RETRY,MEDIUM,381
T0040618,982.08,0.5481784169419686,1,982.08,538.3550597103686,1.5,0.25,1.75,536.6050597103686,536.6050597103686,True,RETRY,MEDIUM,382
T0008368,913.32,0.5885413293914469,0,0.0,537.5265669597962,1.5,0.25,1.75,535.7765669597962,535.7765669597962,True,RETRY,MEDIUM,383
T0025637,1258.32,0.4228285236336423,1,1258.32,532.0535878586848,1.5,0.25,1.75,530.3035878586848,530.3035878586848,True,RETRY,MEDIUM,384
T0000433,1230.15,0.4294444209452173,1,1230.15,528.2810544257591,1.5,0.25,1.75,526.5310544257591,526.5310544257591,True,RETRY,MEDIUM,385
T0004784,1095.66,0.4810258911531194,0,0.0,527.0408279008268,1.5,0.25,1.75,525.2908279008268,525.2908279008268,True,RETRY,MEDIUM,386
T0024020,1246.89,0.4211392545679332,0,0.0,525.1143251282103,1.5,0.25,1.75,523.3643251282103,523.3643251282103,True,RETRY,MEDIUM,387
T0035164,1192.7,0.4396153835926357,1,1192.7,524.3292680109366,1.5,0.25,1.75,522.5792680109366,522.5792680109366,True,RETRY,MEDIUM,388
T0015852,1400.01,0.3725925573859033,1,1400.01,521.6333062658384,1.5,0.25,1.75,519.8833062658384,519.8833062658384,True,RETRY,MEDIUM,389
T0018897,1013.71,0.5138158983339091,0,0.0,520.860314300067,1.5,0.25,1.75,519.110314300067,519.110314300067,True,RETRY,MEDIUM,390
T0044225,1025.85,0.5066094520004978,1,1025.85,519.7053063347106,1.5,0.25,1.75,517.9553063347106,517.9553063347106,True,RETRY,MEDIUM,391
T0014702,898.63,0.5781743557394726,1,898.63,519.5648212981623,1.5,0.25,1.75,517.8148212981623,517.8148212981623,True,RETRY,MEDIUM,392
T0006681,964.34,0.5353849288409517,1,964.34,516.2931022784834,1.5,0.25,1.75,514.5431022784834,514.5431022784834,True,RETRY,MEDIUM,393
T0010667,1125.87,0.4584929248014191,1,1125.87,516.2034292461736,1.5,0.25,1.75,514.4534292461736,514.4534292461736,True,RETRY,MEDIUM,394
T0031352,1069.78,0.4799993292457942,1,1069.78,513.4936824405657,1.5,0.25,1.75,511.74368244056575,511.74368244056575,True,RETRY,MEDIUM,395
T0000183,806.92,0.6360643634896447,1,806.92,513.2530561870641,1.5,0.25,1.75,511.5030561870641,511.5030561870641,True,RETRY,MEDIUM,396
T0014416,1151.44,0.4432852035989535,0,0.0,510.41631483197904,1.5,0.25,1.75,508.66631483197904,508.66631483197904,True,RETRY,MEDIUM,397
T0000114,1205.58,0.4176481242301977,0,0.0,503.5082256094417,1.5,0.25,1.75,501.7582256094417,501.7582256094417,True,RETRY,MEDIUM,398
T0007204,2259.71,0.2227349149443624,0,0.0,503.3163146489252,1.5,0.25,1.75,501.5663146489252,501.5663146489252,True,RETRY,MEDIUM,399
T0020901,1003.41,0.4974568046447217,1,1003.41,499.1531323485602,1.5,0.25,1.75,497.4031323485602,497.4031323485602,True,RETRY,LOW,400
T0029832,1075.92,0.4615199282951691,1,1075.92,496.55852125133833,1.5,0.25,1.75,494.80852125133833,494.80852125133833,True,RETRY,LOW,401
T0010429,807.29,0.6120218021843692,1,807.29,494.0790806854194,1.5,0.25,1.75,492.3290806854194,492.3290806854194,True,RETRY,LOW,402
T0003583,779.11,0.6310524279116598,1,779.11,491.6592571102533,1.5,0.25,1.75,489.9092571102533,489.9092571102533,True,RETRY,LOW,403
T0033915,1193.48,0.4114691072797785,1,1193.48,491.08015015627,1.5,0.25,1.75,489.33015015627,489.33015015627,True,RETRY,LOW,404
T0013176,1110.34,0.440499741966166,0,0.0,489.1044834947127,1.5,0.25,1.75,487.3544834947127,487.3544834947127,True,RETRY,LOW,405
T0040449,1031.94,0.4651022539634424,1,1031.94,479.9576199550348,1.5,0.25,1.75,478.2076199550348,478.2076199550348,True,RETRY,LOW,406
T0006704,836.96,0.5728256864326288,1,836.96,479.432186516653,1.5,0.25,1.75,477.682186516653,477.682186516653,True,RETRY,LOW,407
T0023506,1115.69,0.4272385292017156,1,1115.69,476.6657546450621,1.5,0.25,1.75,474.9157546450621,474.9157546450621,True,RETRY,LOW,408
T0001894,1063.04,0.4475796817173424,1,1063.04,475.79510485280366,1.5,0.25,1.75,474.04510485280366,474.04510485280366,True,RETRY,LOW,409
T0020490,1040.28,0.4521137955196847,0,0.0,470.32493920321764,1.5,0.25,1.75,468.57493920321764,468.57493920321764,True,RETRY,LOW,410
T0045230,714.87,0.6514521855732045,1,714.87,465.7036239007167,1.5,0.25,1.75,463.9536239007167,463.9536239007167,True,RETRY,LOW,411
T0004005,1133.97,0.4079637667228054,0,0.0,462.6186725506596,1.5,0.25,1.75,460.8686725506596,460.8686725506596,True,RETRY,LOW,412
T0011274,1015.34,0.4541775574929906,1,1015.34,461.1446412249331,1.5,0.25,1.75,459.3946412249331,459.3946412249331,True,RETRY,LOW,413
T0000901,1160.94,0.3971443023876355,1,1160.94,461.0607064139016,1.5,0.25,1.75,459.3107064139016,459.3107064139016,True,RETRY,LOW,414
T0023879,1256.01,0.3637593387078756,1,1256.01,456.88536701047883,1.5,0.25,1.75,455.13536701047883,455.13536701047883,True,RETRY,LOW,415
T0001142,897.12,0.505622981781729,1,897.12,453.60448941602476,1.5,0.25,1.75,451.85448941602476,451.85448941602476,True,RETRY,LOW,416
T0000671,1107.12,0.4095324655670659,1,1107.12,453.40158327860996,1.5,0.25,1.75,451.65158327860996,451.65158327860996,True,RETRY,LOW,417
T0020991,1115.13,0.4045003343362218,1,1115.13,451.07045782835104,1.5,0.25,1.75,449.32045782835104,449.32045782835104,True,RETRY,LOW,418
T0032153,946.46,0.4761912207571496,1,946.46,450.6959427978118,1.5,0.25,1.75,448.9459427978118,448.9459427978118,True,RETRY,LOW,419
T0028547,1301.5,0.3452669563506998,1,1301.5,449.36494369043584,1.5,0.25,1.75,447.61494369043584,447.61494369043584,True,RETRY,LOW,420
T0018191,674.42,0.6560035794746212,1,674.42,442.421934069274,1.5,0.25,1.75,440.671934069274,440.671934069274,True,RETRY,LOW,421
T0023520,1370.52,0.3196612194562477,1,1370.52,438.1020944891766,1.5,0.25,1.75,436.3520944891766,436.3520944891766,True,RETRY,LOW,422
T0032708,1138.68,0.3823992220688362,0,0.0,435.43034618534244,1.5,0.25,1.75,433.68034618534244,433.68034618534244,True,RETRY,LOW,423
T0027860,856.0,0.5077856577254839,1,856.0,434.6645230130142,1.5,0.25,1.75,432.9145230130142,432.9145230130142,True,RETRY,LOW,424
T0014407,848.44,0.5095664133184558,1,848.44,432.3365277159106,1.5,0.25,1.75,430.5865277159106,430.5865277159106,True,RETRY,LOW,425
T0025062,892.61,0.4819419153761451,1,892.61,430.1861730839009,1.5,0.25,1.75,428.4361730839009,428.4361730839009,True,RETRY,LOW,426
T0010074,694.6,0.6153438499120174,1,694.6,427.4178381488873,1.5,0.25,1.75,425.6678381488873,425.6678381488873,True,RETRY,LOW,427
T0024029,1022.9,0.4154367898232293,1,1022.9,424.9502923101812,1.5,0.25,1.75,423.2002923101812,423.2002923101812,True,RETRY,LOW,428
T0042165,682.19,0.618768095550427,0,0.0,422.1174071035458,1.5,0.25,1.75,420.3674071035458,420.3674071035458,True,RETRY,LOW,429
T0021765,704.2,0.597811476295129,1,704.2,420.97884160702984,1.5,0.25,1.75,419.22884160702984,419.22884160702984,True,RETRY,LOW,430
T0005622,718.44,0.5819681871470689,1,718.44,418.1092243739402,1.5,0.25,1.75,416.3592243739402,416.3592243739402,True,RETRY,LOW,431
T0037261,778.06,0.5360978166845447,0,0.0,417.1162672495768,1.5,0.25,1.75,415.3662672495768,415.3662672495768,True,RETRY,LOW,432
T0012287,1014.55,0.4048971080472742,0,0.0,410.78836096936203,1.5,0.25,1.75,409.03836096936203,409.03836096936203,True,RETRY,LOW,433
T0026587,660.2,0.615388508276192,1,660.2,406.27949316394194,1.5,0.25,1.75,404.52949316394194,404.52949316394194,True,RETRY,LOW,434
T0030481,994.44,0.4084181837368958,0,0.0,406.1473786353187,1.5,0.25,1.75,404.3973786353187,404.3973786353187,True,RETRY,LOW,435
T0027448,1063.72,0.3802042877187796,1,1063.72,404.43090493222024,1.5,0.25,1.75,402.68090493222024,402.68090493222024,True,RETRY,LOW,436
T0024290,712.32,0.5606191672441904,1,712.32,399.3402452113817,1.5,0.25,1.75,397.5902452113817,397.5902452113817,True,RETRY,LOW,437
T0008920,992.41,0.3979582949986598,0,0.0,394.93779153962,1.5,0.25,1.75,393.18779153962,393.18779153962,True,RETRY,LOW,438
T0044537,873.23,0.4512905738242252,0,0.0,394.0804677805282,1.5,0.25,1.75,392.3304677805282,392.3304677805282,True,RETRY,LOW,439
T0020930,896.6,0.4365545871346247,1,896.6,391.4148428249045,1.5,0.25,1.75,389.6648428249045,389.6648428249045,True,RETRY,LOW,440
T0029978,903.18,0.4323703690319425,1,903.18,390.5082699022698,1.5,0.25,1.75,388.7582699022698,388.7582699022698,True,RETRY,LOW,441
T0044597,744.15,0.5226860727693491,1,744.15,388.95684105131113,1.5,0.25,1.75,387.20684105131113,387.20684105131113,True,RETRY,LOW,442
T0004847,850.16,0.4574015293169012,1,850.16,388.8644841640567,1.5,0.25,1.75,387.1144841640567,387.1144841640567,True,RETRY,LOW,443
T0040700,624.2,0.6220317836880492,1,624.2,388.27223937808037,1.5,0.25,1.75,386.52223937808037,386.52223937808037,True,RETRY,LOW,444
T0041719,846.45,0.4571690034245246,1,846.45,386.9707029486889,1.5,0.25,1.75,385.2207029486889,385.2207029486889,True,RETRY,LOW,445
T0035909,961.12,0.4023526051451178,0,0.0,386.7091358570756,1.5,0.25,1.75,384.9591358570756,384.9591358570756,True,RETRY,LOW,446
T0016648,640.92,0.5997605839331802,0,0.0,384.39855345445386,1.5,0.25,1.75,382.64855345445386,382.64855345445386,True,RETRY,LOW,447
T0019360,959.03,0.399568619647928,0,0.0,383.1982933009524,1.5,0.25,1.75,381.4482933009524,381.4482933009524,True,RETRY,LOW,448
T0030928,621.54,0.6109932160906049,0,0.0,379.7567235289545,1.5,0.25,1.75,378.0067235289545,378.0067235289545,True,RETRY,LOW,449
T0019137,684.65,0.55215846861809,0,0.0,378.03529553937534,1.5,0.25,1.75,376.28529553937534,376.28529553937534,True,RETRY,LOW,450
T0000667,695.21,0.5433109206934718,1,695.21,377.71518517530853,1.5,0.25,1.75,375.96518517530853,375.96518517530853,True,RETRY,LOW,451
T0000192,615.14,0.6117817262513902,0,0.0,376.3314110862801,1.5,0.25,1.75,374.5814110862801,374.5814110862801,True,RETRY,LOW,452
T0019913,605.88,0.619664924186729,0,0.0,375.4425842662554,1.5,0.25,1.75,373.6925842662554,373.6925842662554,True,RETRY,LOW,453
T0036572,852.16,0.4391590130027101,0,0.0,374.23374452038945,1.5,0.25,1.75,372.48374452038945,372.48374452038945,True,RETRY,LOW,454
T0045712,977.5,0.3827608301276337,1,977.5,374.14871144976195,1.5,0.25,1.75,372.39871144976195,372.39871144976195,True,RETRY,LOW,455
T0044928,912.46,0.4079626459912013,0,0.0,372.24959596113155,1.5,0.25,1.75,370.49959596113155,370.49959596113155,True,RETRY,LOW,456
T0020069,604.98,0.614832641521314,1,604.98,371.96145146756453,1.5,0.25,1.75,370.21145146756453,370.21145146756453,True,RETRY,LOW,457
T0026611,545.61,0.6746303403538817,0,0.0,368.0850600004814,1.5,0.25,1.75,366.3350600004814,366.3350600004814,True,RETRY,LOW,458
T0025050,732.93,0.4994265686159063,1,732.93,366.04471493565615,1.5,0.25,1.75,364.29471493565615,364.29471493565615,True,RETRY,LOW,459
T0026617,662.72,0.5485836809697137,0,0.0,363.5573770522486,1.5,0.25,1.75,361.8073770522486,361.8073770522486,True,RETRY,LOW,460
T0037232,685.21,0.5272903237040195,1,685.21,361.3046027052312,1.5,0.25,1.75,359.5546027052312,359.5546027052312,True,RETRY,LOW,461
T0006739,801.96,0.4430198164929859,0,0.0,355.28417203471497,1.5,0.25,1.75,353.53417203471497,353.53417203471497,True,RETRY,LOW,462
T0034899,641.57,0.549735314845492,1,641.57,352.6936859454223,1.5,0.25,1.75,350.9436859454223,350.9436859454223,True,RETRY,LOW,463
T0030466,576.66,0.6081719374156116,1,576.66,350.70842943008654,1.5,0.25,1.75,348.95842943008654,348.95842943008654,True,RETRY,LOW,464
T0038605,796.3,0.4401160523354244,0,0.0,350.4644124746984,1.5,0.25,1.75,348.7144124746984,348.7144124746984,True,RETRY,LOW,465
T0018611,611.91,0.5725316553112089,0,0.0,350.3378452014818,1.5,0.25,1.75,348.5878452014818,348.5878452014818,True,RETRY,LOW,466
T0036279,580.6,0.6022127584597896,1,580.6,349.6447275617539,1.5,0.25,1.75,347.8947275617539,347.8947275617539,True,RETRY,LOW,467
T0041660,645.37,0.5377242597151077,1,645.37,347.03110549233907,1.5,0.25,1.75,345.28110549233907,345.28110549233907,True,RETRY,LOW,468
T0040033,550.87,0.6289487429667496,1,550.87,346.4689940380934,1.5,0.25,1.75,344.7189940380934,344.7189940380934,True,RETRY,LOW,469
T0022129,823.55,0.4205533557937956,1,823.55,346.3467161639804,1.5,0.25,1.75,344.5967161639804,344.5967161639804,True,RETRY,LOW,470
T0042579,1124.12,0.3054995089383522,0,0.0,343.41810798778045,1.5,0.25,1.75,341.66810798778045,341.66810798778045,True,RETRY,LOW,471
T0017826,702.01,0.4883325371753305,1,702.01,342.81432442245375,1.5,0.25,1.75,341.06432442245375,341.06432442245375,True,RETRY,LOW,472
T0012538,624.01,0.5439700954651939,1,624.01,339.4427792712357,1.5,0.25,1.75,337.6927792712357,337.6927792712357,True,RETRY,LOW,473
T0004910,584.8,0.5773599453716123,1,584.8,337.6400960533188,1.5,0.25,1.75,335.8900960533188,335.8900960533188,True,RETRY,LOW,474
T0017950,527.85,0.6385751983726877,0,0.0,337.07191846102324,1.5,0.25,1.75,335.32191846102324,335.32191846102324,True,RETRY,LOW,475
T0037614,1224.74,0.2724920918224771,1,1224.74,333.7319645386606,1.5,0.25,1.75,331.9819645386606,331.9819645386606,True,RETRY,LOW,476
T0030460,601.56,0.5436045680594803,1,601.56,327.01076396186096,1.5,0.25,1.75,325.26076396186096,325.26076396186096,True,RETRY,LOW,477
T0037164,742.49,0.4382102190043236,0,0.0,325.3667055085202,1.5,0.25,1.75,323.6167055085202,323.6167055085202,True,RETRY,LOW,478
T0022537,721.78,0.4476338595452713,1,721.78,323.0931671425859,1.5,0.25,1.75,321.3431671425859,321.3431671425859,True,RETRY,LOW,479
T0013884,753.19,0.4285314995312989,1,753.19,322.765640131979,1.5,0.25,1.75,321.015640131979,321.015640131979,True,RETRY,LOW,480
T0019419,555.68,0.5788770467111521,1,555.68,321.670397316453,1.5,0.25,1.75,319.920397316453,319.920397316453,True,RETRY,LOW,481
T0038648,799.13,0.4022418467380812,1,799.13,321.4435269838028,1.5,0.25,1.75,319.6935269838028,319.6935269838028,True,RETRY,LOW,482
T0031813,1122.07,0.2862503549846111,1,1122.07,321.19293581758257,1.5,0.25,1.75,319.44293581758257,319.44293581758257,True,RETRY,LOW,483
T0016314,711.4,0.4489096800100747,1,711.4,319.35434635916715,1.5,0.25,1.75,317.60434635916715,317.60434635916715,True,RETRY,LOW,484
T0022816,450.44,0.7083338871488463,1,450.44,319.0619161273263,1.5,0.25,1.75,317.3119161273263,317.3119161273263,True,RETRY,LOW,485
T0011220,765.01,0.4158606992748948,1,765.01,318.1375935522872,1.5,0.25,1.75,316.3875935522872,316.3875935522872,True,RETRY,LOW,486
T0005945,759.13,0.4131821733715949,1,759.13,313.65898327157885,1.5,0.25,1.75,311.90898327157885,311.90898327157885,True,RETRY,LOW,487
T0010183,889.34,0.3512003697236798,1,889.34,312.3365368100574,1.5,0.25,1.75,310.5865368100574,310.5865368100574,True,RETRY,LOW,488
T0002285,574.39,0.5416991188441214,0,0.0,311.14655687287484,1.5,0.25,1.75,309.39655687287484,309.39655687287484,True,RETRY,LOW,489
T0020416,541.39,0.5682147553213718,1,541.39,307.62578638343746,1.5,0.25,1.75,305.87578638343746,305.87578638343746,True,RETRY,LOW,490
T0031682,695.02,0.4419825599096817,0,0.0,307.18671878842696,1.5,0.25,1.75,305.43671878842696,305.43671878842696,True,RETRY,LOW,491
T0016656,695.04,0.4382413808403701,1,695.04,304.59528933929084,1.5,0.25,1.75,302.84528933929084,302.84528933929084,True,RETRY,LOW,492
T0006448,560.96,0.5403676132890259,1,560.96,303.12461635061203,1.5,0.25,1.75,301.37461635061203,301.37461635061203,True,RETRY,LOW,493
T0009904,530.34,0.5697758784396475,1,530.34,302.1749393716827,1.5,0.25,1.75,300.4249393716827,300.4249393716827,True,RETRY,LOW,494
T0010756,716.96,0.4206537781739577,1,716.96,301.5919327996007,1.5,0.25,1.75,299.8419327996007,299.8419327996007,True,RETRY,LOW,495
T0014761,695.54,0.4325988970690437,1,695.54,300.88983686740266,1.5,0.25,1.75,299.13983686740266,299.13983686740266,True,RETRY,LOW,496
T0034482,654.79,0.4590465503520936,1,654.79,300.57909070504735,1.5,0.25,1.75,298.82909070504735,298.82909070504735,True,RETRY,LOW,497
T0019997,697.51,0.4290263307311991,1,697.51,299.2501559483187,1.5,0.25,1.75,297.5001559483187,297.5001559483187,True,RETRY,LOW,498
T0021313,564.77,0.5289588347859453,0,0.0,298.7400811220583,1.5,0.25,1.75,296.9900811220583,296.9900811220583,True,RETRY,LOW,499
T0042549,475.94,0.6245541210139873,1,475.94,297.2502883553971,1.5,0.25,1.75,295.5002883553971,295.5002883553971,True,RETRY,LOW,500
T0029092,780.83,0.3796172606868931,0,0.0,296.41654566214675,1.5,0.25,1.75,294.66654566214675,294.66654566214675,True,RETRY,LOW,501
T0010789,614.39,0.4814683103655645,1,614.39,295.80931520549916,1.5,0.25,1.75,294.05931520549916,294.05931520549916,True,RETRY,LOW,502
T0028119,720.76,0.4047506016125418,0,0.0,291.72804361825564,1.5,0.25,1.75,289.97804361825564,289.97804361825564,True,RETRY,LOW,503
T0028429,765.39,0.3775546505792049,0,0.0,288.97655400681765,1.5,0.25,1.75,287.22655400681765,287.22655400681765,True,RETRY,LOW,504
T0014810,518.56,0.552782750424167,1,518.56,286.651023059956,1.5,0.25,1.75,284.901023059956,284.901023059956,True,RETRY,LOW,505
T0015931,476.58,0.5973398641517076,1,476.58,284.6802324574208,1.5,0.25,1.75,282.9302324574208,282.9302324574208,True,RETRY,LOW,506
T0006144,503.45,0.5572764289242884,1,503.45,280.560818141933,1.5,0.25,1.75,278.810818141933,278.810818141933,True,RETRY,LOW,507
T0012291,477.65,0.586264115227552,1,477.65,280.0290546384402,1.5,0.25,1.75,278.2790546384402,278.2790546384402,True,RETRY,LOW,508
T0012720,455.06,0.6131801623230075,1,455.06,279.03376466670784,1.5,0.25,1.75,277.28376466670784,277.28376466670784,True,RETRY,LOW,509
T0017842,521.56,0.515797792443663,1,521.56,269.0194966269168,1.5,0.25,1.75,267.2694966269168,267.2694966269168,True,RETRY,LOW,510
T0021006,600.41,0.4462854777648994,0,0.0,267.95426370482323,1.5,0.25,1.75,266.20426370482323,266.20426370482323,True,RETRY,LOW,511
T0032633,439.8,0.6062992689919877,1,439.8,266.6504185026762,1.5,0.25,1.75,264.9004185026762,264.9004185026762,True,RETRY,LOW,512
T0030981,606.82,0.4392131723376801,1,606.82,266.52333723795107,1.5,0.25,1.75,264.77333723795107,264.77333723795107,True,RETRY,LOW,513
T0022581,642.01,0.4133915687170426,1,642.01,265.4015210320285,1.5,0.25,1.75,263.6515210320285,263.6515210320285,True,RETRY,LOW,514
T0004637,564.45,0.4689081706424691,0,0.0,264.6752169191417,1.5,0.25,1.75,262.9252169191417,262.9252169191417,True,RETRY,LOW,515
T0014571,641.17,0.4113334462678371,1,641.17,263.7346657435491,1.5,0.25,1.75,261.9846657435491,261.9846657435491,True,RETRY,LOW,516
T0028520,653.51,0.4020803216477208,0,0.0,262.763511000002,1.5,0.25,1.75,261.013511000002,261.013511000002,True,RETRY,LOW,517
T0027560,466.83,0.5516324449673534,1,466.83,257.5185742841096,1.5,0.25,1.75,255.7685742841096,255.7685742841096,True,RETRY,LOW,518
T0037771,936.07,0.274205004158866,0,0.0,256.67507824298974,1.5,0.25,1.75,254.92507824298974,254.92507824298974,True,RETRY,LOW,519
T0031500,795.89,0.3216986421710826,1,795.89,256.03673231754294,1.5,0.25,1.75,254.28673231754294,254.28673231754294,True,RETRY,LOW,520
T0034584,436.71,0.5840229146742204,1,436.71,255.0486470673788,1.5,0.25,1.75,253.2986470673788,253.2986470673788,True,RETRY,LOW,521
T0033862,759.17,0.3274309708288759,1,759.17,248.5757701241577,1.5,0.25,1.75,246.8257701241577,246.8257701241577,True,RETRY,LOW,522
T0018843,553.95,0.4473365844830651,1,553.95,247.80210097439394,1.5,0.25,1.75,246.05210097439394,246.05210097439394,True,RETRY,LOW,523
T0026881,517.86,0.4679547602541116,0,0.0,242.33505214519423,1.5,0.25,1.75,240.58505214519423,240.58505214519423,True,RETRY,LOW,524
T0027948,423.79,0.5629722060436121,0,0.0,238.5819911992224,1.5,0.25,1.75,236.8319911992224,236.8319911992224,True,RETRY,LOW,525
T0027304,430.14,0.5433990592856165,1,430.14,233.73767136111508,1.5,0.25,1.75,231.98767136111508,231.98767136111508,True,RETRY,LOW,526
T0019516,607.12,0.381861975449165,0,0.0,231.83604253469707,1.5,0.25,1.75,230.08604253469707,230.08604253469707,True,RETRY,LOW,527
T0045263,378.61,0.5963889273253756,1,378.61,225.79881177466046,1.5,0.25,1.75,224.04881177466046,224.04881177466046,True,RETRY,LOW,528
T0010693,479.53,0.4674597480721209,1,479.53,224.1609729930241,1.5,0.25,1.75,222.4109729930241,222.4109729930241,True,RETRY,LOW,529
T0020397,601.75,0.3709839079254257,0,0.0,223.2395665941249,1.5,0.25,1.75,221.4895665941249,221.4895665941249,True,RETRY,LOW,530
T0029955,373.36,0.5943407545321474,1,373.36,221.90306411212256,1.5,0.25,1.75,220.15306411212256,220.15306411212256,True,RETRY,LOW,531
T0036986,375.2,0.5894676709953078,1,375.2,221.16827015743948,1.5,0.25,1.75,219.41827015743948,219.41827015743948,True,RETRY,LOW,532
T0008618,406.05,0.5380590273980966,1,406.05,218.47886807499714,1.5,0.25,1.75,216.72886807499714,216.72886807499714,True,RETRY,LOW,533
T0018355,365.31,0.5942596995518677,0,0.0,217.0890108432928,1.5,0.25,1.75,215.3390108432928,215.3390108432928,True,RETRY,LOW,534
T0035129,476.71,0.4397370803501991,1,476.71,209.6270635737434,1.5,0.25,1.75,207.8770635737434,207.8770635737434,True,RETRY,LOW,535
T0022042,337.94,0.6051714084510277,1,337.94,204.5116257719403,1.5,0.25,1.75,202.7616257719403,202.7616257719403,True,RETRY,LOW,536
T0042375,579.72,0.3502417104345779,1,579.72,203.0421243731335,1.5,0.25,1.75,201.2921243731335,201.2921243731335,True,RETRY,LOW,537
T0023498,484.89,0.4117002071815812,0,0.0,199.6293134602769,1.5,0.25,1.75,197.8793134602769,197.8793134602769,True,RETRY,LOW,538
T0042809,446.49,0.4413568163150211,0,0.0,197.06140491649379,1.5,0.25,1.75,195.31140491649379,195.31140491649379,True,RETRY,LOW,539
T0035863,362.46,0.5412565140607002,1,362.46,196.18383608644137,1.5,0.25,1.75,194.43383608644137,194.43383608644137,True,RETRY,LOW,540
T0030704,462.25,0.4165319837119156,0,0.0,192.54190947083296,1.5,0.25,1.75,190.79190947083296,190.79190947083296,True,RETRY,LOW,541
T0030786,415.77,0.4627636145020065,0,0.0,192.40322800149923,1.5,0.25,1.75,190.65322800149923,190.65322800149923,True,RETRY,LOW,542
T0018217,476.02,0.4028463241224306,1,476.02,191.7629072087594,1.5,0.25,1.75,190.0129072087594,190.0129072087594,True,RETRY,LOW,543
T0014339,405.46,0.4662398404753021,1,405.46,189.04160571911598,1.5,0.25,1.75,187.29160571911598,187.29160571911598,True,RETRY,LOW,544
