transaction_id,amount,failure_reason,treatment,control,treatment_group,recovery_probability,confidence,control_recovery_probability,treatment_recovery_probability,incremental_recovery_probability,observed_recovery_probability,recovered,recovery_flag,recovered_amount,intervention_cost,customer_friction_cost,net_recovered_value,expected_control_recovery,expected_treatment_recovery,expected_incremental_recovery,expected_incremental_net_value,treatment_effect,calibrated_probability,recommended_policy,policy_threshold,expected_recovery,expected_intervention_cost,expected_friction_cost,expected_net_recovery,recovery_status
T0022341,1736.04,LIMIT_EXCEEDED,1,0,RECLAIM,0.6420415359180561,0.0820820213889927,0.6420415359180561,0.6682637731234289,0.026222237205372756,0.6682637731234289,1,1,1511.345930254282,1.5,0.25,1509.595930254282,947.4183198129049,986.1127445892179,38.694424776312985,36.944424776312985,0.026222237205372704,0.6420415359180561,INTERVENE,0.475,1114.6097880151822,1.5,0.25,1112.8597880151822,RECOVERED
T0042581,1724.42,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6430906225155439,0.0789389646420357,0.6430906225155439,0.6691347041363915,0.026044081620847592,0.6430906225155439,0,0,0.0,0.0,0.0,0.0,942.6145815865162,980.7888765308448,38.17429494432861,36.42429494432861,0.026044081620847565,0.6430906225155439,INTERVENE,0.475,1108.9583312782545,1.5,0.25,1107.2083312782545,NOT_RECOVERED
T0035407,1593.55,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6665830677489697,0.0073986544684683,0.6665830677489697,0.6885855998288368,0.022002532079867132,0.6885855998288368,0,0,0.0,1.5,0.25,-1.75,902.898430469665,932.7012452161564,29.802814746491435,28.052814746491435,0.022002532079867135,0.6665830677489697,INTERVENE,0.475,1062.2334476113706,1.5,0.25,1060.4834476113706,NOT_RECOVERED
T0013432,1806.14,LIMIT_EXCEEDED,1,0,RECLAIM,0.6274858265471794,0.1252881149838828,0.6274858265471794,0.6561617877923028,0.028675961245123394,0.6561617877923028,0,0,0.0,1.5,0.25,-1.75,963.3281631459344,1007.3520436927114,44.023880546777036,42.273880546777036,0.028675961245123446,0.6274858265471794,INTERVENE,0.475,1133.327250759923,1.5,0.25,1131.577250759923,NOT_RECOVERED
T0015759,2677.85,BANK_DECLINE,1,0,RECLAIM,0.5255948155578827,0.4135880655253382,0.5255948155578827,0.570810459961997,0.0452156444041143,0.570810459961997,1,1,2036.6660659167826,1.5,0.25,2034.9160659167826,1196.3444653154245,1299.2630716778483,102.91860636242382,101.16860636242382,0.04521564440411434,0.5255948155578827,INTERVENE,0.475,1407.4640768416762,1.5,0.25,1405.7140768416762,RECOVERED
T0027356,1340.14,NETWORK_ERROR,0,1,CONTROL,0.7215345029698975,0.1710371043417005,0.7215345029698975,0.7489774650613277,0.027442962091430156,0.7215345029698975,1,1,1259.966240022956,0.0,0.0,1259.966240022956,821.9136614885668,853.1744610231947,31.260799534627836,29.510799534627836,0.027442962091430108,0.7215345029698975,INTERVENE,0.475,966.9572488100786,1.5,0.25,965.2072488100786,RECOVERED
T0002729,2156.79,BANK_DECLINE,1,0,RECLAIM,0.5761354839875666,0.27289817423448,0.5761354839875666,0.6132511598885534,0.037115675900986744,0.6132511598885534,0,0,0.0,1.5,0.25,-1.75,1056.2127629331121,1124.255873765628,68.04311083251582,66.29311083251582,0.037115675900986765,0.5761354839875666,INTERVENE,0.475,1242.6032505095438,1.5,0.25,1240.8532505095438,NOT_RECOVERED
T0024417,2294.54,BANK_DECLINE,0,1,CONTROL,0.5594575733500748,0.3196672694772858,0.5594575733500748,0.5992615854093001,0.039804012059225236,0.5594575733500748,1,1,2201.0169560167624,0.0,0.0,2201.0169560167624,1091.1431133014785,1168.775226457297,77.63211315581862,75.88211315581862,0.03980401205922524,0.5594575733500748,INTERVENE,0.475,1283.6977803546806,1.5,0.25,1281.9477803546806,RECOVERED
T0010221,1680.46,BANK_DECLINE,1,0,RECLAIM,0.6450488236126232,0.0730611686705575,0.6450488236126232,0.6707598673763564,0.025711043763733232,0.6707598673763564,0,0,0.0,1.5,0.25,-1.75,921.3819342088585,958.1073577215811,36.725423512722614,34.975423512722614,0.02571104376373328,0.6450488236126232,INTERVENE,0.475,1083.978746128069,1.5,0.25,1082.228746128069,NOT_RECOVERED
T0017889,1445.13,NETWORK_ERROR,0,1,CONTROL,0.6902754106438608,0.0673543529741678,0.6902754106438608,0.7141467171551632,0.023871306511302426,0.6902754106438608,1,1,1162.4195544207373,0.0,0.0,1162.4195544207373,847.9070485561981,877.2296185580749,29.322570001876784,27.572570001876784,0.023871306511302422,0.6902754106438608,INTERVENE,0.475,997.5377041837626,1.5,0.25,995.7877041837626,RECOVERED
T0027843,1270.66,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7318122848495447,0.2066470743978796,0.7318122848495447,0.7604979732277153,0.028685688378170537,0.7604979732277153,1,1,923.9905559555924,1.5,0.25,922.2405559555924,790.4019081868843,821.3842014622995,30.98229327541526,29.23229327541526,0.02868568837817052,0.7318122848495447,INTERVENE,0.475,929.8845978669226,1.5,0.25,928.1345978669226,RECOVERED
T0030090,1519.27,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6699540509584279,0.0030648204538989,0.6699540509584279,0.6916435760953084,0.021689525136880494,0.6699540509584279,0,0,0.0,0.0,0.0,0.0,865.1649273496691,893.1743354761712,28.00940812650208,26.25940812650208,0.021689525136880473,0.6699540509584279,INTERVENE,0.475,1017.8410909996106,1.5,0.25,1016.0910909996106,NOT_RECOVERED
T0008515,1970.38,BANK_DECLINE,0,1,CONTROL,0.5923579580126939,0.2269378451135757,0.5923579580126939,0.6268376325123605,0.0344796744996666,0.5923579580126939,1,1,1638.0802792529068,0.0,0.0,1638.0802792529068,992.0947323126941,1049.842084197249,57.74735188455497,55.99735188455497,0.03447967449966663,0.5923579580126939,INTERVENE,0.475,1167.1702733090517,1.5,0.25,1165.4202733090517,RECOVERED
T0045197,1154.57,PAYMENT_TIMEOUT,0,1,CONTROL,0.7622910733603079,0.3177378274667091,0.7622910733603079,0.794909088028699,0.03261801466839109,0.7622910733603079,1,1,1135.7598558760947,0.0,0.0,1135.7598558760947,748.100643884169,780.1114579005007,32.010814016331665,30.260814016331665,0.03261801466839113,0.7622910733603079,INTERVENE,0.475,880.1184045696107,1.5,0.25,878.3684045696107,RECOVERED
T0011091,1931.07,LIMIT_EXCEEDED,0,1,CONTROL,0.5969717795578775,0.2137664388744516,0.5969717795578775,0.6306972570227021,0.03372547746482457,0.5969717795578775,0,0,0.0,0.0,0.0,0.0,979.8751501982059,1035.2324693010048,55.3573191027989,53.6073191027989,0.03372547746482461,0.5969717795578775,INTERVENE,0.475,1152.7942943508306,1.5,0.25,1151.0442943508306,NOT_RECOVERED
T0004938,1409.4,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6927494143474795,0.075334642226529,0.6927494143474795,0.7168932437455116,0.024143829398032057,0.6927494143474795,1,1,1312.4783302019919,0.0,0.0,1312.4783302019919,829.906870894137,858.8309370746854,28.92406618054838,27.17406618054838,0.024143829398032023,0.6927494143474795,INTERVENE,0.475,976.3610245813376,1.5,0.25,974.6110245813376,RECOVERED
T0018803,1769.54,BANK_DECLINE,0,1,CONTROL,0.6207227817328252,0.1451253369647583,0.6207227817328252,0.6505281245355905,0.029805342802765256,0.6207227817328252,1,1,1525.5965377591513,0.0,0.0,1525.5965377591513,933.634722509378,978.4652068671024,44.83048435772446,43.08048435772446,0.029805342802765245,0.6207227817328252,INTERVENE,0.475,1098.3937911875037,1.5,0.25,1096.6437911875037,RECOVERED
T0005609,1364.02,NETWORK_ERROR,0,1,CONTROL,0.7029441608411493,0.1086062991967198,0.7029441608411493,0.7282283986755614,0.025284237834412138,0.7029441608411493,1,1,1029.6204457129782,0.0,0.0,1029.6204457129782,815.0054101299628,844.3203853072233,29.31497517726052,27.56497517726052,0.025284237834412162,0.7029441608411493,INTERVENE,0.475,958.8298942705444,1.5,0.25,957.0798942705444,RECOVERED
T0007277,1643.87,BANK_DECLINE,1,0,RECLAIM,0.6411241486040815,0.0848271682619318,0.6411241486040815,0.6675020259747256,0.02637787737064412,0.6675020259747256,0,0,0.0,1.5,0.25,-1.75,895.8360410409226,932.6935721232113,36.85753108228869,35.10753108228869,0.026377877370644075,0.6411241486040815,INTERVENE,0.475,1053.9247541657917,1.5,0.25,1052.1747541657917,NOT_RECOVERED
T0045773,1550.87,LIMIT_EXCEEDED,0,1,CONTROL,0.6589473799320515,0.0309071169055765,0.6589473799320515,0.6822750418951807,0.023327661963129187,0.6589473799320515,1,1,1389.5137096176015,0.0,0.0,1389.5137096176015,868.6504646479376,899.401910090382,30.75144544244438,29.00144544244438,0.023327661963129142,0.6589473799320515,INTERVENE,0.475,1021.9417231152208,1.5,0.25,1020.1917231152208,RECOVERED
T0027893,1701.9,BANK_DECLINE,0,1,CONTROL,0.629344346121741,0.1198114350669866,0.629344346121741,0.6577088085854944,0.02836446246375346,0.629344346121741,1,1,1534.868757724266,0.0,0.0,1534.868757724266,910.4189712649023,951.451428131905,41.03245686700268,39.28245686700268,0.028364462463753463,0.629344346121741,INTERVENE,0.475,1071.081142664591,1.5,0.25,1069.331142664591,RECOVERED
T0013964,1216.47,NETWORK_ERROR,0,1,CONTROL,0.7386995559559517,0.2309946347844571,0.7386995559559517,0.768239830062794,0.029540274106842235,0.7386995559559517,1,1,1010.1906567602401,0.0,0.0,1010.1906567602401,763.814971508676,794.3596001650138,30.544628656337864,28.794628656337864,0.02954027410684226,0.7386995559559517,INTERVENE,0.475,898.6058488337366,1.5,0.25,896.8558488337366,RECOVERED
T0022061,1842.33,PAYMENT_TIMEOUT,1,0,RECLAIM,0.6051329989050224,0.1903461186446231,0.6051329989050224,0.6375189192823546,0.032385920377332233,0.6375189192823546,1,1,1416.0031959457478,1.5,0.25,1414.2531959457478,947.6264761917863,998.3421959772412,50.715719785454894,48.965719785454894,0.03238592037733226,0.6051329989050224,INTERVENE,0.475,1114.8546778726898,1.5,0.25,1113.1046778726898,RECOVERED
T0044352,1272.63,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.7179620920625561,0.1588502620042435,0.7179620920625561,0.7449816806305576,0.027019588568001462,0.7449816806305576,1,1,1166.4570674433653,1.5,0.25,1164.7070674433653,776.6450826383352,805.8731307877365,29.228048149401275,27.478048149401275,0.02701958856800149,0.7179620920625561,INTERVENE,0.475,913.7000972215708,1.5,0.25,911.9500972215708,RECOVERED
T0008251,1354.17,INSUFFICIENT_FUNDS,0,1,CONTROL,0.6957571230564731,0.0850848274447357,0.6957571230564731,0.7202344409845096,0.024477317928036535,0.6957571230564731,1,1,1016.523842028207,0.0,0.0,1016.523842028207,800.8474098299765,829.0218920057944,28.174482175817843,26.424482175817843,0.024477317928036542,0.6957571230564731,INTERVENE,0.475,942.173423329384,1.5,0.25,940.423423329384,RECOVERED
T0009157,1427.3,NETWORK_ERROR,1,0,RECLAIM,0.6783493350581835,0.0293635357836052,0.6783493350581835,0.7009284674414094,0.02257913238322584,0.7009284674414094,1,1,1400.1825953597286,1.5,0.25,1398.4325953597286,822.9768050392635,850.369921342255,27.39311630299153,25.64311630299153,0.02257913238322581,0.6783493350581835,INTERVENE,0.475,968.2080059285452,1.5,0.25,966.4580059285452,RECOVERED
T0007755,1417.61,PAYMENT_TIMEOUT,1,0,RECLAIM,0.680098574957292,0.0348879911511603,0.680098574957292,0.7028650844355889,0.022766509478296948,0.7028650844355889,1,1,1072.23919780337,1.5,0.25,1070.48919780337,819.4973597184256,846.9302864947249,27.43292677629927,25.68292677629927,0.022766509478296993,0.680098574957292,INTERVENE,0.475,964.1145408452066,1.5,0.25,962.3645408452066,RECOVERED
T0025270,1411.02,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6788375419332167,0.0309037948299457,0.6788375419332167,0.7014688987329016,0.022631356799684976,0.7014688987329016,0,0,0.0,1.5,0.25,-1.75,814.1753461558162,841.318648666584,27.14330251076774,25.39330251076774,0.02263135679968497,0.6788375419332167,INTERVENE,0.475,957.8533484186072,1.5,0.25,956.1033484186072,NOT_RECOVERED
T0005343,1729.87,BANK_DECLINE,1,0,RECLAIM,0.6128453004277777,0.1680591660027426,0.6128453004277777,0.6439583773829289,0.031113076955151198,0.6439583773829289,1,1,1469.1687492672393,1.5,0.25,1467.4187492672393,901.1212948733497,946.8696365408961,45.748341667546356,43.998341667546356,0.0311130769551512,0.6128453004277777,INTERVENE,0.475,1060.142699851,1.5,0.25,1058.392699851,RECOVERED
T0021145,1308.32,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6993592989898358,0.0968338232616283,0.6993592989898358,0.7242392455719648,0.024879946582128998,0.7242392455719648,1,1,1119.7451390596625,1.5,0.25,1117.9951390596625,777.7378943462246,805.406186301706,27.668291955481436,25.918291955481436,0.024879946582129022,0.6993592989898358,INTERVENE,0.475,914.985758054382,1.5,0.25,913.235758054382,RECOVERED
T0006204,1155.21,NETWORK_ERROR,1,0,RECLAIM,0.7402748592374364,0.2366214115915383,0.7402748592374364,0.7700132026857454,0.029738343448308946,0.7700132026857454,1,1,984.7678611242928,1.5,0.25,983.0178611242928,726.8969821187271,756.09790909341,29.20092697468283,27.45092697468283,0.029738343448308953,0.7402748592374364,INTERVENE,0.475,855.1729201396789,1.5,0.25,853.4229201396789,RECOVERED
T0003123,1156.41,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7396125679672741,0.2342531079674183,0.7396125679672741,0.7692675179469534,0.029654949979679213,0.7692675179469534,0,0,0.0,1.5,0.25,-1.75,727.0010642645802,756.1503528646809,29.149288600100704,27.399288600100704,0.029654949979679227,0.7396125679672741,INTERVENE,0.475,855.2953697230356,1.5,0.25,853.5453697230356,NOT_RECOVERED
T0040524,1266.75,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.7083905773526812,0.1266504310335445,0.7083905773526812,0.7342961765418469,0.025905599189165684,0.7342961765418469,1,1,1264.779529647572,1.5,0.25,1263.029529647572,762.7506992822825,790.6442293892268,27.89353010694424,26.14353010694424,0.02590559918916566,0.7083905773526812,INTERVENE,0.475,897.3537638615089,1.5,0.25,895.6037638615089,RECOVERED
T0034040,1492.29,LIMIT_EXCEEDED,1,0,RECLAIM,0.6546985245219147,0.0438778275385409,0.6546985245219147,0.678758578402882,0.024060053880967325,0.678758578402882,1,1,1262.3045086446548,1.5,0.25,1260.5545086446548,830.4500519849869,860.9689431201112,30.518891135124363,28.768891135124363,0.024060053880967325,0.6546985245219147,INTERVENE,0.475,977.000061158808,1.5,0.25,975.250061158808,RECOVERED
T0038703,1318.42,NETWORK_ERROR,0,1,CONTROL,0.694864448981582,0.0821854061874194,0.694864448981582,0.7192425365456605,0.024378087564078554,0.694864448981582,1,1,1111.9342992937025,0.0,0.0,1111.9342992937025,778.7047088023527,806.0241832776502,27.31947447529751,25.56947447529751,0.02437808756407851,0.694864448981582,INTERVENE,0.475,916.1231868262972,1.5,0.25,914.3731868262972,RECOVERED
T0019587,1216.68,NETWORK_ERROR,1,0,RECLAIM,0.7215372030005034,0.1710463512317517,0.7215372030005034,0.7489804867009145,0.02744328370041116,0.7489804867009145,1,1,1005.6222999550657,1.5,0.25,1003.8722999550657,746.1979015246546,774.5791417753785,28.381240250723863,26.631240250723863,0.027443283700411204,0.7215372030005034,INTERVENE,0.475,877.8798841466526,1.5,0.25,876.1298841466526,RECOVERED
T0031676,1096.94,PAYMENT_TIMEOUT,0,1,CONTROL,0.7555445278278963,0.2923632989364217,0.7555445278278963,0.7872568178060588,0.031712289978162556,0.7555445278278963,1,1,789.8491530086668,0.0,0.0,789.8491530086668,704.4689622022026,734.0374696655515,29.56850746334885,27.81850746334885,0.031712289978162604,0.7555445278278963,INTERVENE,0.475,828.7870143555326,1.5,0.25,827.0370143555326,RECOVERED
T0018040,1275.45,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7031309776594507,0.109222028961573,0.7031309776594507,0.7284363847446407,0.025305407085190024,0.7031309776594507,1,1,1119.7009605599335,0.0,0.0,1119.7009605599335,762.2871446373844,789.7215588841691,27.43441424678474,25.68441424678474,0.025305407085190013,0.7031309776594507,INTERVENE,0.475,896.8084054557463,1.5,0.25,895.0584054557463,RECOVERED
T0038915,1699.39,LIMIT_EXCEEDED,1,0,RECLAIM,0.6094756152112455,0.1778162481185655,0.6094756152112455,0.6411456998441873,0.03167008463294185,0.6411456998441873,1,1,1305.7948457315063,1.5,0.25,1304.0448457315063,880.3762508737627,926.1231022294816,45.74685135571883,43.99685135571883,0.03167008463294185,0.6094756152112455,INTERVENE,0.475,1035.7367657338386,1.5,0.25,1033.9867657338386,RECOVERED
T0004943,1381.58,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6717505723738126,0.0086632947235791,0.6717505723738126,0.6936291506032902,0.021878578229477585,0.6936291506032902,1,1,1231.3783444714552,1.5,0.25,1229.6283444714552,788.8655824131802,814.5585376069196,25.692955193739408,23.942955193739408,0.021878578229477617,0.6717505723738126,INTERVENE,0.475,928.077155780212,1.5,0.25,926.327155780212,RECOVERED
T0013482,1069.44,PAYMENT_TIMEOUT,0,1,CONTROL,0.7573450852293984,0.2990882338637,0.7573450852293984,0.7892969777702359,0.03195189254083752,0.7573450852293984,0,0,0.0,0.0,0.0,0.0,688.4448587555686,717.4898959206109,29.045037165042345,27.295037165042345,0.03195189254083756,0.7573450852293984,INTERVENE,0.475,809.9351279477278,1.5,0.25,808.1851279477278,NOT_RECOVERED
T0006027,1558.3,BANK_DECLINE,0,1,CONTROL,0.6326690932083349,0.109985755280214,0.6326690932083349,0.6604750339336528,0.027805940725317946,0.6326690932083349,0,0,0.0,0.0,0.0,0.0,838.0050107545659,874.8355085719894,36.83049781742352,35.08049781742352,0.02780594072531791,0.6326690932083349,INTERVENE,0.475,985.8882479465482,1.5,0.25,984.1382479465482,NOT_RECOVERED
T0009778,1261.28,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7000319814708467,0.0990367175580686,0.7000319814708467,0.7249875144094802,0.024955532938633507,0.7000319814708467,1,1,1060.360017817131,0.0,0.0,1060.360017817131,750.4958869511171,777.2504143482307,26.754527397113634,25.004527397113634,0.024955532938633455,0.7000319814708467,INTERVENE,0.475,882.9363375895495,1.5,0.25,881.1863375895495,RECOVERED
T0042807,1080.42,NETWORK_ERROR,0,1,CONTROL,0.7518129935499804,0.2785320949808576,0.7518129935499804,0.7830334830498697,0.031220489499889315,0.7518129935499804,1,1,1046.9557315722068,0.0,0.0,1046.9557315722068,690.4327253175794,719.1042803932293,28.67155507564985,26.92155507564985,0.031220489499889273,0.7518129935499804,INTERVENE,0.475,812.2737944912699,1.5,0.25,810.5237944912699,RECOVERED
T0045755,1041.16,PAYMENT_TIMEOUT,0,1,CONTROL,0.7637562200470006,0.3233134503824393,0.7637562200470006,0.7965738576125654,0.03281763756556477,0.7637562200470006,1,1,877.3525813369608,0.0,0.0,877.3525813369608,675.9135621545149,704.9567119531138,29.043149798598847,27.293149798598847,0.032817637565564745,0.7637562200470006,INTERVENE,0.475,795.1924260641352,1.5,0.25,793.4424260641352,RECOVERED
T0023062,1156.07,NETWORK_ERROR,0,1,CONTROL,0.7274484281822462,0.191425096288021,0.7274484281822462,0.7556018625288285,0.02815343434658235,0.7274484281822462,1,1,830.17299482873,0.0,0.0,830.17299482873,714.8341087133518,742.4993484316473,27.665239718295425,25.915239718295425,0.028153434346582327,0.7274484281822462,INTERVENE,0.475,840.9813043686493,1.5,0.25,839.2313043686493,RECOVERED
T0011105,1332.24,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6783096727854784,0.0292384580883933,0.6783096727854784,0.7008845648519644,0.022574892066485996,0.7008845648519644,0,0,0.0,1.5,0.25,-1.75,768.1205867009669,793.6844847766239,25.563898075656994,23.813898075656994,0.022574892066485955,0.6783096727854784,INTERVENE,0.475,903.6712784717256,1.5,0.25,901.9212784717256,NOT_RECOVERED
T0023790,999.41,PAYMENT_TIMEOUT,0,1,CONTROL,0.7736403374344734,0.3615703284684839,0.7736403374344734,0.8078335904053485,0.034193252970875165,0.7736403374344734,0,0,0.0,0.0,0.0,0.0,657.2063061900789,686.253423298958,29.047117108879092,27.297117108879092,0.034193252970875214,0.7736403374344734,INTERVENE,0.475,773.183889635387,1.5,0.25,771.433889635387,NOT_RECOVERED
T0005712,1056.42,PAYMENT_TIMEOUT,1,0,RECLAIM,0.7524343652765603,0.2808255042936969,0.7524343652765603,0.783736310185097,0.03130194490853677,0.783736310185097,0,0,0.0,1.5,0.25,-1.75,675.6537053406443,703.7615058848792,28.10780054423492,26.35780054423492,0.031301944908536744,0.7524343652765603,INTERVENE,0.475,794.8867121654639,1.5,0.25,793.1367121654639,NOT_RECOVERED
T0035884,1130.98,PAYMENT_TIMEOUT,0,1,CONTROL,0.7287156120735515,0.1958293894917431,0.7287156120735515,0.7570228881781057,0.02830727610455419,0.7287156120735515,0,0,0.0,0.0,0.0,0.0,700.5383655015034,727.7510841609229,27.212718659419465,25.462718659419465,0.028307276104554142,0.7287156120735515,INTERVENE,0.475,824.1627829429453,1.5,0.25,822.4127829429453,NOT_RECOVERED
T0008039,1126.75,INSUFFICIENT_FUNDS,0,1,CONTROL,0.7274724489877038,0.1915084649521468,0.7274724489877038,0.7556287941959807,0.028156345208276923,0.7274724489877038,0,0,0.0,0.0,0.0,0.0,696.7276446123609,723.694032281273,26.966387668912148,25.216387668912148,0.028156345208276975,0.7274724489877038,INTERVENE,0.475,819.6795818968952,1.5,0.25,817.9295818968952,NOT_RECOVERED
T0014749,1494.04,BANK_DECLINE,1,0,RECLAIM,0.6328221754992012,0.1095324580741318,0.6328221754992012,0.660602359970065,0.027780184470863833,0.660602359970065,0,0,0.0,1.5,0.25,-1.75,803.6423966204026,838.9213974062245,35.27900078582195,33.52900078582195,0.02778018447086389,0.6328221754992012,INTERVENE,0.475,945.4616430828264,1.5,0.25,943.7116430828264,NOT_RECOVERED
T0028245,1069.29,NETWORK_ERROR,0,1,CONTROL,0.7415478334793647,0.2411845102669558,0.7415478334793647,0.7714469622696,0.029899128790235263,0.7415478334793647,1,1,950.9405902225441,0.0,0.0,950.9405902225441,673.9902304319774,701.1654439424714,27.175213510494018,25.425213510494018,0.029899128790235253,0.7415478334793647,INTERVENE,0.475,792.9296828611499,1.5,0.25,791.1796828611499,RECOVERED
T0008724,1121.91,NETWORK_ERROR,1,0,RECLAIM,0.7243226473722473,0.1806153316871388,0.7243226473722473,0.7520990446401399,0.027776397267892605,0.7520990446401399,1,1,902.3545582976245,1.5,0.25,900.6045582976245,690.7310981163882,717.2193232963865,26.488225179998267,24.738225179998267,0.02777639726789259,0.7243226473722473,INTERVENE,0.475,812.624821313398,1.5,0.25,810.874821313398,RECOVERED
T0022596,1042.99,PAYMENT_TIMEOUT,0,1,CONTROL,0.748859850488999,0.2676845510724788,0.748859850488999,0.7796955605201455,0.0308357100311466,0.748859850488999,1,1,937.3965224884008,0.0,0.0,937.3965224884008,663.8953351422928,691.2324717668705,27.337136624577738,25.587136624577738,0.03083571003114658,0.748859850488999,INTERVENE,0.475,781.053335461521,1.5,0.25,779.303335461521,RECOVERED
T0012101,1542.26,BANK_DECLINE,1,0,RECLAIM,0.6213320625751488,0.1433439706320595,0.6213320625751488,0.6510359190634614,0.02970385648831253,0.6510359190634614,1,1,1390.4341522795794,1.5,0.25,1388.6841522795794,814.5172488030768,853.4566580545919,38.939409251515144,37.189409251515144,0.029703856488312474,0.6213320625751488,INTERVENE,0.475,958.255586827149,1.5,0.25,956.505586827149,RECOVERED
T0015765,1432.74,NETWORK_ERROR,0,1,CONTROL,0.6433965259445968,0.0780217070525501,0.6433965259445968,0.6693886243539007,0.025992098409303832,0.6433965259445968,1,1,1415.7994093985226,0.0,0.0,1415.7994093985226,783.5469477945824,815.2008790082865,31.65393121370414,29.90393121370414,0.025992098409303863,0.6433965259445968,INTERVENE,0.475,921.8199385818616,1.5,0.25,920.0699385818616,RECOVERED
T0031689,1222.29,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6935748784415706,0.0780052420729247,0.6935748784415706,0.7178099935893972,0.024235115147826614,0.7178099935893972,0,0,0.0,1.5,0.25,-1.75,720.5871924447953,745.7661805047267,25.178988059931385,23.428988059931385,0.02423511514782664,0.6935748784415706,INTERVENE,0.475,847.7496381703473,1.5,0.25,845.9996381703473,NOT_RECOVERED
T0019297,1224.52,INSUFFICIENT_FUNDS,0,1,CONTROL,0.69121079895956,0.0703674314932749,0.69121079895956,0.7151849554131727,0.023974156453612783,0.69121079895956,1,1,1013.3203377869212,0.0,0.0,1013.3203377869212,719.4412304106662,744.3945393621574,24.95330895149118,23.20330895149118,0.02397415645361277,0.69121079895956,INTERVENE,0.475,846.4014475419604,1.5,0.25,844.6514475419604,RECOVERED
T0017328,1149.3,NETWORK_ERROR,0,1,CONTROL,0.7122579449309991,0.1395836247502972,0.7122579449309991,0.7386101799721776,0.02635223504117845,0.7122579449309991,1,1,1084.521875787686,0.0,0.0,1084.521875787686,695.8083476928177,721.5519778657201,25.743630172902385,23.993630172902385,0.02635223504117841,0.7122579449309991,INTERVENE,0.475,818.5980561091973,1.5,0.25,816.8480561091973,RECOVERED
T0023298,1053.26,PAYMENT_TIMEOUT,0,1,CONTROL,0.7416988258120816,0.2417267263969968,0.7416988258120816,0.7716170695965235,0.029918243784441967,0.7416988258120816,1,1,897.091764687782,0.0,0.0,897.091764687782,664.0214494836081,690.8063855147492,26.784936031141115,25.034936031141115,0.029918243784442005,0.7416988258120816,INTERVENE,0.475,781.201705274833,1.5,0.25,779.451705274833,RECOVERED
T0027976,1094.02,PAYMENT_TIMEOUT,0,1,CONTROL,0.726167969390602,0.1869876516805366,0.726167969390602,0.7541665347875551,0.027998565396953112,0.726167969390602,1,1,1007.5617085991423,0.0,0.0,1007.5617085991423,675.2759395918004,701.3122815300388,26.03634193823848,24.28634193823848,0.02799856539695307,0.726167969390602,INTERVENE,0.475,794.4422818727064,1.5,0.25,792.6922818727064,RECOVERED
T0015778,1788.51,LIMIT_EXCEEDED,0,1,CONTROL,0.5755215287165556,0.2746278167953185,0.5755215287165556,0.6127365269672654,0.03721499825070984,0.5755215287165556,1,1,1498.6154922809683,0.0,0.0,1498.6154922809683,874.9271079261199,931.5025949692904,56.57548704317048,54.82548704317048,0.03721499825070988,0.5755215287165556,INTERVENE,0.475,1029.3260093248468,1.5,0.25,1027.5760093248468,RECOVERED
T0026255,1162.47,INSUFFICIENT_FUNDS,0,1,CONTROL,0.702598485553503,0.1074675768608781,0.702598485553503,0.7278435795178699,0.025245093964366916,0.702598485553503,0,0,0.0,0.0,0.0,0.0,694.2372122761735,719.1818769998175,24.944664723643996,23.194664723643996,0.02524509396436691,0.702598485553503,INTERVENE,0.475,816.7496615013806,1.5,0.25,814.9996615013806,NOT_RECOVERED
T0002418,1210.33,INSUFFICIENT_FUNDS,1,0,RECLAIM,0.6877359130037921,0.059199266600322,0.6877359130037921,0.7113291230456739,0.02359321004188175,0.7113291230456739,1,1,1117.8137701099422,1.5,0.25,1116.0637701099422,707.5292964479977,731.8015308714897,24.272234423492023,22.522234423492023,0.023593210041881762,0.6877359130037921,INTERVENE,0.475,832.3874075858796,1.5,0.25,830.6374075858796,RECOVERED
T0010150,1710.16,BANK_DECLINE,0,1,CONTROL,0.5828443809302071,0.2539533572170596,0.5828443809302071,0.6188727286724175,0.03602834774221042,0.5828443809302071,0,0,0.0,0.0,0.0,0.0,847.2435745178625,899.6156778164583,52.37210329859579,50.62210329859579,0.036028347742210434,0.5828443809302071,INTERVENE,0.475,996.757146491603,1.5,0.25,995.007146491603,NOT_RECOVERED
