transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,_simulated_failure_probability
T0031771,C00690,2026-01-18 04:37:51,2128.69,UPI,SUCCESS,,0.08755030888785938
T0043106,C00941,2026-01-18 04:38:28,518.05,CARD,SUCCESS,,0.062141793039589575
T0011237,C00244,2026-01-18 04:39:36,687.35,UPI,SUCCESS,,0.0519698392314502
T0027387,C00599,2026-01-18 04:41:02,1682.01,WALLET,SUCCESS,,0.08032943396277546
T0005729,C00126,2026-01-18 04:41:24,2739.78,UPI,SUCCESS,,0.0414521701192571
T0035255,C00767,2026-01-18 04:41:43,2157.53,UPI,SUCCESS,,0.04703098744304875
T0001160,C00026,2026-01-18 04:41:58,2002.34,CARD,SUCCESS,,0.04485527510668157
T0015695,C00346,2026-01-18 04:42:04,1530.2,UPI,SUCCESS,,0.07665289470254084
T0022150,C00487,2026-01-18 04:42:28,925.76,NETBANKING,SUCCESS,,0.05713899672612419
T0034907,C00758,2026-01-18 04:45:26,692.21,CARD,SUCCESS,,0.05422953650705808
T0033493,C00728,2026-01-18 04:45:29,3010.36,UPI,SUCCESS,,0.04807336746650765
T0017895,C00393,2026-01-18 04:45:57,2184.92,UPI,SUCCESS,,0.06280936484185186
T0041593,C00907,2026-01-18 04:47:55,364.13,UPI,SUCCESS,,0.05581979549517279
T0040230,C00876,2026-01-18 04:48:55,842.17,UPI,SUCCESS,,0.06726176149203193
T0029106,C00636,2026-01-18 04:49:35,534.31,CARD,SUCCESS,,0.046323604040578586
T0024579,C00541,2026-01-18 04:50:09,5374.1,UPI,SUCCESS,,0.06984000642725817
T0021843,C00481,2026-01-18 04:50:51,494.2,UPI,SUCCESS,,0.03630358758774941
T0025170,C00553,2026-01-18 04:51:00,2845.28,UPI,SUCCESS,,0.06563272646260782
T0029042,C00634,2026-01-18 04:51:38,1341.6,CARD,SUCCESS,,0.04925254238459203
T0021962,C00483,2026-01-18 04:51:42,816.21,UPI,SUCCESS,,0.0413025862187442
T0002456,C00057,2026-01-18 04:52:22,9593.44,UPI,SUCCESS,,0.13898789430971584
T0017547,C00385,2026-01-18 04:52:34,4485.82,CARD,SUCCESS,,0.05547681677749429
T0017527,C00385,2026-01-18 04:53:00,5256.38,CARD,SUCCESS,,0.057223951442568845
T0017776,C00390,2026-01-18 04:53:52,342.97,UPI,SUCCESS,,0.040300715562094115
T0001640,C00037,2026-01-18 04:53:53,997.58,UPI,SUCCESS,,0.042491707593139735
T0006602,C00144,2026-01-18 04:54:33,1245.9,UPI,SUCCESS,,0.046667401593949664
T0013534,C00296,2026-01-18 04:57:30,1112.8,CARD,SUCCESS,,0.058505314740687195
T0021409,C00472,2026-01-18 04:58:49,1938.42,UPI,SUCCESS,,0.036543579671363464
T0037603,C00816,2026-01-18 04:58:54,6413.94,UPI,SUCCESS,,0.10841168749083663
T0030280,C00659,2026-01-18 04:59:42,780.54,UPI,SUCCESS,,0.04236468784597417
T0024194,C00532,2026-01-18 05:00:01,530.3,UPI,SUCCESS,,0.05990148869071017
T0044001,C00959,2026-01-18 05:00:21,1556.5,UPI,SUCCESS,,0.04845427467127281
T0020167,C00444,2026-01-18 05:00:45,1574.74,UPI,SUCCESS,,0.09133889460710318
T0012871,C00283,2026-01-18 05:01:28,2158.74,UPI,SUCCESS,,0.08496026384700664
T0039092,C00851,2026-01-18 05:03:58,803.86,WALLET,SUCCESS,,0.05284437557896706
T0036945,C00802,2026-01-18 05:04:05,1025.49,CARD,SUCCESS,,0.042010354501957343
T0026705,C00587,2026-01-18 05:04:22,1068.86,UPI,SUCCESS,,0.0509312535943372
T0006402,C00139,2026-01-18 05:04:26,1413.45,CARD,SUCCESS,,0.06828760703056412
T0002758,C00064,2026-01-18 05:04:56,2038.63,CARD,FAILED,BANK_DECLINE,0.0994473749766767
T0037141,C00806,2026-01-18 05:06:02,507.24,UPI,SUCCESS,,0.06002086877888639
T0009541,C00208,2026-01-18 05:08:21,1582.47,UPI,SUCCESS,,0.07616743081726192
T0000400,C00009,2026-01-18 05:09:49,1711.68,UPI,SUCCESS,,0.08011533363010327
T0008008,C00174,2026-01-18 05:10:24,1680.38,UPI,SUCCESS,,0.10857967644942743
T0014992,C00330,2026-01-18 05:12:51,209.16,UPI,SUCCESS,,0.051571822472947296
T0010690,C00232,2026-01-18 05:12:58,635.61,CARD,SUCCESS,,0.049533138615973235
T0012113,C00266,2026-01-18 05:13:57,593.47,UPI,SUCCESS,,0.07793830398407822
T0044735,C00976,2026-01-18 05:14:51,1305.1,UPI,SUCCESS,,0.04847477262099616
T0031380,C00682,2026-01-18 05:15:57,2220.82,UPI,SUCCESS,,0.05921308151881205
T0023628,C00520,2026-01-18 05:16:52,2989.75,UPI,SUCCESS,,0.04979565764223562
T0036395,C00792,2026-01-18 05:16:52,632.08,UPI,SUCCESS,,0.04580326053577517
T0025453,C00559,2026-01-18 05:18:46,1390.42,CARD,SUCCESS,,0.05407029171362574
T0028793,C00630,2026-01-18 05:19:04,365.25,CARD,SUCCESS,,0.06247181344827996
T0032678,C00711,2026-01-18 05:19:46,965.61,UPI,SUCCESS,,0.048056399299929796
T0018869,C00415,2026-01-18 05:20:00,763.61,UPI,SUCCESS,,0.06508634617206956
T0018294,C00403,2026-01-18 05:20:04,3294.63,UPI,SUCCESS,,0.08552567654617116
T0017981,C00395,2026-01-18 05:21:13,1328.28,UPI,SUCCESS,,0.06965838239892719
T0015586,C00344,2026-01-18 05:21:32,1265.24,UPI,SUCCESS,,0.03903552196618575
T0045600,C00994,2026-01-18 05:22:43,614.5,CARD,SUCCESS,,0.04001772243778084
T0023774,C00523,2026-01-18 05:22:55,2084.77,UPI,SUCCESS,,0.07455669818042664
T0031632,C00686,2026-01-18 05:24:59,700.21,CARD,SUCCESS,,0.04694373443054072
T0038257,C00833,2026-01-18 05:27:00,4482.75,UPI,FAILED,NETWORK_ERROR,0.07737299228555158
T0029191,C00637,2026-01-18 05:28:55,2498.57,CARD,SUCCESS,,0.06139845592610538
T0035325,C00769,2026-01-18 05:29:21,6062.35,UPI,SUCCESS,,0.08256537191818955
T0016165,C00353,2026-01-18 05:30:01,2687.87,CARD,SUCCESS,,0.05805518543500154
T0028665,C00627,2026-01-18 05:30:08,986.64,CARD,SUCCESS,,0.06956885429551686
T0016222,C00354,2026-01-18 05:31:41,1397.37,UPI,SUCCESS,,0.04932113186999954
T0036399,C00792,2026-01-18 05:32:04,2854.9,UPI,SUCCESS,,0.056165817786330466
T0045456,C00991,2026-01-18 05:33:10,1334.22,UPI,SUCCESS,,0.09973558186813905
T0014715,C00324,2026-01-18 05:33:25,11740.68,UPI,SUCCESS,,0.0984540339365887
T0027937,C00612,2026-01-18 05:34:37,1793.33,CARD,SUCCESS,,0.06291823986225405
T0008009,C00174,2026-01-18 05:35:55,2677.58,UPI,SUCCESS,,0.11647347767342232
T0026028,C00573,2026-01-18 05:36:07,868.86,UPI,SUCCESS,,0.052483075712716994
T0006565,C00143,2026-01-18 05:38:02,7120.34,CARD,SUCCESS,,0.06685981882108213
T0012604,C00276,2026-01-18 05:38:26,3756.85,UPI,SUCCESS,,0.08437939372901967
T0044594,C00973,2026-01-18 05:38:41,2590.34,UPI,SUCCESS,,0.05839996877682386
T0028790,C00629,2026-01-18 05:38:56,4465.69,CARD,SUCCESS,,0.09410451549787398
T0038273,C00833,2026-01-18 05:40:36,1047.78,UPI,SUCCESS,,0.061525735012571144
T0043610,C00951,2026-01-18 05:40:42,13601.14,CARD,SUCCESS,,0.09874748128169006
T0040857,C00890,2026-01-18 05:41:17,774.86,UPI,SUCCESS,,0.0492331661290586
T0038531,C00838,2026-01-18 05:41:18,7277.54,UPI,SUCCESS,,0.09624997809713509
T0039936,C00870,2026-01-18 05:41:55,8713.24,UPI,SUCCESS,,0.0841356151178307
T0036841,C00800,2026-01-18 05:42:26,3276.42,UPI,SUCCESS,,0.04766310966496727
T0030007,C00653,2026-01-18 05:44:27,535.39,CARD,SUCCESS,,0.04626878385773305
T0016461,C00360,2026-01-18 05:45:48,2582.32,UPI,SUCCESS,,0.0647452973434259
T0016783,C00368,2026-01-18 05:48:20,1121.9,UPI,SUCCESS,,0.05629988102270095
T0032750,C00713,2026-01-18 05:49:15,783.19,WALLET,SUCCESS,,0.055146436695028486
T0012108,C00266,2026-01-18 05:49:28,467.8,UPI,SUCCESS,,0.07647514448759803
T0011271,C00246,2026-01-18 05:50:09,3433.93,UPI,SUCCESS,,0.08677084442128023
T0007344,C00160,2026-01-18 05:50:19,1072.79,CARD,SUCCESS,,0.07728806735769948
T0000168,C00004,2026-01-18 05:50:41,1027.28,CARD,SUCCESS,,0.04849813586024237
T0043658,C00951,2026-01-18 05:52:45,1534.54,CARD,SUCCESS,,0.0660511982929458
T0044482,C00970,2026-01-18 05:56:55,2708.83,CARD,SUCCESS,,0.05936466372006953
T0023502,C00516,2026-01-18 05:57:34,3325.67,UPI,SUCCESS,,0.09027295689111557
T0043012,C00939,2026-01-18 05:58:41,1254.01,UPI,SUCCESS,,0.05418368394253368
T0043030,C00940,2026-01-18 05:58:41,3313.9,UPI,SUCCESS,,0.0593941978676375
T0042965,C00938,2026-01-18 05:59:13,1124.53,UPI,SUCCESS,,0.05188582058044101
T0002999,C00070,2026-01-18 05:59:27,1656.42,UPI,SUCCESS,,0.0811434081455668
T0018315,C00403,2026-01-18 05:59:35,4619.42,UPI,SUCCESS,,0.09093125091893832
T0020845,C00459,2026-01-18 06:00:39,635.43,UPI,SUCCESS,,0.05595494301504905
T0012891,C00283,2026-01-18 06:00:55,6084.08,UPI,SUCCESS,,0.10203047124290571
T0034568,C00751,2026-01-18 06:01:22,1533.52,UPI,SUCCESS,,0.05395273645539004
T0014249,C00314,2026-01-18 06:01:25,684.31,CARD,SUCCESS,,0.03660224653858183
T0019663,C00433,2026-01-18 06:01:40,2765.91,UPI,SUCCESS,,0.06973052281388788
T0003783,C00084,2026-01-18 06:01:54,1410.93,UPI,SUCCESS,,0.07827609800232002
T0011927,C00262,2026-01-18 06:02:51,577.79,CARD,SUCCESS,,0.040385784027735634
T0021367,C00471,2026-01-18 06:03:01,479.64,NETBANKING,SUCCESS,,0.045843874748891865
T0028119,C00616,2026-01-18 06:04:23,720.76,UPI,FAILED,BANK_DECLINE,0.045919436085061945
T0023383,C00514,2026-01-18 06:06:39,1094.63,UPI,SUCCESS,,0.04410744501479346
T0020171,C00444,2026-01-18 06:07:57,2009.99,UPI,SUCCESS,,0.09463177361132863
T0019203,C00422,2026-01-18 06:08:15,1968.64,UPI,SUCCESS,,0.06288903194731596
T0013208,C00290,2026-01-18 06:08:26,457.44,UPI,SUCCESS,,0.04993261453929324
T0028158,C00617,2026-01-18 06:08:28,5076.67,CARD,SUCCESS,,0.07588859452426974
T0037328,C00811,2026-01-18 06:09:21,915.45,UPI,SUCCESS,,0.03897087245204621
T0030437,C00663,2026-01-18 06:09:30,1278.15,UPI,SUCCESS,,0.06914025191346132
T0037301,C00810,2026-01-18 06:09:42,984.65,UPI,SUCCESS,,0.08458158418924783
T0013604,C00297,2026-01-18 06:10:49,2362.5,WALLET,SUCCESS,,0.05236772762309363
T0003464,C00079,2026-01-18 06:11:07,240.06,CARD,SUCCESS,,0.06843904119234531
T0040180,C00875,2026-01-18 06:11:18,785.97,CARD,SUCCESS,,0.07047764710921577
T0013713,C00300,2026-01-18 06:11:34,1638.18,UPI,SUCCESS,,0.036200331684983315
T0002583,C00059,2026-01-18 06:11:58,2072.3,UPI,SUCCESS,,0.058675620818114005
T0002635,C00061,2026-01-18 06:12:20,963.75,NETBANKING,SUCCESS,,0.079905237974225
T0037915,C00825,2026-01-18 06:12:22,860.99,CARD,SUCCESS,,0.07364841126086467
T0025303,C00556,2026-01-18 06:13:00,2085.47,NETBANKING,SUCCESS,,0.08648667857592424
T0003045,C00070,2026-01-18 06:14:32,3401.7,UPI,SUCCESS,,0.09106838666500217
T0021001,C00463,2026-01-18 06:14:53,675.34,CARD,SUCCESS,,0.0853366008997192
T0013722,C00300,2026-01-18 06:17:13,2014.04,UPI,SUCCESS,,0.03738020778259961
T0002992,C00070,2026-01-18 06:17:33,4046.42,UPI,SUCCESS,,0.09393678088609782
T0043503,C00948,2026-01-18 06:18:45,1331.79,UPI,SUCCESS,,0.08467873667976238
T0010590,C00230,2026-01-18 06:19:37,5227.72,CARD,SUCCESS,,0.09031879881071303
T0023532,C00517,2026-01-18 06:20:13,3364.84,CARD,SUCCESS,,0.12296452545833933
T0041317,C00900,2026-01-18 06:22:47,757.58,WALLET,SUCCESS,,0.06257148864839081
T0008821,C00191,2026-01-18 06:26:20,1276.04,UPI,FAILED,INSUFFICIENT_FUNDS,0.07121851859065668
T0039323,C00855,2026-01-18 06:27:27,797.32,NETBANKING,SUCCESS,,0.05761178374964368
T0020952,C00461,2026-01-18 06:28:33,707.14,NETBANKING,SUCCESS,,0.08295566744773175
T0045183,C00985,2026-01-18 06:29:16,8326.55,NETBANKING,SUCCESS,,0.10232075266293708
T0000063,C00002,2026-01-18 06:33:27,1903.88,NETBANKING,SUCCESS,,0.05648239680738047
T0016347,C00358,2026-01-18 06:34:20,2434.77,CARD,SUCCESS,,0.06201132191510727
T0036733,C00798,2026-01-18 06:35:10,317.95,UPI,SUCCESS,,0.04998073023183688
T0022267,C00490,2026-01-18 06:35:39,5118.97,UPI,SUCCESS,,0.06939080009954872
T0005469,C00120,2026-01-18 06:37:33,2529.34,UPI,FAILED,INSUFFICIENT_FUNDS,0.07338065052935515
T0010087,C00220,2026-01-18 06:39:27,1025.0,WALLET,SUCCESS,,0.09426841083536437
T0002208,C00051,2026-01-18 06:39:32,2571.3,UPI,SUCCESS,,0.045357905467081745
T0039778,C00867,2026-01-18 06:39:41,520.67,UPI,SUCCESS,,0.04831291750277551
T0024121,C00529,2026-01-18 06:40:15,1201.45,UPI,SUCCESS,,0.03903601349265674
T0033876,C00735,2026-01-18 06:40:35,3878.81,UPI,SUCCESS,,0.09327635138318703
T0015958,C00350,2026-01-18 06:41:43,559.27,NETBANKING,FAILED,NETWORK_ERROR,0.08620821840988104
T0037440,C00813,2026-01-18 06:43:01,1311.48,UPI,SUCCESS,,0.06214675993220498
T0022484,C00494,2026-01-18 06:44:01,587.65,WALLET,SUCCESS,,0.061647649459081855
T0042600,C00932,2026-01-18 06:44:59,621.37,CARD,SUCCESS,,0.04728826367946893
T0014567,C00321,2026-01-18 06:45:28,1377.54,NETBANKING,SUCCESS,,0.04497262350600238
T0039361,C00856,2026-01-18 06:46:37,2449.05,UPI,SUCCESS,,0.04662142469124739
T0042568,C00930,2026-01-18 06:47:19,1314.76,WALLET,SUCCESS,,0.06260530012639054
T0045367,C00989,2026-01-18 06:49:00,1009.56,UPI,SUCCESS,,0.059889778505677116
T0005332,C00118,2026-01-18 06:49:20,1263.88,UPI,SUCCESS,,0.03663832675790043
T0005765,C00127,2026-01-18 06:49:47,246.37,UPI,SUCCESS,,0.047064020038950466
T0027527,C00603,2026-01-18 06:49:59,1084.93,CARD,SUCCESS,,0.03377184459040382
T0010801,C00234,2026-01-18 06:50:00,826.62,WALLET,SUCCESS,,0.04786682777164956
T0038507,C00837,2026-01-18 06:50:04,457.82,CARD,SUCCESS,,0.06076225636117677
T0011313,C00247,2026-01-18 06:50:42,1100.06,WALLET,SUCCESS,,0.06309167480660816
T0032035,C00696,2026-01-18 06:52:05,1893.46,UPI,SUCCESS,,0.050765014123187145
T0018017,C00396,2026-01-18 06:52:11,2452.72,UPI,SUCCESS,,0.05104568223963067
T0038107,C00828,2026-01-18 06:52:35,1666.39,CARD,SUCCESS,,0.05120896761605128
T0013674,C00299,2026-01-18 06:52:42,799.83,WALLET,SUCCESS,,0.07841103788719343
T0020600,C00453,2026-01-18 06:52:57,643.47,UPI,SUCCESS,,0.08430323989975014
T0033852,C00735,2026-01-18 06:54:03,2977.23,UPI,SUCCESS,,0.08904512941870782
T0004385,C00096,2026-01-18 06:54:54,1441.86,UPI,SUCCESS,,0.03971901538265382
T0024521,C00540,2026-01-18 06:55:43,2042.54,WALLET,SUCCESS,,0.06311863635378209
T0018669,C00411,2026-01-18 06:56:58,2933.94,UPI,SUCCESS,,0.0723001283171074
T0043685,C00952,2026-01-18 06:57:52,305.0,NETBANKING,SUCCESS,,0.049864877318291374
T0001882,C00043,2026-01-18 06:59:23,668.27,NETBANKING,SUCCESS,,0.06189896607152599
T0036526,C00794,2026-01-18 07:00:22,855.32,CARD,SUCCESS,,0.05168878020090049
T0044431,C00968,2026-01-18 07:02:29,414.3,UPI,SUCCESS,,0.04583737410712485
T0014511,C00320,2026-01-18 07:02:40,2791.63,NETBANKING,SUCCESS,,0.058794964484666014
T0033252,C00723,2026-01-18 07:02:59,1437.24,CARD,SUCCESS,,0.04363436152310576
T0005752,C00127,2026-01-18 07:07:04,3411.86,UPI,SUCCESS,,0.06344566554128908
T0002572,C00059,2026-01-18 07:07:32,3279.29,UPI,SUCCESS,,0.06342192205349548
T0027064,C00593,2026-01-18 07:07:47,1968.03,NETBANKING,SUCCESS,,0.06975964485216664
T0008249,C00179,2026-01-18 07:07:53,3782.74,NETBANKING,SUCCESS,,0.048927684265204205
T0003898,C00086,2026-01-18 07:07:59,1942.79,UPI,SUCCESS,,0.052637678769809446
T0021065,C00464,2026-01-18 07:08:23,1594.2,UPI,SUCCESS,,0.0406186006195388
T0026893,C00590,2026-01-18 07:08:58,3907.53,UPI,SUCCESS,,0.1127305088503875
T0024131,C00530,2026-01-18 07:10:06,457.43,NETBANKING,SUCCESS,,0.06897148727636539
T0028648,C00627,2026-01-18 07:10:08,4190.66,CARD,SUCCESS,,0.08680960828194025
T0011500,C00252,2026-01-18 07:13:22,3288.71,UPI,SUCCESS,,0.0575165073155962
T0019357,C00426,2026-01-18 07:14:02,465.37,CARD,SUCCESS,,0.0546885091867332
T0033264,C00723,2026-01-18 07:15:21,1961.99,CARD,SUCCESS,,0.045714533681863304
T0034521,C00749,2026-01-18 07:15:36,826.86,CARD,SUCCESS,,0.08611906388577666
T0006040,C00133,2026-01-18 07:15:59,1198.02,UPI,SUCCESS,,0.06074979144360871
T0030799,C00670,2026-01-18 07:17:59,1328.77,CARD,SUCCESS,,0.054906672616748003
T0044096,C00961,2026-01-18 07:18:12,3200.87,CARD,SUCCESS,,0.08926018070664404
T0001354,C00030,2026-01-18 07:18:27,1631.09,NETBANKING,SUCCESS,,0.07357048285786237
T0021643,C00477,2026-01-18 07:18:51,802.78,NETBANKING,SUCCESS,,0.0687574324652251
T0029823,C00649,2026-01-18 07:18:53,825.56,UPI,SUCCESS,,0.05691691710716967
T0009835,C00215,2026-01-18 07:20:26,5708.02,CARD,SUCCESS,,0.08649082720260697
T0002054,C00046,2026-01-18 07:21:33,1082.81,UPI,SUCCESS,,0.0662424586806629
T0015887,C00349,2026-01-18 07:21:38,2157.39,WALLET,SUCCESS,,0.09211980048205856
T0015833,C00348,2026-01-18 07:22:00,1860.73,NETBANKING,SUCCESS,,0.03871319178221369
T0002354,C00055,2026-01-18 07:23:11,1434.08,WALLET,SUCCESS,,0.062470644812074504
T0039830,C00868,2026-01-18 07:23:16,2092.06,UPI,SUCCESS,,0.05276956206530994
T0024837,C00547,2026-01-18 07:24:21,573.63,CARD,SUCCESS,,0.07009743921529303
T0003437,C00079,2026-01-18 07:24:29,1401.9,CARD,SUCCESS,,0.0797577445906227
T0037776,C00821,2026-01-18 07:24:43,3798.68,UPI,SUCCESS,,0.04614635909957412
T0008944,C00193,2026-01-18 07:24:59,1638.49,UPI,SUCCESS,,0.08174671618368
T0039028,C00849,2026-01-18 07:27:33,2208.53,NETBANKING,SUCCESS,,0.05160025562754374
T0042832,C00936,2026-01-18 07:27:47,1403.79,NETBANKING,SUCCESS,,0.08378311752010922
T0041513,C00906,2026-01-18 07:30:00,2923.47,CARD,SUCCESS,,0.06970033641770972
T0034124,C00741,2026-01-18 07:32:11,857.8,CARD,SUCCESS,,0.03919341090023688
T0033474,C00727,2026-01-18 07:32:17,953.53,NETBANKING,SUCCESS,,0.09334319506434738
T0034542,C00750,2026-01-18 07:33:33,1073.54,NETBANKING,SUCCESS,,0.05598996243323661
T0007003,C00153,2026-01-18 07:35:04,1552.9,UPI,SUCCESS,,0.0643158749537726
T0043790,C00954,2026-01-18 07:38:42,511.92,UPI,FAILED,INSUFFICIENT_FUNDS,0.052488255545687104
T0009019,C00195,2026-01-18 07:39:16,3222.33,NETBANKING,SUCCESS,,0.06797279446872546
T0015505,C00343,2026-01-18 07:39:23,1826.84,CARD,SUCCESS,,0.0647640071742012
T0002770,C00065,2026-01-18 07:40:10,1067.89,UPI,SUCCESS,,0.08370336347947462
T0035749,C00777,2026-01-18 07:41:15,573.34,CARD,SUCCESS,,0.059555901132074485
T0012679,C00278,2026-01-18 07:41:54,3628.27,NETBANKING,SUCCESS,,0.08498692433367418
T0011791,C00258,2026-01-18 07:42:23,5098.5,UPI,SUCCESS,,0.05276442591732367
T0002551,C00059,2026-01-18 07:43:40,607.94,UPI,SUCCESS,,0.05034824276366064
T0044601,C00973,2026-01-18 07:44:02,791.75,UPI,FAILED,INSUFFICIENT_FUNDS,0.049546446090717164
T0045029,C00983,2026-01-18 07:44:10,359.91,CARD,SUCCESS,,0.07052323792374278
T0010410,C00227,2026-01-18 07:44:16,997.46,NETBANKING,SUCCESS,,0.0773624719558588
T0017019,C00373,2026-01-18 07:44:17,3794.01,CARD,SUCCESS,,0.07653660446290945
T0037971,C00826,2026-01-18 07:44:45,2328.62,UPI,SUCCESS,,0.04650176076677277
T0024928,C00548,2026-01-18 07:45:24,886.07,UPI,SUCCESS,,0.05687484471256468
T0001210,C00027,2026-01-18 07:45:37,1498.86,UPI,SUCCESS,,0.04847557261017387
T0015780,C00347,2026-01-18 07:46:05,1353.37,WALLET,SUCCESS,,0.0768235635268109
T0016630,C00364,2026-01-18 07:46:16,8646.58,UPI,SUCCESS,,0.07397243846480707
T0005460,C00120,2026-01-18 07:46:38,1671.26,UPI,SUCCESS,,0.06878383185931446
T0002199,C00051,2026-01-18 07:47:06,2625.27,UPI,SUCCESS,,0.04552054985845486
T0025977,C00572,2026-01-18 07:48:30,3294.1,NETBANKING,SUCCESS,,0.07968236038170216
T0040386,C00880,2026-01-18 07:48:38,782.56,UPI,SUCCESS,,0.0311363828991613
T0043906,C00956,2026-01-18 07:50:08,668.19,UPI,SUCCESS,,0.05146515793125964
T0030033,C00654,2026-01-18 07:50:12,1069.44,WALLET,SUCCESS,,0.03903860651946809
T0020588,C00452,2026-01-18 07:50:15,895.51,WALLET,SUCCESS,,0.07157375705350229
T0016215,C00354,2026-01-18 07:51:06,5291.88,UPI,SUCCESS,,0.061942669379571956
T0032553,C00708,2026-01-18 07:52:06,1615.05,UPI,SUCCESS,,0.0469828633886771
T0027930,C00612,2026-01-18 07:52:44,1486.47,CARD,SUCCESS,,0.06122460911516573
T0025409,C00558,2026-01-18 07:54:34,1696.97,CARD,SUCCESS,,0.03506683982877814
T0012988,C00285,2026-01-18 07:56:23,1698.05,UPI,FAILED,PAYMENT_TIMEOUT,0.05041553355851746
T0031974,C00695,2026-01-18 07:56:34,610.27,UPI,SUCCESS,,0.07479910894378651
T0031705,C00687,2026-01-18 07:57:12,247.6,NETBANKING,SUCCESS,,0.05536941335954641
T0037647,C00818,2026-01-18 07:57:40,2429.27,CARD,SUCCESS,,0.056617138858341055
T0014299,C00315,2026-01-18 07:58:11,5191.76,CARD,SUCCESS,,0.06794504983690287
T0034791,C00756,2026-01-18 08:00:02,2211.03,UPI,SUCCESS,,0.05197523468055196
T0012495,C00274,2026-01-18 08:01:00,4076.6,UPI,SUCCESS,,0.06353181537667017
T0036508,C00794,2026-01-18 08:01:11,497.9,CARD,SUCCESS,,0.04912846982699818
T0018432,C00405,2026-01-18 08:02:00,859.25,UPI,SUCCESS,,0.0518712650098446
T0019331,C00426,2026-01-18 08:03:04,2322.63,CARD,SUCCESS,,0.06628555496346183
T0038749,C00843,2026-01-18 08:03:38,1818.92,CARD,SUCCESS,,0.06905354977138595
T0001230,C00027,2026-01-18 08:04:13,2624.84,UPI,SUCCESS,,0.052949616535944426
T0009672,C00211,2026-01-18 08:04:59,343.55,UPI,SUCCESS,,0.05332718233444253
T0034574,C00751,2026-01-18 08:06:19,1237.09,UPI,SUCCESS,,0.052386760417292844
T0023453,C00516,2026-01-18 08:06:35,506.1,UPI,SUCCESS,,0.07082615196272778
T0040910,C00892,2026-01-18 08:06:43,3085.53,WALLET,SUCCESS,,0.0675055839893498
T0009763,C00213,2026-01-18 08:07:30,3092.27,NETBANKING,SUCCESS,,0.05504113931513968
T0019006,C00418,2026-01-18 08:08:24,928.45,NETBANKING,SUCCESS,,0.04820905883884097
T0004684,C00105,2026-01-18 08:10:37,1043.93,UPI,SUCCESS,,0.05414869567925848
T0006553,C00143,2026-01-18 08:11:27,1770.74,CARD,SUCCESS,,0.05191818612065723
T0033021,C00718,2026-01-18 08:11:40,5101.52,CARD,SUCCESS,,0.05645611951627191
T0000271,C00006,2026-01-18 08:12:39,1991.65,UPI,SUCCESS,,0.0740938621742627
T0008123,C00176,2026-01-18 08:12:45,2278.07,CARD,FAILED,NETWORK_ERROR,0.06862136853431287
T0018229,C00401,2026-01-18 08:14:50,1211.36,UPI,SUCCESS,,0.05882336836384544
T0028617,C00626,2026-01-18 08:15:21,616.58,UPI,SUCCESS,,0.0417317173863432
T0009222,C00200,2026-01-18 08:15:41,590.17,UPI,SUCCESS,,0.07827833483036405
T0027407,C00600,2026-01-18 08:15:54,477.24,NETBANKING,SUCCESS,,0.04983109826316319
T0039851,C00868,2026-01-18 08:15:57,1341.84,UPI,SUCCESS,,0.049402814959270944
T0000415,C00010,2026-01-18 08:17:08,1236.64,CARD,SUCCESS,,0.04677311653793259
T0005528,C00121,2026-01-18 08:18:37,2059.97,UPI,SUCCESS,,0.04697712008504211
T0022113,C00487,2026-01-18 08:19:42,1782.16,NETBANKING,SUCCESS,,0.062300779025634946
T0042583,C00931,2026-01-18 08:21:14,3936.84,CARD,FAILED,LIMIT_EXCEEDED,0.11964518973276767
T0019886,C00437,2026-01-18 08:24:04,2471.8,NETBANKING,SUCCESS,,0.07031623828823819
T0013790,C00301,2026-01-18 08:24:23,2774.98,UPI,SUCCESS,,0.0581086464038739
T0029766,C00648,2026-01-18 08:25:35,861.6,UPI,SUCCESS,,0.043095917340205236
T0015364,C00339,2026-01-18 08:26:03,274.89,UPI,SUCCESS,,0.045549433678940196
T0045003,C00982,2026-01-18 08:26:23,485.08,CARD,SUCCESS,,0.08268168045111515
T0024645,C00542,2026-01-18 08:26:25,4542.48,WALLET,SUCCESS,,0.08595234470834333
T0026700,C00587,2026-01-18 08:27:07,862.87,UPI,SUCCESS,,0.049678677834199436
T0031420,C00682,2026-01-18 08:29:05,697.52,UPI,SUCCESS,,0.05089807513118651
T0000075,C00002,2026-01-18 08:29:22,1931.5,NETBANKING,SUCCESS,,0.05660865128563388
T0005311,C00117,2026-01-18 08:30:35,1173.9,UPI,SUCCESS,,0.04912855867680122
T0025941,C00571,2026-01-18 08:33:25,1271.78,UPI,SUCCESS,,0.049008740526992736
T0001088,C00024,2026-01-18 08:34:05,3596.65,WALLET,SUCCESS,,0.09240772488434772
T0005416,C00119,2026-01-18 08:36:26,2193.49,UPI,SUCCESS,,0.04169475342842271
T0006073,C00133,2026-01-18 08:36:47,4792.89,UPI,SUCCESS,,0.07613557723891286
T0020502,C00451,2026-01-18 08:36:59,2238.14,UPI,SUCCESS,,0.05113633083937893
T0045398,C00990,2026-01-18 08:37:01,3227.39,CARD,SUCCESS,,0.07613079227910031
T0042548,C00930,2026-01-18 08:38:28,737.46,WALLET,SUCCESS,,0.05852603903759234
