transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank
T0003053,C00071,2026-01-14 18:06:26,2360.22,UPI,FAILED,INSUFFICIENT_FUNDS,19,17.0,2.0,0.8947368421052632,1.5625,1,NONE,13.0,12.0,1.0,2232.172307692308,0.0769230769230769,1.0573646092940163,0.6842105263157895,1,1.5625,60.67111111111111,1.0,82.32,49.32,0.7433,DELAYED_RETRY,0.5642,1331.55,1.0,1330.55,previous payment succeeded,HIGH,964
T0039436,C00858,2026-01-14 18:14:21,641.87,NETBANKING,FAILED,PAYMENT_TIMEOUT,19,18.0,1.0,0.9473684210526316,2.4483333333333333,1,NONE,14.0,13.0,1.0,2059.3357142857144,0.0714285714285714,0.3116878882580027,0.7368421052631579,1,2.4483333333333333,166.02833333333334,1.0,84.37,49.93,0.7623,RETRY_NOW,0.6147,394.57,1.5,393.07,strong historical payment reliability; previous payment succeeded,MEDIUM,2368
T0035038,C00762,2026-01-14 18:18:05,376.28,UPI,FAILED,INSUFFICIENT_FUNDS,29,27.0,2.0,0.9310344827586208,4.335555555555556,1,NONE,13.0,11.0,2.0,1770.7923076923075,0.1538461538461538,0.2124924523138273,0.4482758620689655,1,4.335555555555556,89.73527777777778,1.0,83.12,65.86,0.7515,DELAYED_RETRY,0.5704,214.63,1.0,213.63,strong historical payment reliability; previous payment succeeded,LOW,2749
T0028660,C00627,2026-01-14 18:38:57,2552.94,CARD,FAILED,PAYMENT_TIMEOUT,23,21.0,2.0,0.9130434782608696,6.232777777777778,1,NONE,12.0,10.0,2.0,2804.5141666666664,0.1666666666666666,0.9102967032020104,0.5217391304347826,1,6.232777777777778,149.5186111111111,1.0,81.22,56.4,0.7354,RETRY_NOW,0.593,1513.96,1.5,1512.46,strong historical payment reliability; previous payment succeeded,HIGH,810
T0043239,C00944,2026-01-14 18:42:42,725.7,UPI,FAILED,BANK_DECLINE,36,35.0,1.0,0.9722222222222222,11.246944444444445,1,NONE,16.0,15.0,1.0,2416.639375,0.0625,0.3002930464128517,0.4444444444444444,1,11.246944444444445,144.51361111111112,1.0,88.13,76.68,0.7937,RETRY_NOW,0.5715,414.71,1.5,413.21,strong historical payment reliability; previous payment succeeded,MEDIUM,2322
T0036342,C00791,2026-01-14 18:48:56,4211.36,WALLET,FAILED,INSUFFICIENT_FUNDS,9,6.0,3.0,0.6666666666666666,13.3925,1,NONE,6.0,5.0,1.0,1419.3666666666668,0.1666666666666666,2.967069819872713,0.6666666666666666,1,13.3925,85.16583333333334,1.0,69.93,31.12,0.6328,DELAYED_RETRY,0.4803,2022.7,1.0,2021.7,weak historical payment reliability; previous payment succeeded,HIGH,495
T0038816,C00845,2026-01-14 18:52:23,3014.91,NETBANKING,FAILED,BANK_DECLINE,19,19.0,0.0,1.0,4.756666666666667,1,NONE,11.0,11.0,0.0,2534.0672727272727,0.0,1.1897513662907708,0.5789473684210527,1,4.756666666666667,-1.0,1.0,86.3,46.36,0.7804,RETRY_NOW,0.5619,1694.04,1.5,1692.54,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,677
T0030090,C00655,2026-01-14 19:11:26,1519.27,UPI,FAILED,INSUFFICIENT_FUNDS,26,23.0,3.0,0.8846153846153846,32.93638888888889,1,NONE,13.0,10.0,3.0,3371.33,0.2307692307692307,0.4506441078150166,0.5,1,32.93638888888889,47.598055555555554,1.0,79.82,62.9,0.7228,DELAYED_RETRY,0.5486,833.48,1.0,832.48,previous payment succeeded,MEDIUM,1547
T0024526,C00540,2026-01-14 19:32:19,2877.02,WALLET,FAILED,INSUFFICIENT_FUNDS,14,13.0,1.0,0.9285714285714286,5.2175,1,NONE,10.0,10.0,0.0,1452.938,0.0,1.980139551722097,0.7142857142857143,1,5.2175,300.74305555555554,1.0,83.18,38.14,0.7519,DELAYED_RETRY,0.5707,1641.89,1.0,1640.89,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,712
T0032751,C00713,2026-01-14 20:01:24,13412.25,WALLET,FAILED,INSUFFICIENT_FUNDS,12,11.0,1.0,0.9166666666666666,35.36416666666667,1,NONE,7.0,6.0,1.0,2971.312857142857,0.1428571428571428,4.513913762987886,0.5833333333333334,1,35.36416666666667,135.13111111111112,1.0,78.64,35.86,0.715,DELAYED_RETRY,0.5427,7278.63,1.0,7277.63,strong historical payment reliability; previous payment succeeded,HIGH,20
T0028831,C00630,2026-01-14 20:08:56,777.9,CARD,FAILED,BANK_DECLINE,23,23.0,0.0,1.0,17.595833333333335,1,NONE,13.0,13.0,0.0,4039.454615384615,0.0,0.1925755019099113,0.5652173913043478,1,17.595833333333335,-1.0,1.0,87.52,53.79,0.7902,RETRY_NOW,0.5689,442.58,1.5,441.08,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2272
T0004409,C00097,2026-01-14 20:47:49,321.38,UPI,FAILED,NETWORK_ERROR,16,16.0,0.0,1.0,52.06333333333333,1,NONE,7.0,7.0,0.0,2877.391428571428,0.0,0.1116914427452643,0.4375,1,52.06333333333333,-1.0,1.0,84.5,39.0,0.766,RETRY_NOW,0.6177,198.52,1.5,197.02,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2766
T0007721,C00168,2026-01-14 21:03:29,3209.39,UPI,FAILED,NETWORK_ERROR,24,22.0,2.0,0.9166666666666666,51.01027777777778,1,NONE,13.0,13.0,0.0,1559.9107692307691,0.0,2.057418964792858,0.5416666666666666,1,51.01027777777778,221.6525,1.0,85.14,55.29,0.767,RETRY_NOW,0.6185,1985.04,1.5,1983.54,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,511
T0037614,C00817,2026-01-14 21:16:39,1224.74,UPI,FAILED,NETWORK_ERROR,9,7.0,2.0,0.7777777777777778,40.22833333333333,0,NETWORK_ERROR,8.0,6.0,2.0,1858.81375,0.25,0.6588825803553476,0.8888888888888888,3,81.81916666666666,40.22833333333333,1.0,42.32,34.21,0.2974,RETRY_NOW,0.2398,293.72,1.5,292.22,elevated recent failure rate; repeated consecutive failures,MEDIUM,2598
T0016633,C00364,2026-01-14 21:25:29,2322.0,UPI,FAILED,PAYMENT_TIMEOUT,10,10.0,0.0,1.0,39.95805555555555,1,NONE,4.0,4.0,0.0,2037.4375,0.0,1.1396668609466547,0.4,1,39.95805555555555,-1.0,1.0,82.68,27.86,0.7514,RETRY_NOW,0.6059,1406.97,1.5,1405.47,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,899
T0008894,C00193,2026-01-14 21:30:01,1847.09,UPI,FAILED,INSUFFICIENT_FUNDS,26,21.0,5.0,0.8076923076923077,1.7886111111111112,1,NONE,15.0,14.0,1.0,2135.698,0.0666666666666666,0.8648647889355143,0.5769230769230769,1,1.7886111111111112,188.13583333333327,1.0,81.5,61.05,0.7324,DELAYED_RETRY,0.5559,1026.78,1.0,1025.78,previous payment succeeded,HIGH,1273
T0001406,C00032,2026-01-14 21:32:17,1775.79,UPI,FAILED,NETWORK_ERROR,19,19.0,0.0,1.0,9.252777777777778,1,NONE,9.0,9.0,0.0,2294.165555555556,0.0,0.774046143138948,0.4736842105263157,1,9.252777777777778,-1.0,1.0,85.59,44.93,0.7747,RETRY_NOW,0.6247,1109.37,1.5,1107.87,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1186
T0028000,C00613,2026-01-14 21:39:31,2532.49,UPI,FAILED,BANK_DECLINE,20,18.0,2.0,0.9,0.4713888888888889,1,NONE,13.0,12.0,1.0,1946.22,0.0769230769230769,1.3012352149294528,0.65,1,0.4713888888888889,135.78694444444446,1.0,82.6,50.82,0.7458,RETRY_NOW,0.537,1359.89,1.5,1358.39,strong historical payment reliability; previous payment succeeded,HIGH,941
T0028834,C00630,2026-01-14 21:49:54,1541.47,CARD,FAILED,NETWORK_ERROR,24,23.0,1.0,0.9583333333333334,1.6827777777777777,0,BANK_DECLINE,14.0,13.0,1.0,3806.486428571429,0.0714285714285714,0.4049587536762905,0.5833333333333334,2,19.27861111111111,1.6827777777777777,1.0,60.32,57.43,0.5105,RETRY_NOW,0.4117,634.57,1.5,633.07,strong historical payment reliability; repeated consecutive failures,MEDIUM,1905
T0044544,C00972,2026-01-14 22:00:18,416.1,CARD,FAILED,BANK_DECLINE,16,15.0,1.0,0.9375,41.4975,1,NONE,7.0,7.0,0.0,2047.6,0.0,0.2032135182652862,0.4375,1,41.4975,331.33166666666665,1.0,82.62,39.0,0.7478,RETRY_NOW,0.5384,224.03,1.5,222.53,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2737
T0006559,C00143,2026-01-14 22:23:48,1452.19,CARD,FAILED,BANK_DECLINE,20,18.0,2.0,0.9,22.160555555555558,1,NONE,14.0,13.0,1.0,1596.1692857142857,0.0714285714285714,0.9097969826866736,0.7,1,22.160555555555558,23.68,1.0,83.07,51.43,0.7496,RETRY_NOW,0.5397,783.76,1.5,782.26,strong historical payment reliability; previous payment succeeded,MEDIUM,1626
T0007609,C00166,2026-01-14 23:31:46,1744.05,UPI,FAILED,INSUFFICIENT_FUNDS,22,21.0,1.0,0.9545454545454546,10.556111111111113,1,NONE,13.0,12.0,1.0,1669.8984615384616,0.0769230769230769,1.0444048187176742,0.5909090909090909,1,10.556111111111113,67.95972222222223,1.0,84.49,53.82,0.7636,DELAYED_RETRY,0.5796,1010.8,1.0,1009.8,strong historical payment reliability; previous payment succeeded,HIGH,1295
T0036983,C00803,2026-01-14 23:35:13,3213.93,UPI,FAILED,BANK_DECLINE,21,21.0,0.0,1.0,3.6641666666666666,1,NONE,12.0,12.0,0.0,2264.0,0.0,1.4195803886925795,0.5714285714285714,1,3.6641666666666666,-1.0,1.0,86.91,50.07,0.7853,RETRY_NOW,0.5654,1817.21,1.5,1815.71,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,602
T0023506,C00516,2026-01-14 23:53:47,1115.69,UPI,FAILED,LIMIT_EXCEEDED,31,26.0,5.0,0.8387096774193549,17.468055555555555,1,NONE,14.0,12.0,2.0,1940.5071428571428,0.1428571428571428,0.574947638872018,0.4516129032258064,1,17.468055555555555,21.183333333333334,1.0,81.18,69.36,0.7314,RETRY_NOW,0.5266,587.53,1.5,586.03,previous payment succeeded,MEDIUM,1996
T0007770,C00169,2026-01-15 00:13:11,1857.62,CARD,FAILED,PAYMENT_TIMEOUT,20,20.0,0.0,1.0,13.72222222222222,1,NONE,11.0,11.0,0.0,3028.2745454545457,0.0,0.6134252268468512,0.55,1,13.72222222222222,-1.0,1.0,86.43,47.86,0.7814,RETRY_NOW,0.6301,1170.53,1.5,1169.03,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1108
T0045458,C00991,2026-01-15 00:20:47,1863.01,UPI,FAILED,INSUFFICIENT_FUNDS,23,20.0,3.0,0.8695652173913043,0.9988888888888888,1,NONE,16.0,14.0,2.0,1527.37875,0.125,1.2197433020460706,0.6956521739130435,1,0.9988888888888888,154.23694444444445,1.0,82.18,58.43,0.7409,DELAYED_RETRY,0.5623,1047.65,1.0,1046.65,previous payment succeeded,HIGH,1256
T0018236,C00402,2026-01-15 00:26:13,1781.66,CARD,FAILED,BANK_DECLINE,24,24.0,0.0,1.0,1.2061111111111111,1,NONE,10.0,10.0,0.0,3464.439,0.0,0.5142708530876139,0.4166666666666667,1,1.2061111111111111,-1.0,1.0,86.57,53.14,0.7826,RETRY_NOW,0.5635,1003.92,1.5,1002.42,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1309
T0023266,C00512,2026-01-15 01:33:02,1501.03,CARD,FAILED,INSUFFICIENT_FUNDS,33,29.0,4.0,0.8787878787878788,13.593333333333334,0,BANK_DECLINE,19.0,17.0,2.0,3157.1,0.1052631578947368,0.4754458205315004,0.5757575757575758,2,28.5975,13.593333333333334,1.0,60.17,75.18,0.5053,DELAYED_RETRY,0.3835,575.68,1.0,574.68,repeated consecutive failures,MEDIUM,2016
T0003786,C00084,2026-01-15 01:34:01,1651.84,UPI,FAILED,NETWORK_ERROR,31,31.0,0.0,1.0,18.377777777777776,1,NONE,16.0,16.0,0.0,2070.271875,0.0,0.7978855434144368,0.5161290322580645,1,18.377777777777776,-1.0,1.0,89.59,67.93,0.8067,RETRY_NOW,0.6505,1074.56,1.5,1073.06,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1226
T0033013,C00718,2026-01-15 01:37:35,797.2,CARD,FAILED,INSUFFICIENT_FUNDS,27,26.0,1.0,0.9629629629629628,19.2325,1,NONE,20.0,19.0,1.0,2139.537,0.05,0.372603979272151,0.7407407407407407,1,19.2325,93.93,1.0,88.41,65.79,0.7954,DELAYED_RETRY,0.6037,481.28,1.0,480.28,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2186
T0021209,C00467,2026-01-15 01:59:10,908.96,UPI,FAILED,PAYMENT_TIMEOUT,32,27.0,5.0,0.84375,1.1141666666666667,1,NONE,20.0,18.0,2.0,1713.581,0.1,0.5304447236518145,0.625,1,1.1141666666666667,77.4025,1.0,84.46,74.29,0.7579,RETRY_NOW,0.6112,555.53,1.5,554.03,previous payment succeeded,MEDIUM,2056
T0029260,C00638,2026-01-15 02:23:42,302.98,UPI,FAILED,BANK_DECLINE,26,23.0,3.0,0.8846153846153846,32.20666666666666,1,NONE,12.0,10.0,2.0,1911.5425,0.1666666666666666,0.1585002687620076,0.4615384615384615,1,32.20666666666666,88.7761111111111,1.0,80.74,60.9,0.7302,RETRY_NOW,0.5257,159.29,1.5,157.79,previous payment succeeded,LOW,2829
T0002613,C00060,2026-01-15 02:35:07,694.56,UPI,FAILED,INSUFFICIENT_FUNDS,12,12.0,0.0,1.0,19.037222222222223,1,NONE,8.0,8.0,0.0,3050.37375,0.0,0.2276966879878244,0.6666666666666666,1,19.037222222222223,-1.0,1.0,84.36,33.71,0.7649,DELAYED_RETRY,0.5806,403.23,1.0,402.23,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2352
T0044835,C00978,2026-01-15 03:14:02,1007.12,CARD,FAILED,INSUFFICIENT_FUNDS,25,25.0,0.0,1.0,19.249166666666667,1,NONE,17.0,17.0,0.0,1868.3470588235296,0.0,0.5390433191968994,0.68,1,19.249166666666667,-1.0,1.0,89.2,59.64,0.8036,DELAYED_RETRY,0.6099,614.28,1.0,613.28,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1948
T0004528,C00099,2026-01-15 03:16:48,706.89,CARD,FAILED,LIMIT_EXCEEDED,25,24.0,1.0,0.96,4.835833333333333,1,NONE,18.0,18.0,0.0,1579.1016666666667,0.0,0.4476532543292019,0.72,1,4.835833333333333,172.39888888888888,1.0,88.35,60.36,0.7948,RETRY_NOW,0.5723,404.52,1.5,403.02,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2347
T0037718,C00819,2026-01-15 03:25:42,1781.1,CARD,FAILED,PAYMENT_TIMEOUT,16,14.0,2.0,0.875,31.54083333333333,1,NONE,9.0,8.0,1.0,3274.96,0.1111111111111111,0.5438539707355204,0.5625,1,31.54083333333333,73.54055555555556,1.0,79.24,42.65,0.7177,RETRY_NOW,0.5788,1030.82,1.5,1029.32,previous payment succeeded,HIGH,1268
T0021709,C00478,2026-01-15 03:36:03,3704.78,WALLET,FAILED,INSUFFICIENT_FUNDS,41,39.0,2.0,0.951219512195122,5.122222222222222,1,NONE,23.0,21.0,2.0,1725.9291304347828,0.0869565217391304,2.146542366468269,0.5609756097560976,1,5.122222222222222,124.725,1.0,90.01,88.17,0.8076,DELAYED_RETRY,0.613,2270.91,1.0,2269.91,strong historical payment reliability; previous payment succeeded,HIGH,406
T0008556,C00186,2026-01-15 03:48:01,4692.25,CARD,FAILED,INSUFFICIENT_FUNDS,30,28.0,2.0,0.9333333333333332,9.0675,1,NONE,13.0,12.0,1.0,2536.6930769230767,0.0769230769230769,1.849750780922831,0.4333333333333333,1,9.0675,155.77833333333334,1.0,84.85,65.82,0.7655,DELAYED_RETRY,0.581,2726.27,1.0,2725.27,strong historical payment reliability; previous payment succeeded,HIGH,281
T0041637,C00908,2026-01-15 03:56:38,1669.4,CARD,FAILED,NETWORK_ERROR,42,38.0,4.0,0.9047619047619048,1.3605555555555555,1,NONE,22.0,20.0,2.0,1625.594090909091,0.0909090909090909,1.0269476306144858,0.5238095238095238,1,1.3605555555555555,13.836388888888887,1.0,88.18,87.53,0.7907,RETRY_NOW,0.6376,1064.44,1.5,1062.94,strong historical payment reliability; previous payment succeeded,HIGH,1236
T0017280,C00378,2026-01-15 04:11:06,1892.78,UPI,FAILED,INSUFFICIENT_FUNDS,29,26.0,3.0,0.896551724137931,12.581388888888888,1,NONE,16.0,14.0,2.0,2430.9993750000003,0.125,0.7786015987766347,0.5517241379310345,1,12.581388888888888,124.84666666666666,1.0,83.74,67.43,0.7547,DELAYED_RETRY,0.5728,1084.22,1.0,1083.22,previous payment succeeded,HIGH,1221
T0020864,C00460,2026-01-15 04:11:53,1499.39,UPI,FAILED,BANK_DECLINE,20,17.0,3.0,0.85,26.793055555555554,1,NONE,15.0,14.0,1.0,2194.4266666666667,0.0666666666666666,0.6832718644809275,0.75,1,26.793055555555554,69.31,1.0,82.02,52.05,0.7387,RETRY_NOW,0.5319,797.47,1.5,795.97,previous payment succeeded,MEDIUM,1603
T0010564,C00230,2026-01-15 04:25:52,2648.1,CARD,FAILED,INSUFFICIENT_FUNDS,30,27.0,3.0,0.9,12.435277777777776,1,NONE,14.0,13.0,1.0,1468.4257142857143,0.0714285714285714,1.8033598664458923,0.4666666666666667,1,12.435277777777776,102.98805555555556,1.0,84.32,66.43,0.7596,DELAYED_RETRY,0.5765,1526.73,1.0,1525.73,strong historical payment reliability; previous payment succeeded,HIGH,800
T0039679,C00865,2026-01-15 04:40:53,10184.35,UPI,FAILED,INSUFFICIENT_FUNDS,19,18.0,1.0,0.9473684210526316,50.61333333333334,1,NONE,9.0,8.0,1.0,1780.8255555555556,0.1111111111111111,5.718892548587016,0.4736842105263157,1,50.61333333333334,91.60416666666669,1.0,81.79,47.15,0.7417,DELAYED_RETRY,0.563,5733.28,1.0,5732.28,strong historical payment reliability; previous payment succeeded,HIGH,49
T0026707,C00587,2026-01-15 04:47:41,2053.36,UPI,FAILED,INSUFFICIENT_FUNDS,37,36.0,1.0,0.972972972972973,4.998055555555555,1,NONE,17.0,17.0,0.0,2421.978235294117,0.0,0.8478028291408847,0.4594594594594595,1,4.998055555555555,296.56305555555554,1.0,89.89,77.64,0.8078,DELAYED_RETRY,0.6131,1258.96,1.0,1257.96,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1025
T0032607,C00709,2026-01-15 04:57:50,1557.32,NETBANKING,FAILED,BANK_DECLINE,17,16.0,1.0,0.9411764705882352,44.581944444444446,1,NONE,10.0,9.0,1.0,2331.699,0.1,0.6678906668485083,0.5882352941176471,1,44.581944444444446,56.125,1.0,81.93,44.64,0.7425,RETRY_NOW,0.5346,832.54,1.5,831.04,strong historical payment reliability; previous payment succeeded,MEDIUM,1551
T0038381,C00835,2026-01-15 04:59:16,1986.8,CARD,FAILED,NETWORK_ERROR,25,22.0,3.0,0.88,5.892777777777778,1,NONE,17.0,16.0,1.0,2454.110588235294,0.0588235294117647,0.8095804685919519,0.68,1,5.892777777777778,167.23805555555555,1.0,84.42,60.82,0.7594,RETRY_NOW,0.6124,1216.68,1.5,1215.18,previous payment succeeded,HIGH,1066
T0020656,C00454,2026-01-15 04:59:17,6126.01,UPI,FAILED,PAYMENT_TIMEOUT,22,21.0,1.0,0.9545454545454546,7.649444444444445,1,NONE,11.0,11.0,0.0,2196.1981818181816,0.0,2.789370308524897,0.5,1,7.649444444444445,318.1175,1.0,85.31,50.86,0.7702,RETRY_NOW,0.6211,3804.8,1.5,3803.3,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,134
T0006828,C00150,2026-01-15 05:13:53,1469.77,CARD,FAILED,BANK_DECLINE,11,10.0,1.0,0.9090909090909092,4.067777777777778,1,NONE,6.0,6.0,0.0,2487.6983333333333,0.0,0.5908152046838476,0.5454545454545454,1,4.067777777777778,288.6988888888889,1.0,80.79,30.79,0.7318,RETRY_NOW,0.5269,774.42,1.5,772.92,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1645
T0029346,C00639,2026-01-15 05:16:06,1610.69,UPI,FAILED,PAYMENT_TIMEOUT,45,43.0,2.0,0.9555555555555556,2.808333333333333,1,NONE,21.0,21.0,0.0,2080.8385714285714,0.0,0.7740581235449719,0.4666666666666667,1,2.808333333333333,255.6083333333333,1.0,91.17,85.0,0.8171,RETRY_NOW,0.6589,1061.3,1.5,1059.8,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1242
T0014660,C00324,2026-01-15 05:21:36,1008.11,UPI,FAILED,INSUFFICIENT_FUNDS,29,28.0,1.0,0.9655172413793104,8.29,1,NONE,14.0,14.0,0.0,2480.075,0.0,0.4064836748888643,0.4827586206896552,1,8.29,330.3911111111111,1.0,87.59,63.5,0.789,DELAYED_RETRY,0.5989,603.71,1.0,602.71,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1970
T0037202,C00808,2026-01-15 05:25:47,2294.55,UPI,FAILED,PAYMENT_TIMEOUT,29,29.0,0.0,1.0,41.86222222222222,1,NONE,11.0,11.0,0.0,2353.7727272727275,0.0,0.9748392329528996,0.3793103448275862,1,41.86222222222222,-1.0,1.0,87.55,61.36,0.7904,RETRY_NOW,0.6374,1462.5,1.5,1461.0,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,849
T0045345,C00989,2026-01-15 05:32:05,427.07,UPI,FAILED,NETWORK_ERROR,22,21.0,1.0,0.9545454545454546,14.128055555555555,1,NONE,13.0,12.0,1.0,3116.7638461538463,0.0769230769230769,0.1370235350127708,0.5909090909090909,1,14.128055555555555,109.07583333333334,1.0,84.49,53.82,0.7636,RETRY_NOW,0.6158,262.98,1.5,261.48,strong historical payment reliability; previous payment succeeded,MEDIUM,2653
T0038562,C00839,2026-01-15 05:43:34,254.0,UPI,FAILED,INSUFFICIENT_FUNDS,21,19.0,2.0,0.9047619047619048,6.651944444444444,1,NONE,10.0,9.0,1.0,4274.497,0.1,0.0594221963426339,0.4761904761904761,1,6.651944444444444,142.29722222222222,1.0,81.34,50.64,0.736,DELAYED_RETRY,0.5586,141.89,1.0,140.89,strong historical payment reliability; previous payment succeeded,LOW,2847
T0014941,C00329,2026-01-15 05:50:52,5939.97,UPI,FAILED,PAYMENT_TIMEOUT,26,26.0,0.0,1.0,10.380833333333332,1,NONE,13.0,13.0,0.0,1982.02,0.0,2.9969273771203118,0.5,1,10.380833333333332,-1.0,1.0,87.89,58.29,0.7931,RETRY_NOW,0.6396,3798.94,1.5,3797.44,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,136
T0018355,C00404,2026-01-15 06:18:49,365.31,NETBANKING,FAILED,NETWORK_ERROR,27,25.0,2.0,0.925925925925926,20.6225,1,NONE,15.0,14.0,1.0,2293.852,0.0666666666666666,0.1592561333512362,0.5555555555555556,1,20.6225,68.97666666666667,1.0,85.18,62.55,0.7677,RETRY_NOW,0.6191,226.15,1.5,224.65,strong historical payment reliability; previous payment succeeded,LOW,2735
T0045305,C00988,2026-01-15 06:31:57,1335.19,WALLET,FAILED,INSUFFICIENT_FUNDS,15,14.0,1.0,0.9333333333333332,42.01111111111111,1,NONE,7.0,7.0,0.0,1222.7457142857145,0.0,1.0919604823804037,0.4666666666666667,1,42.01111111111111,223.6513888888889,1.0,82.38,37.5,0.7457,DELAYED_RETRY,0.566,755.7,1.0,754.7,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1687
T0020946,C00461,2026-01-15 06:41:10,1153.86,NETBANKING,FAILED,INSUFFICIENT_FUNDS,33,29.0,4.0,0.8787878787878788,3.8697222222222223,1,NONE,14.0,12.0,2.0,2359.2671428571425,0.1428571428571428,0.4890756027749537,0.4242424242424242,1,3.8697222222222223,63.08416666666667,1.0,82.63,72.36,0.745,DELAYED_RETRY,0.5655,652.46,1.0,651.46,previous payment succeeded,MEDIUM,1865
T0022419,C00493,2026-01-15 07:14:12,3078.5,CARD,FAILED,LIMIT_EXCEEDED,34,30.0,4.0,0.8823529411764706,8.577777777777778,1,NONE,15.0,13.0,2.0,2691.6726666666664,0.1333333333333333,1.1437126208263562,0.4411764705882353,1,8.577777777777778,51.049166666666665,1.0,83.41,74.38,0.7514,RETRY_NOW,0.541,1665.49,1.5,1663.99,previous payment succeeded,HIGH,699
T0025122,C00552,2026-01-15 07:58:09,1617.36,NETBANKING,FAILED,NETWORK_ERROR,26,26.0,0.0,1.0,14.221111111111112,1,NONE,11.0,11.0,0.0,2293.8918181818185,0.0,0.7050724830092248,0.4230769230769231,1,14.221111111111112,-1.0,1.0,87.18,56.86,0.7874,RETRY_NOW,0.635,1026.96,1.5,1025.46,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1274
T0010689,C00232,2026-01-15 08:09:47,1241.52,CARD,FAILED,INSUFFICIENT_FUNDS,34,32.0,2.0,0.9411764705882352,1.696388888888889,1,NONE,20.0,18.0,2.0,2799.4435,0.1,0.4434881432684746,0.5882352941176471,1,1.696388888888889,15.786666666666669,1.0,87.63,77.29,0.7881,DELAYED_RETRY,0.5982,742.64,1.0,741.64,strong historical payment reliability; previous payment succeeded,MEDIUM,1705
T0018699,C00412,2026-01-15 08:50:55,1880.22,NETBANKING,FAILED,PAYMENT_TIMEOUT,12,12.0,0.0,1.0,97.95805555555556,1,NONE,5.0,5.0,0.0,2109.9120000000003,0.0,0.8911366919568209,0.4166666666666667,1,97.95805555555556,-1.0,1.0,83.29,31.57,0.7563,RETRY_NOW,0.6099,1146.71,1.5,1145.21,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1135
T0007818,C00170,2026-01-15 09:04:57,1302.16,UPI,FAILED,NETWORK_ERROR,15,11.0,4.0,0.7333333333333333,16.10638888888889,0,NETWORK_ERROR,8.0,6.0,2.0,3834.13,0.25,0.3396233304556705,0.5333333333333333,2,20.797777777777775,16.10638888888889,1.0,46.73,43.21,0.3905,RETRY_NOW,0.3149,410.05,1.5,408.55,elevated recent failure rate; repeated consecutive failures,MEDIUM,2332
T0021313,C00469,2026-01-15 09:13:03,564.77,CARD,FAILED,INSUFFICIENT_FUNDS,27,23.0,4.0,0.8518518518518519,1.909166666666667,1,NONE,18.0,14.0,4.0,2328.276666666666,0.2222222222222222,0.2425699694910255,0.6666666666666666,1,1.909166666666667,53.85305555555556,1.0,80.91,67.8,0.7299,DELAYED_RETRY,0.554,312.88,1.0,311.88,previous payment succeeded,MEDIUM,2553
T0013386,C00293,2026-01-15 09:23:11,3721.62,CARD,FAILED,BANK_DECLINE,31,29.0,2.0,0.935483870967742,3.692222222222222,1,NONE,23.0,21.0,2.0,1715.4104347826087,0.0869565217391304,2.169521605172954,0.7419354838709677,1,3.692222222222222,93.1613888888889,1.0,88.41,74.67,0.7941,RETRY_NOW,0.5718,2127.84,1.5,2126.34,strong historical payment reliability; previous payment succeeded,HIGH,453
