fields,field_count,source_unique_keys,target_unique_keys,shared_keys,deterministic_matches,ambiguous_matches,source_coverage,target_coverage,source_unique_rows,target_unique_rows,dataset,dataset_rows,direct_transaction_overlap
historical_success_rate + transactions_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,577,2894,577,20,557,0.03466204506065858,0.006910850034554251,20,2890,causal_uplift_v2_predictions.csv,3000,0
historical_success_rate + successful_payments_last_7d + failed_payments_last_7d + avg_amount_last_7d,4,577,2894,577,20,557,0.03466204506065858,0.006910850034554251,20,2890,causal_uplift_v2_predictions.csv,3000,0
historical_success_rate + successful_payments_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,577,2894,577,20,557,0.03466204506065858,0.006910850034554251,20,2890,causal_uplift_v2_predictions.csv,3000,0
historical_success_rate + failed_payments_last_7d + avg_amount_last_7d + failure_rate_last_7d,4,577,2894,577,20,557,0.03466204506065858,0.006910850034554251,20,2890,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + previous_transaction_success,3,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2886,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + avg_amount_last_7d,3,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_transaction_count + historical_failure_count + historical_success_rate + hours_since_previous_transaction,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_transaction_count + historical_failure_count + historical_success_rate + avg_amount_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + hours_since_previous_transaction + transactions_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + hours_since_previous_transaction + successful_payments_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + previous_transaction_success + avg_amount_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + previous_failure_reason + avg_amount_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + transactions_last_7d + avg_amount_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + successful_payments_last_7d + avg_amount_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + failed_payments_last_7d + avg_amount_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
historical_failure_count + historical_success_rate + avg_amount_last_7d + failure_rate_last_7d,4,577,2895,577,20,557,0.03466204506065858,0.0069084628670120895,20,2892,causal_uplift_v2_predictions.csv,3000,0
amount + previous_failure_reason,2,577,2897,577,20,557,0.03466204506065858,0.0069036934760096655,20,2890,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success,2,577,2898,577,20,557,0.03466204506065858,0.006901311249137336,20,2892,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + failure_rate_last_7d,3,577,2898,577,20,557,0.03466204506065858,0.006901311249137336,20,2892,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + previous_failure_reason,3,577,2898,577,20,557,0.03466204506065858,0.006901311249137336,20,2892,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + previous_transaction_success + successful_payments_last_7d,4,577,2898,577,20,557,0.03466204506065858,0.006901311249137336,20,2892,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + transactions_last_7d + successful_payments_last_7d,4,577,2899,577,20,557,0.03466204506065858,0.006898930665746809,20,2894,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + transactions_last_7d + failed_payments_last_7d,4,577,2899,577,20,557,0.03466204506065858,0.006898930665746809,20,2894,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + transactions_last_7d + failure_rate_last_7d,4,577,2899,577,20,557,0.03466204506065858,0.006898930665746809,20,2894,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + successful_payments_last_7d + failed_payments_last_7d,4,577,2899,577,20,557,0.03466204506065858,0.006898930665746809,20,2894,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + successful_payments_last_7d + failure_rate_last_7d,4,577,2899,577,20,557,0.03466204506065858,0.006898930665746809,20,2894,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + failed_payments_last_7d + failure_rate_last_7d,4,577,2899,577,20,557,0.03466204506065858,0.006898930665746809,20,2894,causal_uplift_v2_predictions.csv,3000,0
amount + failed_payments_last_7d,2,577,2900,577,20,557,0.03466204506065858,0.006896551724137931,20,2896,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + successful_payments_last_7d,3,577,2900,577,20,557,0.03466204506065858,0.006896551724137931,20,2896,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + failure_rate_last_7d,3,577,2900,577,20,557,0.03466204506065858,0.006896551724137931,20,2896,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + previous_transaction_success + successful_payments_last_7d,4,577,2900,577,20,557,0.03466204506065858,0.006896551724137931,20,2896,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + previous_failure_reason + successful_payments_last_7d,4,577,2900,577,20,557,0.03466204506065858,0.006896551724137931,20,2896,causal_uplift_v2_predictions.csv,3000,0
timestamp,1,576,2901,576,20,556,0.034722222222222224,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
amount + failure_rate_last_7d,2,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + transactions_last_7d,3,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
amount + previous_failure_reason + failed_payments_last_7d,3,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
amount + previous_failure_reason + failure_rate_last_7d,3,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
amount + failed_payments_last_7d + failure_rate_last_7d,3,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + previous_transaction_success + transactions_last_7d,4,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + previous_transaction_success + failure_rate_last_7d,4,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + previous_failure_reason + transactions_last_7d,4,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + previous_failure_reason + failure_rate_last_7d,4,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
amount + previous_failure_reason + failed_payments_last_7d + failure_rate_last_7d,4,577,2901,577,20,557,0.03466204506065858,0.006894174422612892,20,2898,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_transaction_success,2,576,2902,576,20,556,0.034722222222222224,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_failure_reason,2,576,2902,576,20,556,0.034722222222222224,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_transaction_success + previous_failure_reason,3,576,2902,576,20,556,0.034722222222222224,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count,2,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
timestamp + failed_payments_last_7d,2,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
amount + historical_failure_count,2,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + previous_failure_reason,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count + failed_payments_last_7d,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + failed_payments_last_7d,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + failure_rate_last_7d,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + avg_amount_last_7d,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + avg_amount_last_7d,3,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + previous_transaction_success + previous_failure_reason,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + previous_failure_reason + successful_payments_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + failed_payments_last_7d + failure_rate_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + previous_failure_reason + failed_payments_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + previous_failure_reason + failure_rate_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + failed_payments_last_7d + failure_rate_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_transaction_count + historical_success_count + historical_failure_count + hours_since_previous_transaction,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_transaction_count + historical_success_count + historical_failure_count + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_transaction_count + historical_success_count + historical_success_rate + hours_since_previous_transaction,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_transaction_count + historical_success_count + historical_success_rate + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + historical_success_rate + hours_since_previous_transaction,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + historical_success_rate + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction + previous_transaction_success,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction + previous_failure_reason,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction + transactions_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction + successful_payments_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction + failed_payments_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + hours_since_previous_transaction + failure_rate_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + previous_transaction_success + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + previous_failure_reason + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + transactions_last_7d + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + successful_payments_last_7d + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + failed_payments_last_7d + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_failure_count + avg_amount_last_7d + failure_rate_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction + previous_transaction_success,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction + previous_failure_reason,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction + transactions_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction + successful_payments_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction + failed_payments_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + hours_since_previous_transaction + failure_rate_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + previous_transaction_success + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + previous_failure_reason + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + transactions_last_7d + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + successful_payments_last_7d + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + failed_payments_last_7d + avg_amount_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
historical_success_count + historical_success_rate + avg_amount_last_7d + failure_rate_last_7d,4,577,2902,577,20,557,0.03466204506065858,0.006891798759476223,20,2900,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_rate,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + transactions_last_7d,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + successful_payments_last_7d,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + failure_rate_last_7d,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + transactions_last_7d,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + successful_payments_last_7d,2,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + historical_success_count,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + historical_failure_count,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + historical_success_rate,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + previous_transaction_success,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + previous_failure_reason,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_transaction_count + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + historical_failure_count,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + historical_success_rate,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + previous_transaction_success,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + previous_failure_reason,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_count + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count + historical_success_rate,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count + previous_transaction_success,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count + previous_failure_reason,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_failure_count + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_rate + previous_transaction_success,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_rate + previous_failure_reason,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_rate + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_rate + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_rate + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + historical_success_rate + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_transaction_success + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_transaction_success + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_transaction_success + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_transaction_success + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_failure_reason + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_failure_reason + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_failure_reason + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + previous_failure_reason + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + transactions_last_7d + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + transactions_last_7d + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + transactions_last_7d + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + successful_payments_last_7d + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + successful_payments_last_7d + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
timestamp + failed_payments_last_7d + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + historical_failure_count + previous_transaction_success,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + historical_failure_count + previous_failure_reason,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + historical_failure_count + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + previous_transaction_success + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + previous_failure_reason + transactions_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + previous_failure_reason + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + transactions_last_7d + successful_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + transactions_last_7d + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + transactions_last_7d + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + successful_payments_last_7d + failed_payments_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
amount + successful_payments_last_7d + failure_rate_last_7d,3,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + previous_transaction_success + transactions_last_7d,4,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_count + previous_transaction_success + failure_rate_last_7d,4,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
customer_id + historical_success_rate + transactions_last_7d + successful_payments_last_7d,4,577,2903,577,20,557,0.03466204506065858,0.006889424733034792,20,2902,causal_uplift_v2_predictions.csv,3000,0
