transaction_id,customer_id,timestamp,amount,payment_method,status,failure_reason,historical_transaction_count,historical_success_count,historical_failure_count,historical_success_rate,hours_since_previous_transaction,previous_transaction_success,previous_failure_reason,transactions_last_7d,successful_payments_last_7d,failed_payments_last_7d,avg_amount_last_7d,failure_rate_last_7d,amount_vs_recent_average,payment_momentum,failure_streak,hours_since_last_success,hours_since_last_failure,method_share,recoverability_score,model_confidence,base_recovery_probability,recommended_action,action_recovery_probability,expected_recovery,intervention_cost,expected_net_recovery,decision_reason,priority,opportunity_rank,actual_recovery_probability,recovered,recovered_amount,customer_friction_cost,net_recovered_value,recovery_status
T0021886,C00482,2026-01-17 15:31:27,5256.59,UPI,FAILED,INSUFFICIENT_FUNDS,20,18.0,2.0,0.9,5.498333333333333,0,BANK_DECLINE,8.0,7.0,1.0,1933.61875,0.125,2.7185245281677166,0.4,2,7.513888888888889,5.498333333333333,1.0,54.86,48.21,0.4639,DELAYED_RETRY,0.3521,1850.85,1.0,1849.85,strong historical payment reliability; repeated consecutive failures,HIGH,584,0.5690654727656251,1,5256.59,0.15,5255.44,RECOVERED
T0010595,C00230,2026-01-17 16:08:49,2100.62,CARD,FAILED,PAYMENT_TIMEOUT,33,29.0,4.0,0.8787878787878788,4.796111111111111,1,NONE,13.0,11.0,2.0,1644.0969230769228,0.1538461538461538,1.2776740656315415,0.3939393939393939,1,4.796111111111111,59.715833333333336,1.0,82.05,71.86,0.7403,RETRY_NOW,0.597,1254.02,1.5,1252.52,previous payment succeeded,HIGH,1028,0.7690450895104893,1,2100.62,0.25,2098.87,RECOVERED
T0037962,C00825,2026-01-17 17:24:33,3596.79,CARD,FAILED,NETWORK_ERROR,39,36.0,3.0,0.9230769230769232,2.6794444444444445,1,NONE,17.0,15.0,2.0,2020.4917647058824,0.1176470588235294,1.7801557337817584,0.4358974358974359,1,2.6794444444444445,16.505,1.0,86.29,83.0,0.7765,RETRY_NOW,0.6262,2252.2,1.5,2250.7,strong historical payment reliability; previous payment succeeded,HIGH,413,0.7990988190045248,1,3596.79,0.25,3595.04,RECOVERED
T0033761,C00733,2026-01-17 17:33:18,1086.98,NETBANKING,FAILED,INSUFFICIENT_FUNDS,38,36.0,2.0,0.9473684210526316,16.404722222222222,1,NONE,17.0,16.0,1.0,1606.6382352941175,0.0588235294117647,0.67655554070703,0.4473684210526316,1,16.404722222222222,27.74361111111111,1.0,88.07,80.32,0.7919,DELAYED_RETRY,0.6011,653.33,1.0,652.33,strong historical payment reliability; previous payment succeeded,MEDIUM,1864,0.7747487562229103,1,1086.98,0.15,1085.83,RECOVERED
T0025270,C00555,2026-01-17 17:59:41,1411.02,UPI,FAILED,INSUFFICIENT_FUNDS,13,13.0,0.0,1.0,16.154444444444444,1,NONE,3.0,3.0,0.0,3140.346666666667,0.0,0.4493198203170775,0.2307692307692307,1,16.154444444444444,-1.0,1.0,82.7,31.64,0.7516,DELAYED_RETRY,0.5705,804.94,1.0,803.94,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1591,0.7359171999999999,1,1411.02,0.15,1409.87,RECOVERED
T0034090,C00740,2026-01-17 18:56:02,713.08,CARD,FAILED,NETWORK_ERROR,25,23.0,2.0,0.92,2.2172222222222224,1,NONE,12.0,11.0,1.0,1618.1391666666666,0.0833333333333333,0.4406790310062948,0.48,1,2.2172222222222224,29.565555555555555,1.0,83.34,57.74,0.7527,RETRY_NOW,0.607,432.82,1.5,431.32,strong historical payment reliability; previous payment succeeded,MEDIUM,2292,0.7729467686,0,0.0,0.25,0.0,NOT_RECOVERED
T0040955,C00892,2026-01-17 19:07:31,184.96,WALLET,FAILED,INSUFFICIENT_FUNDS,29,28.0,1.0,0.9655172413793104,13.437222222222225,1,NONE,11.0,10.0,1.0,1455.7563636363636,0.0909090909090909,0.1270542273557263,0.3793103448275862,1,13.437222222222225,95.10833333333332,1.0,84.7,63.18,0.7659,DELAYED_RETRY,0.5813,107.52,1.0,106.52,strong historical payment reliability; previous payment succeeded,LOW,2878,0.753185304224138,1,184.96,0.15,183.81,RECOVERED
T0028245,C00619,2026-01-17 20:29:40,1069.29,UPI,FAILED,NETWORK_ERROR,37,36.0,1.0,0.972972972972973,28.599444444444444,1,NONE,16.0,16.0,0.0,1800.341875,0.0,0.5939371931789343,0.4324324324324324,1,28.599444444444444,236.99972222222223,1.0,89.53,76.93,0.8049,RETRY_NOW,0.6491,694.05,1.5,692.55,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1785,0.8236645772972971,1,1069.29,0.25,1067.54,RECOVERED
T0043543,C00949,2026-01-17 21:18:08,2085.08,UPI,FAILED,INSUFFICIENT_FUNDS,28,28.0,0.0,1.0,27.626666666666665,1,NONE,11.0,11.0,0.0,2298.07,0.0,0.9073178797860812,0.3928571428571428,1,27.626666666666665,-1.0,1.0,87.43,59.86,0.7894,DELAYED_RETRY,0.5992,1249.29,1.0,1248.29,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1034,0.7706278,0,0.0,0.15,0.0,NOT_RECOVERED
T0030546,C00665,2026-01-17 21:38:28,389.98,UPI,FAILED,PAYMENT_TIMEOUT,20,20.0,0.0,1.0,36.48555555555556,1,NONE,12.0,12.0,0.0,2437.0016666666666,0.0,0.1600245109940425,0.6,1,36.48555555555556,-1.0,1.0,86.79,48.57,0.7843,RETRY_NOW,0.6325,246.65,1.5,245.15,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2683,0.7936553,1,389.98,0.25,388.23,RECOVERED
T0001489,C00034,2026-01-17 22:48:11,3006.75,NETBANKING,FAILED,BANK_DECLINE,34,32.0,2.0,0.9411764705882352,24.559722222222224,1,NONE,13.0,13.0,0.0,1580.3115384615385,0.0,1.9026311754498264,0.3823529411764705,1,24.559722222222224,252.88972222222225,1.0,87.13,70.29,0.7841,RETRY_NOW,0.5646,1697.47,1.5,1695.97,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,673,0.6546415811764708,1,3006.75,0.25,3005.0,RECOVERED
T0027657,C00605,2026-01-17 22:56:42,2222.37,CARD,FAILED,INSUFFICIENT_FUNDS,39,38.0,1.0,0.9743589743589745,1.900555555555556,1,NONE,16.0,16.0,0.0,4602.201875,0.0,0.4828927674972971,0.4102564102564102,1,1.900555555555556,316.9783333333333,1.0,89.82,79.93,0.8073,DELAYED_RETRY,0.6127,1361.74,1.0,1360.74,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,939,0.7895691373076922,0,0.0,0.15,0.0,NOT_RECOVERED
T0024276,C00534,2026-01-17 23:05:04,4412.57,CARD,FAILED,PAYMENT_TIMEOUT,38,35.0,3.0,0.9210526315789472,9.772222222222222,1,NONE,13.0,12.0,1.0,1993.1838461538464,0.0769230769230769,2.213829902602677,0.3421052631578947,1,9.772222222222222,132.62416666666667,1.0,85.49,77.82,0.77,RETRY_NOW,0.6209,2739.89,1.5,2738.39,strong historical payment reliability; previous payment succeeded,HIGH,277,0.7991393310323885,1,4412.57,0.25,4410.82,RECOVERED
T0026601,C00585,2026-01-17 23:27:13,1595.44,UPI,FAILED,BANK_DECLINE,38,35.0,3.0,0.9210526315789472,8.094444444444445,1,NONE,20.0,18.0,2.0,1692.3169999999998,0.1,0.9427548148485184,0.5263157894736842,1,8.094444444444445,8.419444444444444,1.0,87.52,83.29,0.7862,RETRY_NOW,0.5661,903.12,1.5,901.62,strong historical payment reliability; previous payment succeeded,MEDIUM,1451,0.6459944966184211,0,0.0,0.25,0.0,NOT_RECOVERED
T0015202,C00335,2026-01-17 23:34:02,944.3,WALLET,FAILED,LIMIT_EXCEEDED,32,30.0,2.0,0.9375,15.113611111111112,1,NONE,14.0,12.0,2.0,2299.703571428571,0.1428571428571428,0.410618138673152,0.4375,1,15.113611111111112,20.19972222222222,1.0,84.27,70.86,0.761,RETRY_NOW,0.5479,517.4,1.5,515.9,strong historical payment reliability; previous payment succeeded,MEDIUM,2120,0.5920374313392858,0,0.0,0.25,0.0,NOT_RECOVERED
T0019264,C00424,2026-01-17 23:38:46,4220.28,CARD,FAILED,PAYMENT_TIMEOUT,17,17.0,0.0,1.0,8.063055555555556,1,NONE,9.0,9.0,0.0,2173.334444444444,0.0,1.9418456330032552,0.5294117647058824,1,8.063055555555556,-1.0,1.0,85.34,41.93,0.7727,RETRY_NOW,0.6231,2629.68,1.5,2628.18,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,293,0.7850897,1,4220.28,0.25,4218.53,RECOVERED
T0032396,C00704,2026-01-17 23:50:41,608.82,CARD,FAILED,INSUFFICIENT_FUNDS,20,18.0,2.0,0.9,5.773888888888889,1,NONE,8.0,7.0,1.0,964.1075,0.125,0.6314855967825166,0.4,1,5.773888888888889,181.73444444444445,1.0,79.86,48.21,0.7239,DELAYED_RETRY,0.5494,334.51,1.0,333.51,strong historical payment reliability; previous payment succeeded,MEDIUM,2516,0.7166358727656251,1,608.82,0.15,607.67,RECOVERED
T0020893,C00460,2026-01-18 00:52:34,347.5,UPI,FAILED,INSUFFICIENT_FUNDS,25,21.0,4.0,0.84,11.147777777777778,1,NONE,15.0,13.0,2.0,1693.6313333333335,0.1333333333333333,0.2051804269091226,0.6,1,11.147777777777778,68.67805555555556,1.0,81.02,60.88,0.7302,DELAYED_RETRY,0.5542,192.59,1.0,191.59,previous payment succeeded,LOW,2775,0.7175418790399999,1,347.5,0.15,346.35,RECOVERED
T0023499,C00516,2026-01-18 01:38:58,343.11,UPI,FAILED,INSUFFICIENT_FUNDS,35,29.0,6.0,0.8285714285714286,5.2025,1,NONE,12.0,9.0,3.0,1629.7683333333334,0.25,0.2105268540211748,0.3428571428571428,1,5.2025,73.75305555555556,1.0,78.52,76.07,0.7096,DELAYED_RETRY,0.5386,184.79,1.0,183.79,elevated recent failure rate; previous payment succeeded,LOW,2787,0.7150043706249999,1,343.11,0.15,341.96,RECOVERED
T0019087,C00419,2026-01-18 01:44:30,1400.01,CARD,FAILED,BANK_DECLINE,20,20.0,0.0,1.0,7.560555555555555,1,NONE,9.0,9.0,0.0,2615.438888888889,0.0,0.5352868331000321,0.45,1,7.560555555555555,-1.0,1.0,85.71,46.43,0.7757,RETRY_NOW,0.5585,781.91,1.5,780.41,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1628,0.6437515,1,1400.01,0.25,1398.26,RECOVERED
T0025648,C00564,2026-01-18 01:51:44,1509.51,WALLET,FAILED,INSUFFICIENT_FUNDS,4,4.0,0.0,1.0,114.72055555555556,1,NONE,2.0,2.0,0.0,2628.295,0.0,0.5743305070397349,0.5,1,114.72055555555556,-1.0,1.0,81.21,17.43,0.7397,DELAYED_RETRY,0.5614,847.49,1.0,846.49,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1524,0.7184388999999999,1,1509.51,0.15,1508.36,RECOVERED
T0023030,C00506,2026-01-18 01:56:12,654.49,UPI,FAILED,NETWORK_ERROR,35,34.0,1.0,0.9714285714285714,5.804722222222222,1,NONE,15.0,15.0,0.0,1437.1806666666666,0.0,0.4553985557835224,0.4285714285714285,1,5.804722222222222,395.0261111111111,1.0,88.88,73.21,0.7996,RETRY_NOW,0.6448,422.01,1.5,420.51,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,2312,0.8185302319999999,1,654.49,0.25,652.74,RECOVERED
T0029089,C00635,2026-01-18 02:04:15,5892.48,UPI,FAILED,INSUFFICIENT_FUNDS,14,12.0,2.0,0.8571428571428571,25.101388888888888,1,NONE,8.0,7.0,1.0,1178.72375,0.125,4.999033912738247,0.5714285714285714,1,25.101388888888888,45.5425,1.0,77.82,39.21,0.7054,DELAYED_RETRY,0.5354,3154.83,1.0,3153.83,previous payment succeeded,HIGH,204,0.6792540110937499,0,0.0,0.15,0.0,NOT_RECOVERED
T0023810,C00524,2026-01-18 02:12:25,3359.75,UPI,FAILED,INSUFFICIENT_FUNDS,20,20.0,0.0,1.0,4.395555555555555,1,NONE,8.0,8.0,0.0,1971.415,0.0,1.7042327465297769,0.4,1,4.395555555555555,-1.0,1.0,85.36,45.71,0.7729,DELAYED_RETRY,0.5866,1970.93,1.0,1969.93,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,521,0.7532232999999999,0,0.0,0.15,0.0,NOT_RECOVERED
T0012427,C00272,2026-01-18 02:22:49,1353.75,UPI,FAILED,INSUFFICIENT_FUNDS,34,34.0,0.0,1.0,7.533888888888889,1,NONE,14.0,14.0,0.0,2096.7385714285715,0.0,0.6456455842645414,0.4117647058823529,1,7.533888888888889,-1.0,1.0,89.25,71.0,0.804,DELAYED_RETRY,0.6102,826.11,1.0,825.11,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1557,0.78433,1,1353.75,0.15,1352.6,RECOVERED
T0039928,C00870,2026-01-18 02:30:38,2452.66,UPI,FAILED,NETWORK_ERROR,30,28.0,2.0,0.9333333333333332,12.101666666666668,1,NONE,14.0,13.0,1.0,1466.4757142857145,0.0714285714285714,1.6724859307981328,0.4666666666666667,1,12.101666666666668,108.90027777777776,1.0,85.32,66.43,0.7692,RETRY_NOW,0.6203,1521.34,1.5,1519.84,strong historical payment reliability; previous payment succeeded,HIGH,804,0.7888158360714286,1,2452.66,0.25,2450.91,RECOVERED
T0001072,C00024,2026-01-18 02:36:53,1322.17,WALLET,FAILED,INSUFFICIENT_FUNDS,14,12.0,2.0,0.8571428571428571,50.24972222222223,0,PAYMENT_TIMEOUT,2.0,1.0,1.0,1262.14,0.5,1.0475620771071357,0.1428571428571428,2,189.37,50.24972222222223,1.0,43.18,42.43,0.3683,DELAYED_RETRY,0.2795,369.6,1.0,368.6,elevated recent failure rate; repeated consecutive failures,MEDIUM,2436,0.519521388125,1,1322.17,0.15,1321.02,RECOVERED
T0036386,C00792,2026-01-18 03:09:48,753.99,UPI,FAILED,BANK_DECLINE,38,37.0,1.0,0.9736842105263158,6.347222222222222,1,NONE,16.0,15.0,1.0,1981.35,0.0625,0.3805435687788629,0.4210526315789473,1,6.347222222222222,100.18527777777778,1.0,88.42,79.68,0.796,RETRY_NOW,0.5731,432.13,1.5,430.63,strong historical payment reliability; previous payment succeeded,MEDIUM,2293,0.6614279117105264,1,753.99,0.25,752.24,RECOVERED
T0011988,C00264,2026-01-18 03:12:26,1542.68,UPI,FAILED,NETWORK_ERROR,30,30.0,0.0,1.0,22.051666666666662,1,NONE,14.0,14.0,0.0,1724.805,0.0,0.8944083534080665,0.4666666666666667,1,22.051666666666662,-1.0,1.0,88.75,65.0,0.8,RETRY_NOW,0.6451,995.21,1.5,993.71,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1319,0.81485,0,0.0,0.25,0.0,NOT_RECOVERED
T0040908,C00891,2026-01-18 03:30:20,398.7,UPI,FAILED,INSUFFICIENT_FUNDS,23,23.0,0.0,1.0,8.109166666666667,1,NONE,15.0,15.0,0.0,1687.9160000000002,0.0,0.2362084369127373,0.6521739130434783,1,8.109166666666667,-1.0,1.0,88.23,55.21,0.7958,DELAYED_RETRY,0.604,240.82,1.0,239.82,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2694,0.7649082999999999,1,398.7,0.15,397.55,RECOVERED
T0040087,C00873,2026-01-18 04:05:29,1263.4,UPI,FAILED,INSUFFICIENT_FUNDS,35,33.0,2.0,0.9428571428571428,3.605,1,NONE,13.0,12.0,1.0,1588.9338461538462,0.0769230769230769,0.7951243552764456,0.3714285714285714,1,3.605,181.95305555555555,1.0,85.77,73.32,0.7733,DELAYED_RETRY,0.5869,741.53,1.0,740.53,strong historical payment reliability; previous payment succeeded,MEDIUM,1709,0.7625711896923076,1,1263.4,0.15,1262.25,RECOVERED
T0015952,C00350,2026-01-18 04:16:05,1444.26,NETBANKING,FAILED,INSUFFICIENT_FUNDS,35,32.0,3.0,0.9142857142857144,0.9147222222222222,1,NONE,18.0,17.0,1.0,1592.5016666666666,0.0555555555555555,0.9069127086209224,0.5142857142857142,1,0.9147222222222222,147.3813888888889,1.0,87.12,76.47,0.7827,DELAYED_RETRY,0.5941,857.99,1.0,856.99,strong historical payment reliability; previous payment succeeded,MEDIUM,1512,0.7633791057083333,0,0.0,0.15,0.0,NOT_RECOVERED
T0028023,C00614,2026-01-18 04:16:09,2019.19,WALLET,FAILED,PAYMENT_TIMEOUT,29,24.0,5.0,0.8275862068965517,16.078055555555554,0,INSUFFICIENT_FUNDS,15.0,13.0,2.0,1856.9126666666668,0.1333333333333333,1.0873909345584014,0.5172413793103449,2,17.041944444444443,16.078055555555554,1.0,56.14,66.88,0.4705,RETRY_NOW,0.3794,766.1,1.5,764.6,repeated consecutive failures,MEDIUM,1667,0.6215092799999999,1,2019.19,0.25,2017.44,RECOVERED
T0002758,C00064,2026-01-18 05:04:56,2038.63,CARD,FAILED,BANK_DECLINE,21,20.0,1.0,0.9523809523809524,8.886388888888888,1,NONE,12.0,12.0,0.0,3124.276666666666,0.0,0.6525126349245639,0.5714285714285714,1,8.886388888888888,322.0547222222222,1.0,85.48,50.07,0.7715,RETRY_NOW,0.5555,1132.42,1.5,1130.92,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1156,0.63647224,1,2038.63,0.25,2036.88,RECOVERED
T0038257,C00833,2026-01-18 05:27:00,4482.75,UPI,FAILED,NETWORK_ERROR,26,20.0,6.0,0.7692307692307693,2.598888888888889,1,NONE,11.0,9.0,2.0,1908.7436363636364,0.1818181818181818,2.3485343524393483,0.4230769230769231,1,2.598888888888889,43.769444444444446,1.0,76.62,60.49,0.6914,RETRY_NOW,0.5575,2499.33,1.5,2497.83,previous payment succeeded,HIGH,330,0.7260237487412589,1,4482.75,0.25,4481.0,RECOVERED
T0028119,C00616,2026-01-18 06:04:23,720.76,UPI,FAILED,BANK_DECLINE,23,21.0,2.0,0.9130434782608696,1.7680555555555555,1,NONE,12.0,10.0,2.0,1695.3574999999998,0.1666666666666666,0.4251374710053779,0.5217391304347826,1,1.7680555555555555,92.78805555555556,1.0,81.22,56.4,0.7354,RETRY_NOW,0.5295,381.63,1.5,380.13,strong historical payment reliability; previous payment succeeded,MEDIUM,2403,0.6065553999999999,0,0.0,0.25,0.0,NOT_RECOVERED
T0008821,C00191,2026-01-18 06:26:20,1276.04,UPI,FAILED,INSUFFICIENT_FUNDS,16,15.0,1.0,0.9375,26.941944444444445,1,NONE,5.0,5.0,0.0,1715.4060000000002,0.0,0.7438705472640296,0.3125,1,26.941944444444445,287.71527777777777,1.0,81.91,37.57,0.7422,DELAYED_RETRY,0.5633,718.83,1.0,717.83,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1752,0.7301255996875001,0,0.0,0.15,0.0,NOT_RECOVERED
T0005469,C00120,2026-01-18 06:37:33,2529.34,UPI,FAILED,INSUFFICIENT_FUNDS,16,15.0,1.0,0.9375,19.392222222222223,1,NONE,7.0,6.0,1.0,4286.774285714286,0.1428571428571428,0.5900333984061276,0.4375,1,19.392222222222223,149.51111111111112,1.0,79.77,41.86,0.725,DELAYED_RETRY,0.5503,1391.83,1.0,1390.83,strong historical payment reliability; previous payment succeeded,HIGH,918,0.7142642874330358,1,2529.34,0.15,2528.19,RECOVERED
T0015958,C00350,2026-01-18 06:41:43,559.27,NETBANKING,FAILED,NETWORK_ERROR,36,32.0,4.0,0.8888888888888888,2.4272222222222224,0,INSUFFICIENT_FUNDS,19.0,17.0,2.0,1584.6994736842105,0.1052631578947368,0.3529186506888737,0.5277777777777778,2,3.3419444444444446,2.4272222222222224,1.0,60.85,79.68,0.5112,RETRY_NOW,0.4122,230.55,1.5,229.05,repeated consecutive failures,LOW,2722,0.6532523705263157,0,0.0,0.25,0.0,NOT_RECOVERED
T0043790,C00954,2026-01-18 07:38:42,511.92,UPI,FAILED,INSUFFICIENT_FUNDS,25,24.0,1.0,0.96,3.819166666666667,1,NONE,12.0,11.0,1.0,2105.7525,0.0833333333333333,0.243105493166932,0.48,1,3.819166666666667,65.61805555555556,1.0,84.54,57.74,0.7643,DELAYED_RETRY,0.5801,296.97,1.0,295.97,strong historical payment reliability; previous payment succeeded,MEDIUM,2589,0.7466678335249999,0,0.0,0.15,0.0,NOT_RECOVERED
T0044601,C00973,2026-01-18 07:44:02,791.75,UPI,FAILED,INSUFFICIENT_FUNDS,34,31.0,3.0,0.9117647058823528,2.089166666666667,1,NONE,11.0,9.0,2.0,2506.0409090909093,0.1818181818181818,0.3159365823310582,0.3235294117647059,1,2.089166666666667,55.17361111111112,1.0,81.9,72.49,0.7408,DELAYED_RETRY,0.5623,445.18,1.0,444.18,strong historical payment reliability; previous payment succeeded,MEDIUM,2266,0.738747614632353,0,0.0,0.15,0.0,NOT_RECOVERED
T0012988,C00285,2026-01-18 07:56:23,1698.05,UPI,FAILED,PAYMENT_TIMEOUT,35,35.0,0.0,1.0,7.139722222222222,1,NONE,19.0,19.0,0.0,2408.576842105263,0.0,0.7050013810295488,0.5428571428571428,1,7.139722222222222,-1.0,1.0,91.16,76.07,0.8193,RETRY_NOW,0.6607,1121.87,1.5,1120.37,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,1168,0.8291303,1,1698.05,0.25,1696.3,RECOVERED
T0008123,C00176,2026-01-18 08:12:45,2278.07,CARD,FAILED,NETWORK_ERROR,29,28.0,1.0,0.9655172413793104,13.723888888888888,1,NONE,16.0,16.0,0.0,2290.08125,0.0,0.994755098754684,0.5517241379310345,1,13.723888888888888,288.89916666666664,1.0,88.3,64.93,0.7947,RETRY_NOW,0.6408,1459.89,1.5,1458.39,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,850,0.806527164137931,1,2278.07,0.25,2276.32,RECOVERED
T0042583,C00931,2026-01-18 08:21:14,3936.84,CARD,FAILED,LIMIT_EXCEEDED,15,11.0,4.0,0.7333333333333333,22.09138888888889,1,NONE,7.0,6.0,1.0,2480.031428571429,0.1428571428571428,1.58741536685595,0.4666666666666667,1,22.09138888888889,160.78555555555556,1.0,73.52,40.36,0.6648,RETRY_NOW,0.4787,1884.39,1.5,1882.89,previous payment succeeded,HIGH,569,0.5185395222857143,0,0.0,0.25,0.0,NOT_RECOVERED
T0011444,C00251,2026-01-18 09:16:34,991.1,UPI,FAILED,NETWORK_ERROR,17,17.0,0.0,1.0,16.195,1,NONE,6.0,6.0,0.0,4370.9783333333335,0.0,0.226745576028555,0.3529411764705882,1,16.195,-1.0,1.0,84.27,39.79,0.7642,RETRY_NOW,0.6163,610.77,1.5,609.27,strong historical payment reliability; low recent failure rate; previous payment succeeded,MEDIUM,1958,0.7823291,1,991.1,0.25,989.35,RECOVERED
T0044717,C00976,2026-01-18 09:34:50,308.19,UPI,FAILED,BANK_DECLINE,35,34.0,1.0,0.9714285714285714,4.333055555555555,1,NONE,18.0,18.0,0.0,1508.7966666666664,0.0,0.2042621161676303,0.5142857142857142,1,4.333055555555555,289.8583333333333,1.0,89.95,75.36,0.8082,RETRY_NOW,0.5819,179.34,1.5,177.84,strong historical payment reliability; low recent failure rate; previous payment succeeded,LOW,2798,0.667194112,1,308.19,0.25,306.44,RECOVERED
T0002140,C00049,2026-01-18 09:35:56,5450.57,CARD,FAILED,BANK_DECLINE,14,14.0,0.0,1.0,11.707777777777778,1,NONE,7.0,7.0,0.0,2921.1071428571427,0.0,1.86592607988654,0.5,1,11.707777777777778,-1.0,1.0,84.25,36.0,0.764,RETRY_NOW,0.5501,2998.25,1.5,2996.75,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,229,0.61472,0,0.0,0.25,0.0,NOT_RECOVERED
T0018184,C00401,2026-01-18 09:56:39,2912.84,UPI,FAILED,INSUFFICIENT_FUNDS,37,36.0,1.0,0.972972972972973,1.6969444444444444,1,NONE,13.0,13.0,0.0,2144.9884615384613,0.0,1.3579746708338043,0.3513513513513513,1,1.6969444444444444,382.1413888888889,1.0,88.46,74.79,0.7963,DELAYED_RETRY,0.6044,1760.5,1.0,1759.5,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,638,0.782984545,1,2912.84,0.15,2911.69,RECOVERED
T0035168,C00764,2026-01-18 10:32:32,1892.68,UPI,FAILED,BANK_DECLINE,19,13.0,6.0,0.6842105263157895,76.4075,1,NONE,5.0,4.0,1.0,1337.682,0.2,1.414895318917351,0.2631578947368421,1,76.4075,164.27972222222223,1.0,70.69,46.07,0.6397,RETRY_NOW,0.4606,871.74,1.5,870.24,weak historical payment reliability; previous payment succeeded,MEDIUM,1495,0.5408013819999999,0,0.0,0.25,0.0,NOT_RECOVERED
T0023715,C00522,2026-01-18 10:36:10,2274.39,CARD,FAILED,BANK_DECLINE,24,22.0,2.0,0.9166666666666666,6.422777777777778,1,NONE,15.0,13.0,2.0,1735.4686666666666,0.1333333333333333,1.3105336003377377,0.625,1,6.422777777777778,53.19638888888889,1.0,83.19,59.38,0.7514,RETRY_NOW,0.541,1230.46,1.5,1228.96,strong historical payment reliability; previous payment succeeded,HIGH,1051,0.615748199,0,0.0,0.25,0.0,NOT_RECOVERED
T0005110,C00114,2026-01-18 10:40:11,1053.62,CARD,FAILED,INSUFFICIENT_FUNDS,11,9.0,2.0,0.8181818181818182,17.931944444444444,1,NONE,4.0,3.0,1.0,2920.7275,0.25,0.360738891252265,0.3636363636363636,1,17.931944444444444,107.95694444444445,1.0,72.35,34.36,0.6597,DELAYED_RETRY,0.5007,527.56,1.0,526.56,elevated recent failure rate; previous payment succeeded,MEDIUM,2106,0.6665761375,0,0.0,0.15,0.0,NOT_RECOVERED
T0041231,C00899,2026-01-18 11:16:40,2317.61,UPI,FAILED,NETWORK_ERROR,29,28.0,1.0,0.9655172413793104,11.25611111111111,1,NONE,10.0,10.0,0.0,2161.579,0.0,1.0721838063748768,0.3448275862068966,1,11.25611111111111,358.50666666666666,1.0,86.16,60.64,0.7776,RETRY_NOW,0.6271,1453.27,1.5,1451.77,strong historical payment reliability; low recent failure rate; previous payment succeeded,HIGH,851,0.8010489820689655,1,2317.61,0.25,2315.86,RECOVERED
T0030573,C00666,2026-01-18 11:28:53,4445.41,WALLET,FAILED,INSUFFICIENT_FUNDS,17,14.0,3.0,0.8235294117647058,12.664166666666668,1,NONE,6.0,4.0,2.0,1401.3983333333333,0.3333333333333333,3.1721245089725856,0.3529411764705882,1,12.664166666666668,161.0075,1.0,72.31,46.45,0.6597,DELAYED_RETRY,0.5007,2225.87,1.0,2224.87,elevated recent failure rate; previous payment succeeded,HIGH,421,0.6691852841911765,0,0.0,0.15,0.0,NOT_RECOVERED
T0023879,C00525,2026-01-18 11:33:36,1256.01,CARD,FAILED,BANK_DECLINE,41,40.0,1.0,0.975609756097561,22.695833333333333,0,INSUFFICIENT_FUNDS,18.0,17.0,1.0,2053.276111111112,0.0555555555555555,0.611710228937657,0.4390243902439024,2,29.04361111111111,22.695833333333333,1.0,64.59,83.97,0.5455,RETRY_NOW,0.3928,493.31,1.5,491.81,strong historical payment reliability; repeated consecutive failures,MEDIUM,2156,0.5308600105487805,1,1256.01,0.25,1254.26,RECOVERED
T0037630,C00817,2026-01-18 11:53:09,2054.77,UPI,FAILED,BANK_DECLINE,14,11.0,3.0,0.7857142857142857,13.456111111111111,1,NONE,8.0,5.0,3.0,2047.66125,0.375,1.0034716435640905,0.5714285714285714,1,13.456111111111111,86.60833333333333,1.0,70.68,44.21,0.6447,RETRY_NOW,0.4642,953.79,1.5,952.29,elevated recent failure rate; previous payment succeeded,MEDIUM,1375,0.5347270721875,0,0.0,0.25,0.0,NOT_RECOVERED
